"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
8.72896135125701e-260	4.65108567726085	0.519	0.385	1.55061269443729e-255	"CC10"	"NIPA2"
1.25590748981902e-259	4.55841509559586	0.701	0.573	2.23099406491451e-255	"CC10"	"SPG21"
1.40760320232268e-259	3.57388113707311	0.665	0.536	2.500466328606e-255	"CC10"	"MFF"
1.45096915975681e-259	0.92895029631686	0.414	0.279	2.57750161539199e-255	"CC10"	"COX19"
1.79802258256338e-259	6.22363553299076	0.593	0.463	3.19400731566559e-255	"CC10"	"HM13"
3.42694179824466e-259	12.8233611810645	0.615	0.485	6.08761941040181e-255	"CC10"	"IMPDH2"
6.59398775001394e-259	2.7884687648392	0.645	0.515	1.17135598391248e-254	"CC10"	"FBXO7"
9.44976774280088e-259	0.789714423782193	0.545	0.411	1.67865674183115e-254	"CC10"	"PITRM1"
1.50569817082594e-258	0.869515205702708	0.53	0.393	2.6747222306552e-254	"CC10"	"PSMD3"
1.53262600108295e-258	2.76337855265815	0.571	0.439	2.72255682832375e-254	"CC10"	"SUZ12"
1.63695141253097e-258	0.963850651854093	0.431	0.293	2.90788048922001e-254	"CC10"	"GPN1"
2.04304300425681e-258	0.698795898935547	0.26	0.142	3.6292615927618e-254	"CC10"	"MARVELD3"
6.04386842294612e-258	23.33094993981	0.436	0.307	1.07363278665215e-253	"CC10"	"AZGP1"
6.13747848726574e-258	5.21239186797809	0.526	0.389	1.09026167847789e-253	"CC10"	"PLEKHB2"
8.08023899936899e-258	9.59820304616935	0.7	0.578	1.43537365584791e-253	"CC10"	"RAB14"
1.12017041857507e-257	1.17908483085562	0.338	0.209	1.98987073155676e-253	"CC10"	"ARHGAP8"
1.19256311633011e-257	1.27022028403278	0.449	0.312	2.1184691198488e-253	"CC10"	"BTBD10"
1.26281325702931e-257	2.70623358603993	0.574	0.444	2.24326146978687e-253	"CC10"	"SELENOS"
1.26674650330789e-257	1.06434851579332	0.377	0.246	2.25024848847614e-253	"CC10"	"PTPRK"
1.3353312223411e-257	0.949764649765268	0.43	0.294	2.37208238336673e-253	"CC10"	"SYTL1"
1.50305607051482e-257	1.31370247997103	0.526	0.389	2.67002880366253e-253	"CC10"	"TTC9C"
1.57488655304485e-257	5.16607939718656	0.662	0.535	2.79762847282887e-253	"CC10"	"POLD2"
1.58742327431715e-257	1.05015906601432	0.435	0.298	2.81989870449699e-253	"CC10"	"SP1"
1.87644929537773e-257	0.962663401782538	0.455	0.318	3.333324528309e-253	"CC10"	"PKN2"
2.23260567360708e-257	3.14314520789658	0.803	0.692	3.96600071859562e-253	"CC10"	"ITGB5"
2.36247417460613e-257	1.44914021064108	0.672	0.548	4.19669912377032e-253	"CC10"	"ARIH1"
2.56520985000396e-257	0.964197843635633	0.401	0.267	4.55683877754703e-253	"CC10"	"FBXO28"
2.58808741849654e-257	6.01275184233636	0.701	0.583	4.59747849021725e-253	"CC10"	"PSMB10"
3.34293972406017e-257	6.69297312535703	0.745	0.631	5.93839812582048e-253	"CC10"	"BCL2L2"
4.38316043176079e-257	1.2526618208829	0.621	0.498	7.78624619097986e-253	"CC10"	"TMEM173"
4.52792632815189e-257	2.87690149199071	0.473	0.333	8.04340832932901e-253	"CC10"	"PARD3"
5.26287142490178e-257	1.93941240515759	0.468	0.331	9.34896479919552e-253	"CC10"	"LAMTOR2"
6.32874687982385e-257	44.9473064200957	0.584	0.45	1.12423859573191e-252	"CC10"	"NFKBIZ"
8.52752920651673e-257	1.33284841496027	0.597	0.461	1.51483028824563e-252	"CC10"	"ZFR"
9.61649790552904e-257	1.16862439266736	0.362	0.232	1.70827468793818e-252	"CC10"	"LPIN3"
1.15999572209858e-256	4.97242946572003	0.573	0.443	2.06061640073591e-252	"CC10"	"TOB2"
1.21736301765932e-256	2.44066866121576	0.52	0.386	2.16252366457002e-252	"CC10"	"SMIM20"
1.33813441253188e-256	7.18765846481766	0.62	0.494	2.37706197042162e-252	"CC10"	"PTGES2"
2.35795185611303e-256	1.79065472581333	0.548	0.411	4.1886656771992e-252	"CC10"	"TMUB2"
2.62044670864018e-256	2.7204973041834	0.645	0.513	4.65496153322841e-252	"CC10"	"NDUFA12"
2.75788716824318e-256	2.92515716181329	0.319	0.198	4.89911076566719e-252	"CC10"	"GALNT4"
3.00979107937842e-256	1.55265484685263	0.48	0.345	5.34659287340782e-252	"CC10"	"NIT1"
3.58526248718336e-256	6.77995202425399	0.433	0.302	6.36886028223252e-252	"CC10"	"USP53"
3.90707515854996e-256	8.52235482507302	0.501	0.369	6.94052831164814e-252	"CC10"	"SH3BP2"
3.97209989349234e-256	2.1893353392647	0.448	0.317	7.05603825079979e-252	"CC10"	"CTNNAL1"
4.30019164080816e-256	4.50709920137935	0.563	0.429	7.63886043073162e-252	"CC10"	"IAH1"
6.82337744032066e-256	1.12715057234752	0.346	0.216	1.21210476849856e-251	"CC10"	"BCAR3"
8.51542757074437e-256	0.442187897912629	0.414	0.279	1.51268055366703e-251	"CC10"	"DARS"
9.77337281993789e-256	3.11101351591771	0.388	0.258	1.73614194773377e-251	"CC10"	"DGAT1"
1.33014968856471e-255	0.995629798907679	0.326	0.199	2.36287790676634e-251	"CC10"	"ZNF33B"
1.6385666165442e-255	5.94989967425358	0.624	0.498	2.91074973762912e-251	"CC10"	"GCN1"
1.66986501614527e-255	0.970938434059009	0.539	0.404	2.96634821468045e-251	"CC10"	"OPA1"
2.29374735697827e-255	1.2718739439151	0.846	0.751	4.0746128049362e-251	"CC10"	"STAT3"
2.43855455397868e-255	1.7018155004031	0.583	0.451	4.33184830968773e-251	"CC10"	"GBF1"
4.16965826699545e-255	3.40264164269564	0.636	0.507	7.40698094549072e-251	"CC10"	"NRIP1"
5.87437436469879e-255	14.9183527567773	0.86	0.78	1.04352386214509e-250	"CC10"	"MICOS10"
6.74569763464203e-255	30.5541055587257	0.413	0.292	1.19830572781781e-250	"CC10"	"AKR7A3"
7.96055466807403e-255	1.55511676487056	0.318	0.19	1.41411293123667e-250	"CC10"	"NEBL"
8.57208979334335e-255	7.47867894890067	0.734	0.633	1.52274603088951e-250	"CC10"	"DPYSL2"
1.0565672739186e-254	0.411996576971257	0.185	0.085	1.876886105389e-250	"CC10"	"GOLT1A"
1.24097238233651e-254	112.858461553851	0.96	0.914	2.20446333998257e-250	"CC10"	"GSN"
1.34222319875923e-254	1.99175240549411	0.538	0.403	2.3843252902759e-250	"CC10"	"CDK10"
1.47842239367326e-254	1.35762819883655	0.459	0.322	2.62626954012118e-250	"CC10"	"PEX13"
1.76560655084945e-254	1.9519384812714	0.468	0.332	3.13642347692897e-250	"CC10"	"NIPSNAP1"
1.97491828180639e-254	11.639936513485	0.333	0.219	3.50824483580086e-250	"CC10"	"PIK3C2G"
2.05470622436035e-254	0.703310358483743	0.608	0.475	3.64998013695372e-250	"CC10"	"DENR"
2.05516371833091e-254	6.09699320782125	0.776	0.668	3.65079282924303e-250	"CC10"	"TRA2B"
2.06715544496504e-254	17.1444286630362	0.289	0.169	3.67209493243589e-250	"CC10"	"PADI1"
2.63484509362666e-254	6.56566986793312	0.237	0.128	4.68053882431839e-250	"CC10"	"NR1I2"
2.67486056002986e-254	6.92296389830386	0.78	0.67	4.75162229883705e-250	"CC10"	"NDUFV1"
3.95640559121335e-254	0.839528661250626	0.63	0.502	7.0281588922314e-250	"CC10"	"ZNF207"
5.49508603481103e-254	1.47870640076263	0.473	0.338	9.76147083223832e-250	"CC10"	"MROH1"
5.5144369064307e-254	0.425495859342839	0.426	0.292	9.7958457205835e-250	"CC10"	"FAM122B"
6.76270408047456e-254	1.11515687886153	0.428	0.292	1.2013267528555e-249	"CC10"	"FGD6"
9.06203695112124e-254	6.12734161393429	0.359	0.23	1.60978024399718e-249	"CC10"	"ACY1"
9.27462681078178e-254	7.5255846556542	0.825	0.726	1.64754470666727e-249	"CC10"	"SNX3"
1.04830440356246e-253	1.60525499743742	0.664	0.543	1.86220794248835e-249	"CC10"	"PBX1"
1.99819724183383e-253	1.46041990660359	0.397	0.264	3.54959758039362e-249	"CC10"	"AEBP2"
3.79249859873634e-253	1.68189692497005	0.565	0.434	6.73699451079523e-249	"CC10"	"NELFE"
6.37309046696621e-253	5.95731080874579	0.404	0.27	1.13211579055188e-248	"CC10"	"RCOR1"
7.09922919770864e-253	9.11090068064533	0.663	0.543	1.26110707468096e-248	"CC10"	"VWA1"
8.55655457133562e-253	2.69517914528113	0.503	0.373	1.51998635405206e-248	"CC10"	"GUCD1"
9.95695045550935e-253	3.46414654821132	0.71	0.594	1.76875267891668e-248	"CC10"	"DCAF7"
1.02142769172263e-252	0.737548246043065	0.513	0.38	1.81446415157609e-248	"CC10"	"TAOK3"
1.62019021579729e-252	5.42637633321905	0.295	0.174	2.8781058993423e-248	"CC10"	"KCP"
1.89068945533892e-252	2.25997650128143	0.462	0.328	3.35862074846405e-248	"CC10"	"PEX11B"
2.00043078986343e-252	4.07943111958163	0.606	0.475	3.5535652551134e-248	"CC10"	"PYCR2"
2.32562673947958e-252	0.528850487065494	0.31	0.185	4.13124334001152e-248	"CC10"	"ARHGEF28"
2.55558978600999e-252	0.583570156209591	0.523	0.387	4.53974969586814e-248	"CC10"	"CNOT2"
2.60852583455306e-252	2.53258631135052	0.557	0.427	4.63378529250006e-248	"CC10"	"GPR108"
3.29016886382811e-252	7.18793488824528	0.725	0.604	5.84465596970426e-248	"CC10"	"CHMP1B"
3.6070159650082e-252	2.26540195230679	0.488	0.353	6.40750316024056e-248	"CC10"	"C19orf48"
4.87524501961745e-252	1.53698062677633	0.439	0.304	8.66038525284844e-248	"CC10"	"SMG5"
7.02580559581571e-252	2.80304671440531	0.627	0.5	1.2480641060407e-247	"CC10"	"YY1AP1"
7.031401969045e-252	33.4669223736089	0.983	0.961	1.24905824578115e-247	"CC10"	"ITM2B"
7.22269837273853e-252	1.5868044592456	0.511	0.375	1.28304013893327e-247	"CC10"	"WDR33"
7.61901139376117e-252	4.56954186654881	0.688	0.566	1.35344118398773e-247	"CC10"	"SUPT6H"
7.86561036768479e-252	0.749234810303589	0.541	0.403	1.39724702571553e-247	"CC10"	"TMEM127"
2.35908905424952e-251	60.7805490875558	0.253	0.141	4.19068579596885e-247	"CC10"	"SMIM24"
2.50749036939205e-251	7.21225226694125	0.705	0.582	4.45430589218804e-247	"CC10"	"ELAVL1"
3.31832186079632e-251	24.4117322851821	0.259	0.146	5.89466695351858e-247	"CC10"	"TRIM54"
3.69477073033339e-251	27.2561103855725	0.56	0.429	6.56339072536424e-247	"CC10"	"FDPS"
5.08360582906174e-251	4.28829160594153	0.263	0.151	9.03051739474527e-247	"CC10"	"PLA2G10"
5.21741896240514e-251	1.38702785443848	0.419	0.283	9.26822304481649e-247	"CC10"	"TP53BP2"
8.5408097683546e-251	6.12606670037037	0.683	0.556	1.51718944725051e-246	"CC10"	"ATRAID"
8.56630454160911e-251	1.22354142012996	0.657	0.531	1.52171833877144e-246	"CC10"	"CHURC1"
1.73032600274358e-250	11.7975315456307	0.419	0.293	3.0737511112737e-246	"CC10"	"STS"
1.93686684226063e-250	2.27272220033218	0.414	0.281	3.44065025859178e-246	"CC10"	"GART"
2.46807343669495e-250	1.47997806613406	0.565	0.432	4.38428565294492e-246	"CC10"	"AUP1"
3.44751605577085e-250	26.7430577484682	0.753	0.639	6.12416752147133e-246	"CC10"	"NFKB2"
4.78461498025426e-250	1.1816656015331	0.467	0.331	8.49939005092367e-246	"CC10"	"CHCHD5"
8.57354903991121e-250	1.35740943842196	0.215	0.109	1.52300525144983e-245	"CC10"	"WFDC3"
8.77990940872071e-250	1.19941662219041	0.429	0.296	1.55966310736515e-245	"CC10"	"TMEM44"
9.25796073510299e-250	18.1254980365661	0.879	0.794	1.6445841449837e-245	"CC10"	"SDF4"
1.33147537381007e-249	10.4463598358469	0.726	0.6	2.36523285403621e-245	"CC10"	"DSTN"
1.35677200098202e-249	11.1525657132121	0.629	0.502	2.41016978254446e-245	"CC10"	"ACSL3"
1.68413168389317e-249	1.71101211215725	0.481	0.349	2.99169152326782e-245	"CC10"	"ZNF146"
4.89614538678023e-249	4.47895065474343	0.268	0.154	8.69751266507641e-245	"CC10"	"PRSS12"
6.22901197249504e-249	2.99464359512696	0.49	0.354	1.10652168679402e-244	"CC10"	"PPP1R7"
8.13286191595355e-249	6.63892534923714	0.366	0.238	1.44472159074999e-244	"CC10"	"RDH13"
8.1860762053013e-249	21.667233374261	0.386	0.269	1.45417457710972e-244	"CC10"	"EPS8L3"
9.85984550891735e-249	0.915830922499491	0.405	0.272	1.75150295620408e-244	"CC10"	"EIF1AX"
1.27502243672568e-248	6.23016448774706	0.705	0.586	2.2649498565995e-244	"CC10"	"FAM50A"
1.5341115448206e-248	1.67065041494723	0.485	0.349	2.72519574821931e-244	"CC10"	"CUL3"
1.60780037044952e-248	0.769444830165944	0.362	0.233	2.85609657806652e-244	"CC10"	"SRPK1"
1.79778545867354e-248	6.72264860203277	0.555	0.425	3.19358608878767e-244	"CC10"	"MXI1"
1.80670124590614e-248	7.53675159959126	0.624	0.503	3.20942409322766e-244	"CC10"	"ETFA"
2.53956947941519e-248	0.636853055301166	0.496	0.359	4.51129122323314e-244	"CC10"	"LTA4H"
2.85576470066393e-248	3.98947633672723	0.626	0.5	5.07298041425941e-244	"CC10"	"TAOK1"
2.88650071126302e-248	1.13241352075515	0.5	0.363	5.12757986348763e-244	"CC10"	"VEZF1"
3.80558634057968e-248	2.70063447529428	0.479	0.344	6.76024357540575e-244	"CC10"	"ARHGEF12"
4.01392253646762e-248	1.52912659988596	0.503	0.368	7.13033199378108e-244	"CC10"	"PPP3R1"
5.79128354126144e-248	6.80948255647944	0.459	0.328	1.02876360826968e-243	"CC10"	"ZNRF1"
5.89800037104703e-248	0.712554880128226	0.505	0.372	1.04772078591279e-243	"CC10"	"SENP2"
1.37457208119575e-247	0.242435149667693	0.411	0.277	2.44178984503613e-243	"CC10"	"DDX18"
1.47066594156978e-247	2.32644340516128	0.501	0.367	2.61249097860456e-243	"CC10"	"SUGT1"
1.57072438646281e-247	19.440229947906	0.448	0.317	2.79023480011253e-243	"CC10"	"TFPI"
1.62843170656491e-247	8.7476544977305	0.88	0.792	2.89274608354191e-243	"CC10"	"CYB5R3"
2.3994615507779e-247	1.64976074984074	0.538	0.405	4.26240349880186e-243	"CC10"	"PEX2"
2.55628745593861e-247	19.4453360532719	0.348	0.22	4.54098903672935e-243	"CC10"	"CDC42EP2"
2.67837853677927e-247	1.05361980301353	0.389	0.26	4.75787163273469e-243	"CC10"	"PLXNA3"
3.33299633601465e-247	0.912521354217561	0.402	0.27	5.92073469129643e-243	"CC10"	"SEZ6L2"
3.65131424874993e-247	1.34833924083577	0.463	0.327	6.48619463147937e-243	"CC10"	"TANK"
5.36740258578713e-247	1.97398703241263	0.391	0.262	9.53465395339225e-243	"CC10"	"EPRS"
5.57692591910786e-247	12.0006449804273	0.339	0.214	9.90685120270321e-243	"CC10"	"SPIN4"
5.57811235768291e-247	1.58060563521927	0.454	0.322	9.90895879218791e-243	"CC10"	"NDFIP2"
5.83436167359109e-247	3.10902789250607	0.583	0.449	1.03641600769672e-242	"CC10"	"RALBP1"
6.45791863949594e-247	1.1841548774523	0.37	0.24	1.14718466712006e-242	"CC10"	"MINDY1"
1.20658732857767e-246	0.515602130928926	0.595	0.463	2.14338173048538e-242	"CC10"	"PPFIA1"
1.21821477309583e-246	7.32866135075649	0.561	0.44	2.16403672292744e-242	"CC10"	"FSCN1"
1.24177088709972e-246	3.1572073586688	0.59	0.462	2.20588180384394e-242	"CC10"	"RTCB"
1.75445378216232e-246	24.2307129464263	0.414	0.289	3.11661169863314e-242	"CC10"	"ERV3-1"
2.19050500002781e-246	1.54665601990248	0.471	0.34	3.8912130820494e-242	"CC10"	"DGCR2"
2.40116385685623e-246	1.54376486724773	0.46	0.326	4.26542747531942e-242	"CC10"	"PPP3CA"
2.42704238814218e-246	5.52680785667301	0.61	0.482	4.31139809829577e-242	"CC10"	"IER5"
3.52346968823156e-246	2.53135193924644	0.546	0.42	6.25909155417455e-242	"CC10"	"VAV2"
4.69355642164253e-246	1.29585045889377	0.39	0.26	8.33763362740579e-242	"CC10"	"ACTL6A"
4.80285807349722e-246	1.47810909290099	0.434	0.302	8.53179708176047e-242	"CC10"	"PGM2"
8.69707144831873e-246	10.0324786867678	0.67	0.544	1.54494777207934e-241	"CC10"	"MCM7"
9.61939808667346e-246	2.60066184171235	0.675	0.551	1.70878987611667e-241	"CC10"	"GTPBP1"
1.96819644974383e-245	105.574262571729	0.616	0.578	3.49630417332494e-241	"CC10"	"GPX2"
2.991582115718e-245	3.31293166572155	0.621	0.496	5.31424647036145e-241	"CC10"	"RNF4"
3.67167051228508e-245	0.870415986212996	0.32	0.198	6.52235549802322e-241	"CC10"	"TRAPPC6A"
3.94122363289786e-245	1.60736479795085	0.445	0.313	7.00118966147975e-241	"CC10"	"KEAP1"
4.26151406309749e-245	2.66487118228383	0.482	0.349	7.57015358168638e-241	"CC10"	"FAM126B"
4.99790542422804e-245	0.986573216862809	0.393	0.265	8.8782791955987e-241	"CC10"	"PAICS"
5.67972287365687e-245	2.51821913469749	0.369	0.243	1.00894597127641e-240	"CC10"	"TK1"
6.86270078541871e-245	5.78346706885117	0.699	0.573	1.21909016752178e-240	"CC10"	"TCEAL8"
8.26501196891463e-245	6.36882294298289	0.622	0.49	1.46819672615799e-240	"CC10"	"UBAP2L"
1.43773847638619e-244	0.775643327876396	0.367	0.238	2.55399862945242e-240	"CC10"	"CCDC186"
1.63085804405799e-244	5.20019794036699	0.244	0.134	2.89705622946462e-240	"CC10"	"BCAS1"
1.80692896365206e-244	1.71191105319147	0.505	0.374	3.20982861103153e-240	"CC10"	"RAB43"
1.93569792393397e-244	10.3036415792216	0.704	0.588	3.43857379207631e-240	"CC10"	"NDUFB6"
2.91136484150319e-244	5.54043332967248	0.643	0.515	5.17174850444627e-240	"CC10"	"ATXN2L"
3.0910518855019e-244	9.5523376593822	0.438	0.324	5.49094456940558e-240	"CC10"	"CST6"
4.28911204915918e-244	6.13926354152748	0.949	0.9	7.61917864412637e-240	"CC10"	"HNRNPUL1"
4.35173677074088e-244	3.79087466597264	0.428	0.295	7.7304251995441e-240	"CC10"	"CLMN"
5.43401220507613e-244	2.10196552521555	0.368	0.24	9.65297928109724e-240	"CC10"	"IARS2"
8.17182092579421e-244	4.19883278287294	0.607	0.479	1.45164226925808e-239	"CC10"	"LSM5"
1.48522735545093e-243	0.749361960431166	0.319	0.194	2.63835787422304e-239	"CC10"	"EPHB6"
1.56443744521146e-243	1.70022012689476	0.662	0.543	2.77906667767363e-239	"CC10"	"PFKFB3"
2.07897064184459e-243	4.3709524704142	0.477	0.346	3.69308344817274e-239	"CC10"	"STK38L"
2.62021937718745e-243	0.816932174469343	0.367	0.239	4.65455770163578e-239	"CC10"	"ACP6"
3.54057577025386e-243	1.29475136734193	0.298	0.178	6.28947879827895e-239	"CC10"	"CMTR2"
3.87798822556445e-243	21.8375432954737	0.377	0.251	6.88885828389269e-239	"CC10"	"MIA"
4.51828413924056e-243	1.7943015014988	0.615	0.489	8.02627994494694e-239	"CC10"	"MSL1"
4.64238473887006e-243	0.679087424825738	0.814	0.715	8.24673225012877e-239	"CC10"	"SRPRA"
5.94462932553849e-243	0.820811161379519	0.501	0.368	1.05600395338866e-238	"CC10"	"UBXN1"
1.99095056383852e-242	1.62145214297558	0.63	0.505	3.53672458160274e-238	"CC10"	"PSMD10"
2.35229808718357e-242	0.648539110018543	0.451	0.319	4.17862232207289e-238	"CC10"	"PAK2"
7.48448675990883e-242	1.71748909200582	0.398	0.267	1.3295442280302e-237	"CC10"	"TMEM14A"
9.03233931332105e-242	1.60048837543803	0.42	0.292	1.60450475561835e-237	"CC10"	"SEC23IP"
1.02125996719821e-241	0.389277085106666	0.631	0.506	1.81416620573091e-237	"CC10"	"TMEM263"
1.16213142981146e-241	0.815062911928607	0.438	0.307	2.06441027191707e-237	"CC10"	"NMD3"
1.4383106840489e-241	3.33762101215874	0.53	0.401	2.55501509914447e-237	"CC10"	"NCOA3"
2.28523363946982e-241	11.7571462046142	0.658	0.539	4.05948903715419e-237	"CC10"	"ID2"
2.84815160351013e-241	11.1832044516833	0.701	0.588	5.05945650847539e-237	"CC10"	"ADI1"
3.7748855657831e-241	1.10334664356484	0.598	0.466	6.70570671905709e-237	"CC10"	"CHMP5"
4.41444254309391e-241	1.26352680833151	0.478	0.344	7.84181573355203e-237	"CC10"	"AKAP9"
4.45618366854534e-241	2.08077626713099	0.479	0.347	7.91596466880395e-237	"CC10"	"NDUFA9"
5.49688907744334e-241	1.38933963944904	0.511	0.381	9.76467375717034e-237	"CC10"	"SLC39A11"
6.74263714044348e-241	0.632343189548906	0.366	0.24	1.19776206162838e-236	"CC10"	"PCSK6"
6.77319182827552e-241	3.19587521103902	0.451	0.32	1.20318979637486e-236	"CC10"	"SLC35C1"
7.17996951286406e-241	2.74048289839544	0.514	0.386	1.27544978426517e-236	"CC10"	"LAMTOR3"
1.07320466767369e-240	2.87984656305785	0.359	0.236	1.90644077165554e-236	"CC10"	"ZFPM1"
1.14867430356939e-240	2.67182428373796	0.139	0.056	2.04050503286067e-236	"CC10"	"BTNL8"
2.10104484631404e-240	11.7607114229066	0.729	0.61	3.73229606499226e-236	"CC10"	"SNRNP200"
2.18732652097058e-240	1.26835196724867	0.447	0.317	3.88556683185213e-236	"CC10"	"NADSYN1"
2.48933979277458e-240	16.6319626923194	0.262	0.15	4.42206320788476e-236	"CC10"	"B3GNT7"
4.60943938721882e-240	1.24660087656936	0.454	0.321	8.18820812745551e-236	"CC10"	"CARS"
4.8648708868606e-240	1.77467351415403	0.596	0.465	8.64195664341918e-236	"CC10"	"KDM5B"
5.31144420942556e-240	1.91858081623572	0.503	0.37	9.43524949362356e-236	"CC10"	"SPG11"
6.18892634111638e-240	6.84124489349111	0.577	0.45	1.09940087523591e-235	"CC10"	"DYNLT1"
7.32870201726171e-240	0.63723370115568	0.268	0.153	1.30187062634637e-235	"CC10"	"LMTK2"
8.89797812555993e-240	9.17052537718821	0.488	0.359	1.58063683422447e-235	"CC10"	"IDUA"
1.22102859107091e-239	7.87910623471839	0.627	0.507	2.16903518917836e-235	"CC10"	"IVNS1ABP"
1.94582381431183e-239	0.830569714716865	0.299	0.178	3.45656142374353e-235	"CC10"	"TTC9"
2.23990635806975e-239	0.989670222104054	0.292	0.174	3.97896965447511e-235	"CC10"	"BDH1"
2.75452748707512e-239	0.87110449251667	0.511	0.383	4.89314262804024e-235	"CC10"	"CCNYL1"
2.91123027871521e-239	12.0907093981376	0.764	0.662	5.17150946710969e-235	"CC10"	"ATF4"
4.80380357119661e-239	0.560234834150086	0.271	0.155	8.53347666387366e-235	"CC10"	"VSIG10"
4.99545179720808e-239	0.699599737417534	0.46	0.327	8.87392057256043e-235	"CC10"	"BAZ2A"
5.33145991612826e-239	0.530186289572691	0.279	0.162	9.47080539501025e-235	"CC10"	"IQANK1"
5.70316340579154e-239	1.34370826978226	0.283	0.168	1.01310994740481e-234	"CC10"	"ARHGEF38"
5.89375840783849e-239	7.67501165434145	0.466	0.337	1.04696724356843e-234	"CC10"	"TK2"
6.5766857727016e-239	5.52096682434553	0.752	0.644	1.16828246066271e-234	"CC10"	"SRSF1"
1.06623372281129e-238	7.25146256369504	0.86	0.773	1.89405758520198e-234	"CC10"	"LAMTOR4"
1.58291007518731e-238	4.26565563011665	0.797	0.692	2.81188145756274e-234	"CC10"	"PDLIM5"
1.71604877954269e-238	7.73457819641239	0.823	0.726	3.04838905197963e-234	"CC10"	"SDCBP"
2.96411311147797e-238	0.927751629206135	0.444	0.308	5.26545053122947e-234	"CC10"	"SPPL3"
3.25197824135957e-238	1.83796424424617	0.232	0.124	5.77681414795115e-234	"CC10"	"GJB4"
3.31761618692093e-238	1.4267785415607	0.45	0.32	5.89341339444634e-234	"CC10"	"TRIM11"
1.06397842882526e-237	0.930815576855461	0.367	0.24	1.89005128096519e-233	"CC10"	"ACBD5"
1.98045012054489e-237	0.633975848667305	0.316	0.195	3.51807159413594e-233	"CC10"	"COMTD1"
2.32053156543733e-237	23.1697133646329	0.528	0.404	4.12219227284288e-233	"CC10"	"GRPEL1"
2.45925342026914e-237	1.401814735477	0.471	0.339	4.3686177757661e-233	"CC10"	"TSR2"
3.03503209690344e-237	1.29098015104351	0.564	0.436	5.39143101693926e-233	"CC10"	"PGM1"
3.24143725343009e-237	3.70257654587444	0.524	0.392	5.75808913699321e-233	"CC10"	"NIPSNAP2"
3.25240042410434e-237	2.53733303392065	0.547	0.418	5.77756411337895e-233	"CC10"	"DHX9"
3.57206914481023e-237	5.72600678543146	0.521	0.393	6.34542362884089e-233	"CC10"	"CRLS1"
4.78101291480361e-237	2.39848745948887	0.641	0.512	8.49299134185713e-233	"CC10"	"SMG1"
7.04660558706275e-237	2.45737182743291	0.254	0.143	1.25175901648583e-232	"CC10"	"RHOV"
1.19003133735623e-236	1.35803127991555	0.602	0.476	2.11397166767961e-232	"CC10"	"DHPS"
2.24700843446357e-236	50.9125641794353	0.37	0.271	3.99158578298109e-232	"CC10"	"ANXA10"
3.65032121417822e-236	3.46419242373733	0.337	0.213	6.48443060486619e-232	"CC10"	"B3GNT5"
4.07736369649393e-236	9.00878193955524	0.779	0.681	7.24302887045182e-232	"CC10"	"RNASET2"
4.49926995160231e-236	3.57562124036899	0.559	0.429	7.99250314202634e-232	"CC10"	"SDHB"
4.72776455963159e-236	2.40781909109819	0.448	0.319	8.39840096372955e-232	"CC10"	"GORASP2"
4.82396564850077e-236	10.485027512671	0.637	0.52	8.56929257799677e-232	"CC10"	"ACO2"
6.69819984153316e-236	4.19062616999663	0.347	0.223	1.18986821984995e-231	"CC10"	"BCL10"
1.37471643310821e-235	2.04199389062503	0.508	0.378	2.44204627177343e-231	"CC10"	"DENND10"
1.64195308645899e-235	1.72105801644493	0.613	0.486	2.91676546278575e-231	"CC10"	"ZMAT2"
1.6996454027945e-235	8.09524068527031	0.418	0.287	3.01925009352415e-231	"CC10"	"FZR1"
1.89466592509988e-235	1.2421911973221	0.473	0.341	3.36568454934743e-231	"CC10"	"DTX4"
1.91797530698884e-235	0.521567493458851	0.277	0.161	3.40709133533498e-231	"CC10"	"PTPN3"
2.33889360216554e-235	2.27865863997504	0.557	0.427	4.15481059488686e-231	"CC10"	"UPF1"
2.63205254944944e-235	14.0359507219762	0.579	0.458	4.67557814884199e-231	"CC10"	"DCTN3"
3.33066035828472e-235	0.657547663541644	0.526	0.395	5.91658506045698e-231	"CC10"	"PPP6R3"
3.64541365558222e-235	1.4146180048804	0.504	0.372	6.47571281777626e-231	"CC10"	"LARP1"
3.73663828950427e-235	1.23154865290338	0.461	0.329	6.63776425747538e-231	"CC10"	"ANKZF1"
4.86924515546231e-235	0.808036490765999	0.475	0.343	8.64972709416324e-231	"CC10"	"GMPR2"
6.67477884381643e-235	15.3020756775588	0.379	0.251	1.18570771381555e-230	"CC10"	"CD58"
7.89289452053733e-235	0.789688867070771	0.409	0.278	1.40209378262825e-230	"CC10"	"MPP5"
1.10278067889016e-234	0.954555129895812	0.428	0.299	1.95897959798048e-230	"CC10"	"RAB3GAP2"
1.15176362392034e-234	0.727156749258536	0.216	0.113	2.0459929015321e-230	"CC10"	"DBNDD1"
1.47665270962035e-234	1.36661526531189	0.361	0.237	2.62312587336959e-230	"CC10"	"DOK4"
1.52391572967145e-234	0.745703919042715	0.499	0.369	2.70708390218837e-230	"CC10"	"KLF7"
1.56755888601968e-234	3.78758449741819	0.622	0.498	2.78461160512537e-230	"CC10"	"KRT10"
1.58985072480486e-234	2.65370938856481	0.279	0.164	2.82421082754335e-230	"CC10"	"FOXL1"
