orig.ident	CompositionCluster_CC	cell_type	median_ct_prop
S21_10041_B6	CC4	C1Q_TAMs	0.0756866674978496
S21_10041_B6	CC4	CD4_conv	9.27045083448767e-05
S21_10041_B6	CC4	CD8_NK	8.67793743359303e-05
S21_10041_B6	CC4	Dendritic_cells	0.0011523402557835
S21_10041_B6	CC4	Endothelial	0.0426334642043974
S21_10041_B6	CC4	FCN1_TAMs	8.90093284474819e-05
S21_10041_B6	CC4	Normal_epithelium	7.74824080766403e-05
S21_10041_B6	CC4	PVL	0.0159201967495896
S21_10041_B6	CC4	SPP1_TAMs	8.9216638402776e-05
S21_10041_B6	CC4	Tregs	0.00984478814097798
S21_10041_B6	CC4	Tumor_epithelium	0.65284937916878
S21_10041_B6	CC4	iCAF	8.49356383488277e-05
S21_10041_B6	CC4	mast_cells	0.00127260452856505
S21_10041_B6	CC4	myCAF	0.14536252111578
S21_10041_B6	CC5	Bcell	0.00734951117909835
S21_10041_B6	CC5	C1Q_TAMs	0.0793565344122069
S21_10041_B6	CC5	CD4_conv	0.00103992989738141
S21_10041_B6	CC5	CD8_NK	0.000200354129158062
S21_10041_B6	CC5	Dendritic_cells	0.00330395965611284
S21_10041_B6	CC5	Endothelial	0.0608665517883339
S21_10041_B6	CC5	FCN1_TAMs	0.000134578884310516
S21_10041_B6	CC5	Normal_epithelium	9.0787278821274e-05
S21_10041_B6	CC5	PVL	0.040553414770404
S21_10041_B6	CC5	SPP1_TAMs	0.000128770196680637
S21_10041_B6	CC5	Tregs	0.0125198752381435
S21_10041_B6	CC5	Tumor_epithelium	0.425835304241096
S21_10041_B6	CC5	iCAF	0.00943424476251215
S21_10041_B6	CC5	mast_cells	0.0016782011743339
S21_10041_B6	CC5	myCAF	0.248743212389632
S21_10041_B6	CC6	Bcell	0.000553511437744176
S21_10041_B6	CC6	C1Q_TAMs	0.076815607577372
S21_10041_B6	CC6	CD4_conv	0.011105404094987
S21_10041_B6	CC6	CD8_NK	0.000405391185726766
S21_10041_B6	CC6	Dendritic_cells	5.75881608627389e-05
S21_10041_B6	CC6	Endothelial	0.0754775640633368
S21_10041_B6	CC6	FCN1_TAMs	6.07804536116244e-05
S21_10041_B6	CC6	Normal_epithelium	5.79471465653806e-05
S21_10041_B6	CC6	PVL	0.0810205080241002
S21_10041_B6	CC6	SPP1_TAMs	5.5907989639031e-05
S21_10041_B6	CC6	Tregs	0.000169650232447061
S21_10041_B6	CC6	Tumor_epithelium	0.0427505101832036
S21_10041_B6	CC6	iCAF	0.147958863456543
S21_10041_B6	CC6	mast_cells	0.00317973221533977
S21_10041_B6	CC6	myCAF	0.472102084383767
S21_10041_B6	CC7	Bcell	6.25343225936602e-05
S21_10041_B6	CC7	C1Q_TAMs	0.0395035443873274
S21_10041_B6	CC7	CD4_conv	9.29452268734733e-05
S21_10041_B6	CC7	CD8_NK	8.49572547448502e-05
S21_10041_B6	CC7	Dendritic_cells	8.32688992177657e-05
S21_10041_B6	CC7	Endothelial	0.0658089563740913
S21_10041_B6	CC7	FCN1_TAMs	6.57725269518488e-05
S21_10041_B6	CC7	Normal_epithelium	8.96656693099871e-05
S21_10041_B6	CC7	PVL	0.381161761261748
S21_10041_B6	CC7	SPP1_TAMs	6.29970433298756e-05
S21_10041_B6	CC7	Tregs	9.09928537456635e-05
S21_10041_B6	CC7	Tumor_epithelium	0.0259747283654028
S21_10041_B6	CC7	iCAF	0.0605259290296279
S21_10041_B6	CC7	mast_cells	0.000607970091261743
S21_10041_B6	CC7	myCAF	0.355872251763871
S21_10041_B6	CC8	Bcell	5.93354224423112e-05
S21_10041_B6	CC8	C1Q_TAMs	0.0650165405798087
S21_10041_B6	CC8	CD4_conv	0.00858469016506358
S21_10041_B6	CC8	CD8_NK	0.000411370877119599
S21_10041_B6	CC8	Dendritic_cells	7.88950826055093e-05
S21_10041_B6	CC8	Endothelial	0.120249527244353
S21_10041_B6	CC8	FCN1_TAMs	0.000715429859575304
S21_10041_B6	CC8	Normal_epithelium	7.35367912062411e-05
S21_10041_B6	CC8	PVL	0.191330252974009
S21_10041_B6	CC8	SPP1_TAMs	5.77835513312779e-05
S21_10041_B6	CC8	Tregs	0.00137416235114395
S21_10041_B6	CC8	Tumor_epithelium	0.066353303791226
S21_10041_B6	CC8	iCAF	0.0834707590526942
S21_10041_B6	CC8	mast_cells	0.00193447968379819
S21_10041_B6	CC8	myCAF	0.397818833253963
S21_10041_B6	CC9	Bcell	0.00131700123659451
S21_10041_B6	CC9	C1Q_TAMs	0.05389845655562
S21_10041_B6	CC9	CD4_conv	6.20093910148847e-05
S21_10041_B6	CC9	CD8_NK	5.7716518439604e-05
S21_10041_B6	CC9	Dendritic_cells	0.000810080577240514
S21_10041_B6	CC9	Endothelial	0.0205218672961072
S21_10041_B6	CC9	FCN1_TAMs	5.78652815306471e-05
S21_10041_B6	CC9	Normal_epithelium	4.36606098283604e-05
S21_10041_B6	CC9	PVL	0.00553741543618195
S21_10041_B6	CC9	SPP1_TAMs	6.06640984994305e-05
S21_10041_B6	CC9	Tregs	0.00596676955108376
S21_10041_B6	CC9	Tumor_epithelium	0.819646920489932
S21_10041_B6	CC9	iCAF	5.7569066596631e-05
S21_10041_B6	CC9	mast_cells	0.000524598869271275
S21_10041_B6	CC9	myCAF	0.0637436309968001
S21_11953_A1	CC1	Bcell	0.247748760906241
S21_11953_A1	CC1	C1Q_TAMs	0.0360407428064246
S21_11953_A1	CC1	CD4_conv	0.223568487426561
S21_11953_A1	CC1	CD8_NK	0.000185459909108625
S21_11953_A1	CC1	Dendritic_cells	0.0591078918037273
S21_11953_A1	CC1	Endothelial	0.0661934865346547
S21_11953_A1	CC1	FCN1_TAMs	0.0121951777121627
S21_11953_A1	CC1	Normal_epithelium	0.0333408854798398
S21_11953_A1	CC1	PVL	0.00215296637978098
S21_11953_A1	CC1	SPP1_TAMs	0.000230337634651941
S21_11953_A1	CC1	Tregs	0.0213913082915387
S21_11953_A1	CC1	Tumor_epithelium	0.00102976271418001
S21_11953_A1	CC1	iCAF	0.0856140414345195
S21_11953_A1	CC1	mast_cells	0.00725208419799231
S21_11953_A1	CC1	myCAF	0.00236551185687009
S21_11953_A1	CC10	Bcell	0.026298573540164
S21_11953_A1	CC10	C1Q_TAMs	0.0137059083166494
S21_11953_A1	CC10	CD4_conv	0.00421535630309489
S21_11953_A1	CC10	CD8_NK	0.00857681963656523
S21_11953_A1	CC10	Dendritic_cells	0.00541187581400214
S21_11953_A1	CC10	Endothelial	0.0298002647002777
S21_11953_A1	CC10	FCN1_TAMs	0.00826116951915262
S21_11953_A1	CC10	Normal_epithelium	0.731764637775739
S21_11953_A1	CC10	PVL	0.000109904392198447
S21_11953_A1	CC10	SPP1_TAMs	6.44880888773038e-05
S21_11953_A1	CC10	Tregs	0.00752513308398037
S21_11953_A1	CC10	Tumor_epithelium	0.000498757047064155
S21_11953_A1	CC10	iCAF	0.0316938758815194
S21_11953_A1	CC10	mast_cells	0.00621083679537046
S21_11953_A1	CC10	myCAF	0.00414743651534441
S21_11953_A1	CC2	Bcell	0.0312805356781165
S21_11953_A1	CC2	C1Q_TAMs	0.0236035447047933
S21_11953_A1	CC2	CD4_conv	0.0114413277781779
S21_11953_A1	CC2	CD8_NK	0.0161186937732322
S21_11953_A1	CC2	Dendritic_cells	0.00723894311010889
S21_11953_A1	CC2	Endothelial	0.100480946659296
S21_11953_A1	CC2	FCN1_TAMs	0.0299190067385698
S21_11953_A1	CC2	Normal_epithelium	0.23808868417534
S21_11953_A1	CC2	PVL	0.0219226316345791
S21_11953_A1	CC2	SPP1_TAMs	0.000226192122253756
S21_11953_A1	CC2	Tregs	0.0102041217170274
S21_11953_A1	CC2	Tumor_epithelium	0.187466996490901
S21_11953_A1	CC2	iCAF	0.16878471116553
S21_11953_A1	CC2	mast_cells	0.0234420916334619
S21_11953_A1	CC2	myCAF	0.0204400491545701
S21_11953_A1	CC3	Bcell	4.56353069443649e-05
S21_11953_A1	CC3	C1Q_TAMs	0.316112907055372
S21_11953_A1	CC3	CD4_conv	0.00876138261102942
S21_11953_A1	CC3	CD8_NK	5.37207392932308e-05
S21_11953_A1	CC3	Dendritic_cells	5.32257368211848e-05
S21_11953_A1	CC3	Endothelial	0.106280844319752
S21_11953_A1	CC3	FCN1_TAMs	6.99259194967954e-05
S21_11953_A1	CC3	Normal_epithelium	4.56353068418402e-05
S21_11953_A1	CC3	PVL	0.0133982095126711
S21_11953_A1	CC3	SPP1_TAMs	0.269190023514555
S21_11953_A1	CC3	Tregs	5.37207392932293e-05
S21_11953_A1	CC3	Tumor_epithelium	4.56353068403285e-05
S21_11953_A1	CC3	iCAF	0.136259586754647
S21_11953_A1	CC3	mast_cells	0.00124800133126539
S21_11953_A1	CC3	myCAF	0.0141855735739484
S21_11953_A1	CC4	Bcell	0.0205107217248825
S21_11953_A1	CC4	C1Q_TAMs	0.00701773065983727
S21_11953_A1	CC4	CD4_conv	0.0152132279778751
S21_11953_A1	CC4	CD8_NK	0.0123108427537706
S21_11953_A1	CC4	Dendritic_cells	0.00917723543789769
S21_11953_A1	CC4	Endothelial	0.0339840403452547
S21_11953_A1	CC4	FCN1_TAMs	0.012377973738388
S21_11953_A1	CC4	Normal_epithelium	0.292312638828657
S21_11953_A1	CC4	PVL	0.0017842093023532
S21_11953_A1	CC4	SPP1_TAMs	0.0023704975160135
S21_11953_A1	CC4	Tregs	0.00271230330418643
S21_11953_A1	CC4	Tumor_epithelium	0.53545316100255
S21_11953_A1	CC4	iCAF	0.0409745681359808
S21_11953_A1	CC4	mast_cells	0.00645921048732431
S21_11953_A1	CC4	myCAF	0.00203338014351335
S21_11953_A1	CC5	Bcell	0.0229425173046723
S21_11953_A1	CC5	C1Q_TAMs	0.00857094269616114
S21_11953_A1	CC5	CD4_conv	0.00677833607636262
S21_11953_A1	CC5	CD8_NK	0.0129563506587096
S21_11953_A1	CC5	Dendritic_cells	0.0111520911995185
S21_11953_A1	CC5	Endothelial	0.0546696952627617
S21_11953_A1	CC5	FCN1_TAMs	0.0120963517064426
S21_11953_A1	CC5	Normal_epithelium	0.318446804493577
S21_11953_A1	CC5	PVL	0.00435858156656237
S21_11953_A1	CC5	SPP1_TAMs	0.000209403733825954
S21_11953_A1	CC5	Tregs	0.0114232226876273
S21_11953_A1	CC5	Tumor_epithelium	0.407786735820369
S21_11953_A1	CC5	iCAF	0.0543435021721495
S21_11953_A1	CC5	mast_cells	0.0108651402197926
S21_11953_A1	CC5	myCAF	0.00600113190022939
S21_11953_A1	CC6	Bcell	0.00719619512024086
S21_11953_A1	CC6	C1Q_TAMs	0.0375809364820711
S21_11953_A1	CC6	CD4_conv	6.67315103870338e-05
S21_11953_A1	CC6	CD8_NK	9.84075081453367e-05
S21_11953_A1	CC6	Dendritic_cells	6.66885076340232e-05
S21_11953_A1	CC6	Endothelial	0.100783382419753
S21_11953_A1	CC6	FCN1_TAMs	0.0209932517870938
S21_11953_A1	CC6	Normal_epithelium	0.0965824444439557
S21_11953_A1	CC6	PVL	0.0392151144770726
S21_11953_A1	CC6	SPP1_TAMs	5.69555814857943e-05
S21_11953_A1	CC6	Tregs	0.000137774665238157
S21_11953_A1	CC6	Tumor_epithelium	0.000115804973257498
S21_11953_A1	CC6	iCAF	0.459570690491785
S21_11953_A1	CC6	mast_cells	0.0208672894665585
S21_11953_A1	CC6	myCAF	0.000155530843890126
S21_11953_A1	CC7	Bcell	6.94016172485146e-05
S21_11953_A1	CC7	C1Q_TAMs	0.0188049667406197
S21_11953_A1	CC7	CD4_conv	0.00493333447650234
S21_11953_A1	CC7	CD8_NK	7.55025206224364e-05
S21_11953_A1	CC7	Dendritic_cells	0.0108957170582987
S21_11953_A1	CC7	Endothelial	0.046995136377431
S21_11953_A1	CC7	FCN1_TAMs	7.48683112853508e-05
S21_11953_A1	CC7	Normal_epithelium	7.37149408086459e-05
S21_11953_A1	CC7	PVL	0.610220753376391
S21_11953_A1	CC7	SPP1_TAMs	7.45433500284726e-05
S21_11953_A1	CC7	Tregs	7.39591112569524e-05
S21_11953_A1	CC7	Tumor_epithelium	7.1874404728726e-05
S21_11953_A1	CC7	iCAF	0.117449767647607
S21_11953_A1	CC7	mast_cells	0.0105592171133127
S21_11953_A1	CC7	myCAF	0.15132605825367
S21_11953_A1	CC8	Bcell	0.0136651503031248
S21_11953_A1	CC8	C1Q_TAMs	0.0292845333330811
S21_11953_A1	CC8	CD4_conv	0.00832888637598984
S21_11953_A1	CC8	CD8_NK	0.00877826902400093
S21_11953_A1	CC8	Dendritic_cells	0.0103091307201462
S21_11953_A1	CC8	Endothelial	0.187146616011629
S21_11953_A1	CC8	FCN1_TAMs	0.0242839008202639
S21_11953_A1	CC8	Normal_epithelium	0.0858933046526502
S21_11953_A1	CC8	PVL	0.0941322194578707
S21_11953_A1	CC8	SPP1_TAMs	0.000141842269957673
S21_11953_A1	CC8	Tregs	0.000465037250775603
S21_11953_A1	CC8	Tumor_epithelium	0.00488191237784908
S21_11953_A1	CC8	iCAF	0.279503175236835
S21_11953_A1	CC8	mast_cells	0.0207972397841563
S21_11953_A1	CC8	myCAF	0.00833805239338851
S21_11953_A6	CC1	Bcell	0.208567329672957
S21_11953_A6	CC1	C1Q_TAMs	0.0612697275577842
S21_11953_A6	CC1	CD4_conv	0.00401371230073891
S21_11953_A6	CC1	CD8_NK	0.00224059633964379
S21_11953_A6	CC1	Dendritic_cells	0.00382230089736019
S21_11953_A6	CC1	Endothelial	0.0379476084424015
S21_11953_A6	CC1	FCN1_TAMs	0.000265587964906898
S21_11953_A6	CC1	Normal_epithelium	0.00523327214306828
S21_11953_A6	CC1	PVL	0.0346661347388565
S21_11953_A6	CC1	SPP1_TAMs	9.16953035653742e-05
S21_11953_A6	CC1	Tregs	0.0310886206150363
S21_11953_A6	CC1	Tumor_epithelium	0.0934714981921664
S21_11953_A6	CC1	iCAF	0.0500510286771733
S21_11953_A6	CC1	mast_cells	0.00534610917480263
S21_11953_A6	CC1	myCAF	0.430752619939321
S21_11953_A6	CC2	Bcell	0.000110699021306341
S21_11953_A6	CC2	C1Q_TAMs	0.0648258540834366
S21_11953_A6	CC2	CD4_conv	0.000109405203956084
S21_11953_A6	CC2	CD8_NK	0.000520876992351996
S21_11953_A6	CC2	Dendritic_cells	0.00377281616064912
S21_11953_A6	CC2	Endothelial	0.0448626342086156
S21_11953_A6	CC2	FCN1_TAMs	0.0274508946013214
S21_11953_A6	CC2	Normal_epithelium	8.42609089785154e-05
S21_11953_A6	CC2	PVL	0.0229584265235287
S21_11953_A6	CC2	SPP1_TAMs	0.0134738204005248
S21_11953_A6	CC2	Tregs	0.0228132217632321
S21_11953_A6	CC2	Tumor_epithelium	0.196539249423264
S21_11953_A6	CC2	iCAF	0.00928458079992215
S21_11953_A6	CC2	mast_cells	0.00193195815976437
S21_11953_A6	CC2	myCAF	0.488853247601901
S21_11953_A6	CC3	Bcell	0.000267789792671287
S21_11953_A6	CC3	C1Q_TAMs	0.00048563316817529
S21_11953_A6	CC3	CD4_conv	0.000283329047696658
S21_11953_A6	CC3	CD8_NK	0.0128808644299568
S21_11953_A6	CC3	Dendritic_cells	0.00480615817982801
S21_11953_A6	CC3	Endothelial	0.0533029571962363
S21_11953_A6	CC3	FCN1_TAMs	0.352936929185734
S21_11953_A6	CC3	Normal_epithelium	0.0104984698076874
S21_11953_A6	CC3	PVL	0.0197700414090602
S21_11953_A6	CC3	SPP1_TAMs	0.0337334338807625
S21_11953_A6	CC3	Tregs	0.0234590733964811
S21_11953_A6	CC3	Tumor_epithelium	0.111937109085028
S21_11953_A6	CC3	iCAF	0.0176875192868504
S21_11953_A6	CC3	mast_cells	0.00545020239800569
S21_11953_A6	CC3	myCAF	0.149820863115212
S21_11953_A6	CC4	Bcell	8.72266108007481e-05
S21_11953_A6	CC4	C1Q_TAMs	0.0338313733449059
S21_11953_A6	CC4	CD4_conv	0.000606599078778935
S21_11953_A6	CC4	CD8_NK	0.000502581394839462
S21_11953_A6	CC4	Dendritic_cells	0.00459714794839836
S21_11953_A6	CC4	Endothelial	0.0270027006495287
S21_11953_A6	CC4	FCN1_TAMs	0.0171882845649067
S21_11953_A6	CC4	Normal_epithelium	0.00012617564167182
S21_11953_A6	CC4	PVL	0.00440612053023593
S21_11953_A6	CC4	SPP1_TAMs	0.00316628277913043
S21_11953_A6	CC4	Tregs	0.0163358309376346
S21_11953_A6	CC4	Tumor_epithelium	0.61031985159631
S21_11953_A6	CC4	iCAF	0.00152775952976081
S21_11953_A6	CC4	mast_cells	0.00127845927216482
S21_11953_A6	CC4	myCAF	0.215527113763792
S21_11953_A6	CC5	Bcell	9.45713324141471e-05
S21_11953_A6	CC5	C1Q_TAMs	0.0470773627565284
S21_11953_A6	CC5	CD4_conv	0.00012809410903391
S21_11953_A6	CC5	CD8_NK	0.000598797007892886
S21_11953_A6	CC5	Dendritic_cells	0.00463450259618595
S21_11953_A6	CC5	Endothelial	0.0371385259168176
S21_11953_A6	CC5	FCN1_TAMs	0.0253660908269651
S21_11953_A6	CC5	Normal_epithelium	0.000120405969837154
S21_11953_A6	CC5	PVL	0.0104966347656591
S21_11953_A6	CC5	SPP1_TAMs	0.0133804397966672
S21_11953_A6	CC5	Tregs	0.0202858183024094
S21_11953_A6	CC5	Tumor_epithelium	0.38217180903238
S21_11953_A6	CC5	iCAF	0.00358947807317877
S21_11953_A6	CC5	mast_cells	0.00177723938291132
S21_11953_A6	CC5	myCAF	0.362414210448937
S21_11953_A6	CC6	Bcell	0.0147552659060213
S21_11953_A6	CC6	C1Q_TAMs	0.0718020330159621
S21_11953_A6	CC6	CD4_conv	8.5803175112352e-05
S21_11953_A6	CC6	CD8_NK	0.00133594445051373
S21_11953_A6	CC6	Dendritic_cells	0.00042862707715592
S21_11953_A6	CC6	Endothelial	0.0315788664991229
S21_11953_A6	CC6	FCN1_TAMs	0.0392706286651546
S21_11953_A6	CC6	Normal_epithelium	6.02523919262325e-05
S21_11953_A6	CC6	PVL	0.00805353524468024
S21_11953_A6	CC6	SPP1_TAMs	0.00184344631641069
S21_11953_A6	CC6	Tregs	0.0248426200754659
S21_11953_A6	CC6	Tumor_epithelium	0.063632611754541
S21_11953_A6	CC6	iCAF	0.04178957100133
S21_11953_A6	CC6	mast_cells	0.00319588457684119
S21_11953_A6	CC6	myCAF	0.607958637084425
S21_11953_A6	CC7	Bcell	6.05549929861462e-05
S21_11953_A6	CC7	C1Q_TAMs	0.0806940142522721
S21_11953_A6	CC7	CD4_conv	8.17374398140352e-05
S21_11953_A6	CC7	CD8_NK	8.97624798624701e-05
S21_11953_A6	CC7	Dendritic_cells	8.43787924022313e-05
S21_11953_A6	CC7	Endothelial	0.0569189123059005
S21_11953_A6	CC7	FCN1_TAMs	0.0121062001830938
S21_11953_A6	CC7	Normal_epithelium	6.30987339718814e-05
S21_11953_A6	CC7	PVL	0.354392204012028
S21_11953_A6	CC7	SPP1_TAMs	7.37507186535836e-05
S21_11953_A6	CC7	Tregs	0.0101590693104393
S21_11953_A6	CC7	Tumor_epithelium	0.00947704171634335
S21_11953_A6	CC7	iCAF	0.0202774979613227
S21_11953_A6	CC7	mast_cells	0.00352664173555624
S21_11953_A6	CC7	myCAF	0.371636688525572
S21_11953_A6	CC8	Bcell	0.000173175908268523
S21_11953_A6	CC8	C1Q_TAMs	0.0779137540643413
S21_11953_A6	CC8	CD4_conv	9.1554654059034e-05
S21_11953_A6	CC8	CD8_NK	0.00268967239284124
S21_11953_A6	CC8	Dendritic_cells	0.00862902884628044
S21_11953_A6	CC8	Endothelial	0.0875955469415433
S21_11953_A6	CC8	FCN1_TAMs	0.0586718457118541
S21_11953_A6	CC8	Normal_epithelium	7.60809320807869e-05
S21_11953_A6	CC8	PVL	0.0770576146265571
S21_11953_A6	CC8	SPP1_TAMs	0.00676407336357827
S21_11953_A6	CC8	Tregs	0.0227247289444284
S21_11953_A6	CC8	Tumor_epithelium	0.0486650216130231
S21_11953_A6	CC8	iCAF	0.0135762140349862
S21_11953_A6	CC8	mast_cells	0.00314073450492021
S21_11953_A6	CC8	myCAF	0.490241478850424
S21_11953_A6	CC9	Bcell	6.12170616316287e-05
S21_11953_A6	CC9	C1Q_TAMs	0.0160633027059926
S21_11953_A6	CC9	CD4_conv	8.86982857082314e-05
S21_11953_A6	CC9	CD8_NK	9.45911442598072e-05
S21_11953_A6	CC9	Dendritic_cells	0.00520609699842114
S21_11953_A6	CC9	Endothelial	0.0150419659916558
S21_11953_A6	CC9	FCN1_TAMs	0.0058271616458672
S21_11953_A6	CC9	Normal_epithelium	9.14159069613622e-05
S21_11953_A6	CC9	PVL	0.00142845991965836
S21_11953_A6	CC9	SPP1_TAMs	6.4956776245129e-05
S21_11953_A6	CC9	Tregs	0.0104618103518398
S21_11953_A6	CC9	Tumor_epithelium	0.829561073847001
S21_11953_A6	CC9	iCAF	0.000897005377209979
S21_11953_A6	CC9	mast_cells	0.00107677659624299
S21_11953_A6	CC9	myCAF	0.0683859356496603
S21_13051_5	CC1	Bcell	0.304635047235773
S21_13051_5	CC1	C1Q_TAMs	0.064164373733379
S21_13051_5	CC1	CD4_conv	0.152424495702112
S21_13051_5	CC1	CD8_NK	0.000175695811452884
S21_13051_5	CC1	Dendritic_cells	0.0453010554696171
S21_13051_5	CC1	Endothelial	0.0515988080471173
S21_13051_5	CC1	FCN1_TAMs	0.00269790584216631
S21_13051_5	CC1	Normal_epithelium	0.00449491403902356
S21_13051_5	CC1	PVL	0.0289844323653439
S21_13051_5	CC1	SPP1_TAMs	9.02908382292835e-05
S21_13051_5	CC1	Tregs	0.0174980955445644
S21_13051_5	CC1	Tumor_epithelium	0.00052173050291551
S21_13051_5	CC1	iCAF	0.0421826777047764
S21_13051_5	CC1	mast_cells	0.0136928530340557
S21_13051_5	CC1	myCAF	0.0462601468201165
S21_13051_5	CC10	Bcell	0.0963371550999944
S21_13051_5	CC10	C1Q_TAMs	0.0287015612605715
S21_13051_5	CC10	CD4_conv	0.000338183692686412
S21_13051_5	CC10	CD8_NK	0.0132640959578216
S21_13051_5	CC10	Dendritic_cells	0.013677773652085
S21_13051_5	CC10	Endothelial	0.0591022949775882
S21_13051_5	CC10	FCN1_TAMs	0.0238556059745477
S21_13051_5	CC10	Normal_epithelium	0.445113936807138
S21_13051_5	CC10	PVL	0.0109106478220231
S21_13051_5	CC10	SPP1_TAMs	0.000171896994529652
S21_13051_5	CC10	Tregs	0.0311189256828004
S21_13051_5	CC10	Tumor_epithelium	0.000568115776294452
S21_13051_5	CC10	iCAF	0.015109513891609
S21_13051_5	CC10	mast_cells	0.0181033940846226
S21_13051_5	CC10	myCAF	0.0725419236195249
S21_13051_5	CC2	Bcell	0.000926657771373486
S21_13051_5	CC2	C1Q_TAMs	0.10658234484931
S21_13051_5	CC2	CD4_conv	0.00674818121643239
S21_13051_5	CC2	CD8_NK	0.0026825429953299
S21_13051_5	CC2	Dendritic_cells	0.0265979818541702
S21_13051_5	CC2	Endothelial	0.0477392067519484
S21_13051_5	CC2	FCN1_TAMs	7.95448572178064e-05
S21_13051_5	CC2	Normal_epithelium	8.0101356064706e-05
S21_13051_5	CC2	PVL	0.0428656370257754
S21_13051_5	CC2	SPP1_TAMs	8.24498130971521e-05
S21_13051_5	CC2	Tregs	0.0274211296104768
S21_13051_5	CC2	Tumor_epithelium	0.219085466809168
S21_13051_5	CC2	iCAF	0.0111900350184992
S21_13051_5	CC2	mast_cells	0.00554390597033864
S21_13051_5	CC2	myCAF	0.403134811008655
S21_13051_5	CC3	Bcell	7.02647478712929e-05
S21_13051_5	CC3	C1Q_TAMs	0.307057357411659
S21_13051_5	CC3	CD4_conv	0.00439636061531757
S21_13051_5	CC3	CD8_NK	0.0038204882779359
S21_13051_5	CC3	Dendritic_cells	0.00285282767281573
S21_13051_5	CC3	Endothelial	0.0323108889642448
S21_13051_5	CC3	FCN1_TAMs	4.85912242735118e-05
S21_13051_5	CC3	Normal_epithelium	5.66725672924501e-05
S21_13051_5	CC3	PVL	0.00977666889273621
S21_13051_5	CC3	SPP1_TAMs	0.159310765772988
S21_13051_5	CC3	Tregs	0.0108552806471117
S21_13051_5	CC3	Tumor_epithelium	0.0571083888324582
S21_13051_5	CC3	iCAF	0.0124088171718668
S21_13051_5	CC3	mast_cells	0.00216556574362515
S21_13051_5	CC3	myCAF	0.246184625952778
S21_13051_5	CC4	Bcell	8.85187759956436e-05
S21_13051_5	CC4	C1Q_TAMs	0.047921777862257
S21_13051_5	CC4	CD4_conv	9.1550852446882e-05
S21_13051_5	CC4	CD8_NK	0.000151483532537387
S21_13051_5	CC4	Dendritic_cells	0.00923924839167284
S21_13051_5	CC4	Endothelial	0.0310167973238562
S21_13051_5	CC4	FCN1_TAMs	9.05198886689857e-05
S21_13051_5	CC4	Normal_epithelium	9.30706877397975e-05
S21_13051_5	CC4	PVL	0.0210058717725731
S21_13051_5	CC4	SPP1_TAMs	9.07453996508033e-05
S21_13051_5	CC4	Tregs	0.0156820788388981
S21_13051_5	CC4	Tumor_epithelium	0.628942083278613
S21_13051_5	CC4	iCAF	0.000430918583412481
S21_13051_5	CC4	mast_cells	0.00249177638210803
S21_13051_5	CC4	myCAF	0.190400905062526
S21_13051_5	CC5	Bcell	8.69168116614426e-05
S21_13051_5	CC5	C1Q_TAMs	0.0762668830345267
S21_13051_5	CC5	CD4_conv	0.000137099183638254
S21_13051_5	CC5	CD8_NK	0.000825945461397921
S21_13051_5	CC5	Dendritic_cells	0.0160728467941522
S21_13051_5	CC5	Endothelial	0.0405607158168844
S21_13051_5	CC5	FCN1_TAMs	8.55695674940025e-05
S21_13051_5	CC5	Normal_epithelium	9.04646327599754e-05
S21_13051_5	CC5	PVL	0.0313199909820459
S21_13051_5	CC5	SPP1_TAMs	0.000122180734349261
S21_13051_5	CC5	Tregs	0.0210692925213821
S21_13051_5	CC5	Tumor_epithelium	0.417382804268898
S21_13051_5	CC5	iCAF	0.00223277440614616
S21_13051_5	CC5	mast_cells	0.00363553565414038
S21_13051_5	CC5	myCAF	0.313311614768245
S21_13051_5	CC6	Bcell	0.0154945789985632
S21_13051_5	CC6	C1Q_TAMs	0.142614209538673
S21_13051_5	CC6	CD4_conv	0.0148797031182261
S21_13051_5	CC6	CD8_NK	0.00535442028031614
S21_13051_5	CC6	Dendritic_cells	0.0071958616803505
S21_13051_5	CC6	Endothelial	0.05377167198887
S21_13051_5	CC6	FCN1_TAMs	5.48017285436745e-05
S21_13051_5	CC6	Normal_epithelium	5.23411685635088e-05
S21_13051_5	CC6	PVL	0.0362035458171641
S21_13051_5	CC6	SPP1_TAMs	5.07029642159685e-05
S21_13051_5	CC6	Tregs	0.00645887735738957
S21_13051_5	CC6	Tumor_epithelium	0.0124132274146448
S21_13051_5	CC6	iCAF	0.124779869291043
S21_13051_5	CC6	mast_cells	0.0104780290799401
S21_13051_5	CC6	myCAF	0.439686003859424
S21_13051_5	CC7	Bcell	0.00181143122831467
S21_13051_5	CC7	C1Q_TAMs	0.0952254956121512
S21_13051_5	CC7	CD4_conv	0.00588963358968155
S21_13051_5	CC7	CD8_NK	0.00186916888490833
S21_13051_5	CC7	Dendritic_cells	0.0110814826816018
S21_13051_5	CC7	Endothelial	0.0792179153599871
S21_13051_5	CC7	FCN1_TAMs	6.07285341588601e-05
S21_13051_5	CC7	Normal_epithelium	7.62438224807257e-05
S21_13051_5	CC7	PVL	0.41508654870234
S21_13051_5	CC7	SPP1_TAMs	5.59931839056666e-05
S21_13051_5	CC7	Tregs	0.00401284573336967
S21_13051_5	CC7	Tumor_epithelium	0.016530743415662
S21_13051_5	CC7	iCAF	0.0974087616837834
S21_13051_5	CC7	mast_cells	0.0125152403759051
S21_13051_5	CC7	myCAF	0.156969208028688
