orig.ident	CompositionCluster_CC	cell_type	median_ct_prop
S20-6967-D7	CC2	FCN1_TAMs	0.000195299694233866
S20-6967-D7	CC2	Normal_epithelium	0.000198520181887255
S20-6967-D7	CC2	PVL	0.0209665693209397
S20-6967-D7	CC2	SPP1_TAMs	0.00433148300751934
S20-6967-D7	CC2	Tregs	0.0265347671175694
S20-6967-D7	CC2	Tumor_epithelium	0.236335893674177
S20-6967-D7	CC2	iCAF	0.15353175164891
S20-6967-D7	CC2	mast_cells	0.0112279043538721
S20-6967-D7	CC2	myCAF	0.170899841913142
S20-6967-D7	CC3	Bcell	5.05358409032293e-05
S20-6967-D7	CC3	C1Q_TAMs	0.0239681258386336
S20-6967-D7	CC3	CD4_conv	7.69567967471702e-05
S20-6967-D7	CC3	CD8_NK	0.0053377512797745
S20-6967-D7	CC3	Dendritic_cells	0.000958774796249773
S20-6967-D7	CC3	Endothelial	0.0525026292547204
S20-6967-D7	CC3	FCN1_TAMs	4.95067756965628e-05
S20-6967-D7	CC3	Normal_epithelium	5.05358407298118e-05
S20-6967-D7	CC3	PVL	0.104358319967488
S20-6967-D7	CC3	SPP1_TAMs	0.53329578731198
S20-6967-D7	CC3	Tregs	0.0157974092564847
S20-6967-D7	CC3	Tumor_epithelium	0.000334694888404415
S20-6967-D7	CC3	iCAF	0.0669772170095161
S20-6967-D7	CC3	mast_cells	0.00869732986698734
S20-6967-D7	CC3	myCAF	0.0981000386337629
S20-6967-D7	CC4	Bcell	8.86455984736201e-05
S20-6967-D7	CC4	C1Q_TAMs	0.0338016477744371
S20-6967-D7	CC4	CD4_conv	0.00630858036724412
S20-6967-D7	CC4	CD8_NK	9.24511081672786e-05
S20-6967-D7	CC4	Dendritic_cells	0.0180538441666128
S20-6967-D7	CC4	Endothelial	0.048354834304851
S20-6967-D7	CC4	FCN1_TAMs	8.87667415797149e-05
S20-6967-D7	CC4	Normal_epithelium	9.07260616593434e-05
S20-6967-D7	CC4	PVL	0.00515897030119419
S20-6967-D7	CC4	SPP1_TAMs	0.000133539276665527
S20-6967-D7	CC4	Tregs	0.0201407760174461
S20-6967-D7	CC4	Tumor_epithelium	0.649127405645748
S20-6967-D7	CC4	iCAF	0.0520877543769409
S20-6967-D7	CC4	mast_cells	0.000151947002647397
S20-6967-D7	CC4	myCAF	0.113989053328206
S20-6967-D7	CC5	Bcell	0.00018627451512012
S20-6967-D7	CC5	C1Q_TAMs	0.0358432728117598
S20-6967-D7	CC5	CD4_conv	0.0108793414677265
S20-6967-D7	CC5	CD8_NK	0.000141776698645943
S20-6967-D7	CC5	Dendritic_cells	0.0202173644566456
S20-6967-D7	CC5	Endothelial	0.0742891876641179
S20-6967-D7	CC5	FCN1_TAMs	0.000139432055396368
S20-6967-D7	CC5	Normal_epithelium	0.000146519168779161
S20-6967-D7	CC5	PVL	0.00922432943827358
S20-6967-D7	CC5	SPP1_TAMs	0.00422204770200016
S20-6967-D7	CC5	Tregs	0.020418156438204
S20-6967-D7	CC5	Tumor_epithelium	0.419066097435598
S20-6967-D7	CC5	iCAF	0.0881544730561075
S20-6967-D7	CC5	mast_cells	0.00374520148144522
S20-6967-D7	CC5	myCAF	0.115899456243931
S20-6967-D7	CC6	Bcell	0.00115645403715255
S20-6967-D7	CC6	C1Q_TAMs	0.063328740016965
S20-6967-D7	CC6	CD4_conv	0.000947940117718812
S20-6967-D7	CC6	CD8_NK	8.67832511559918e-05
S20-6967-D7	CC6	Dendritic_cells	0.00016804101387983
S20-6967-D7	CC6	Endothelial	0.132141411381021
S20-6967-D7	CC6	FCN1_TAMs	9.15197953611193e-05
S20-6967-D7	CC6	Normal_epithelium	8.95530140409865e-05
S20-6967-D7	CC6	PVL	0.0643810722144678
S20-6967-D7	CC6	SPP1_TAMs	8.37413034937554e-05
S20-6967-D7	CC6	Tregs	0.00315193575089357
S20-6967-D7	CC6	Tumor_epithelium	0.00889848787232718
S20-6967-D7	CC6	iCAF	0.386118738117435
S20-6967-D7	CC6	mast_cells	0.0221968237766354
S20-6967-D7	CC6	myCAF	0.0965493602415431
S20-6967-D7	CC7	Bcell	4.88005117144362e-05
S20-6967-D7	CC7	C1Q_TAMs	0.0284736477169532
S20-6967-D7	CC7	CD4_conv	6.43867625233287e-05
S20-6967-D7	CC7	CD8_NK	6.40542686216079e-05
S20-6967-D7	CC7	Dendritic_cells	0.0067344854410958
S20-6967-D7	CC7	Endothelial	0.0840408355389033
S20-6967-D7	CC7	FCN1_TAMs	6.4614277462991e-05
S20-6967-D7	CC7	Normal_epithelium	4.7218448587417e-05
S20-6967-D7	CC7	PVL	0.560733060463976
S20-6967-D7	CC7	SPP1_TAMs	6.03027881433613e-05
S20-6967-D7	CC7	Tregs	6.72440775647558e-05
S20-6967-D7	CC7	Tumor_epithelium	6.39838803604617e-05
S20-6967-D7	CC7	iCAF	0.112508819560595
S20-6967-D7	CC7	mast_cells	0.0160029720684991
S20-6967-D7	CC7	myCAF	0.128232824862286
S20-6967-D7	CC8	Bcell	0.00202967575399191
S20-6967-D7	CC8	C1Q_TAMs	0.0465337139140123
S20-6967-D7	CC8	CD4_conv	0.00946824969639216
S20-6967-D7	CC8	CD8_NK	0.000122540607390542
S20-6967-D7	CC8	Dendritic_cells	0.0124562055053369
S20-6967-D7	CC8	Endothelial	0.196936204579682
S20-6967-D7	CC8	FCN1_TAMs	0.00127061829863889
S20-6967-D7	CC8	Normal_epithelium	8.75557698065739e-05
S20-6967-D7	CC8	PVL	0.227906438582675
S20-6967-D7	CC8	SPP1_TAMs	9.1594080526263e-05
S20-6967-D7	CC8	Tregs	0.00447922640328987
S20-6967-D7	CC8	Tumor_epithelium	0.000220969934167435
S20-6967-D7	CC8	iCAF	0.217563402834934
S20-6967-D7	CC8	mast_cells	0.0202421573403049
S20-6967-D7	CC8	myCAF	0.0764912424938555
S20-6967-D7	CC9	Bcell	4.10557010633289e-05
S20-6967-D7	CC9	C1Q_TAMs	0.0100409099087851
S20-6967-D7	CC9	CD4_conv	6.19309409310141e-05
S20-6967-D7	CC9	CD8_NK	5.8170753135617e-05
S20-6967-D7	CC9	Dendritic_cells	0.00597648871926682
S20-6967-D7	CC9	Endothelial	0.024850567089895
S20-6967-D7	CC9	FCN1_TAMs	5.62224130345356e-05
S20-6967-D7	CC9	Normal_epithelium	5.56651723170426e-05
S20-6967-D7	CC9	PVL	0.000401195064966751
S20-6967-D7	CC9	SPP1_TAMs	0.0021630682597681
S20-6967-D7	CC9	Tregs	0.0088224781877679
S20-6967-D7	CC9	Tumor_epithelium	0.870111046055455
S20-6967-D7	CC9	iCAF	0.0185217996817389
S20-6967-D7	CC9	mast_cells	6.3086051881469e-05
S20-6967-D7	CC9	myCAF	0.0328752331048635
S20-7543-A7	CC1	Bcell	0.280581553812048
S20-7543-A7	CC1	C1Q_TAMs	0.0515379247576985
S20-7543-A7	CC1	CD4_conv	0.00497493232467495
S20-7543-A7	CC1	CD8_NK	0.00478542613776386
S20-7543-A7	CC1	Dendritic_cells	0.00150792238213078
S20-7543-A7	CC1	Endothelial	0.0800357163176909
S20-7543-A7	CC1	FCN1_TAMs	0.00838151745060398
S20-7543-A7	CC1	Normal_epithelium	0.00021943723053327
S20-7543-A7	CC1	PVL	0.0432192960005771
S20-7543-A7	CC1	SPP1_TAMs	0.000146948024979794
S20-7543-A7	CC1	Tregs	0.0123463254749519
S20-7543-A7	CC1	Tumor_epithelium	0.000163104121046424
S20-7543-A7	CC1	iCAF	0.116854572297221
S20-7543-A7	CC1	mast_cells	0.0134776251610827
S20-7543-A7	CC1	myCAF	0.203142807615771
S20-7543-A7	CC10	Bcell	0.00264686546790283
S20-7543-A7	CC10	C1Q_TAMs	0.0140825833003856
S20-7543-A7	CC10	CD4_conv	0.00105042400835163
S20-7543-A7	CC10	CD8_NK	0.00488013779482024
S20-7543-A7	CC10	Dendritic_cells	0.012183475877709
S20-7543-A7	CC10	Endothelial	0.0597349345342656
S20-7543-A7	CC10	FCN1_TAMs	0.0129512525393987
S20-7543-A7	CC10	Normal_epithelium	0.608858639571132
S20-7543-A7	CC10	PVL	0.0281365085634312
S20-7543-A7	CC10	SPP1_TAMs	0.000117988865545741
S20-7543-A7	CC10	Tregs	0.0155275098698674
S20-7543-A7	CC10	Tumor_epithelium	0.000467253427430846
S20-7543-A7	CC10	iCAF	0.015574955745307
S20-7543-A7	CC10	mast_cells	0.000496012985208667
S20-7543-A7	CC10	myCAF	0.0314616864503612
S20-7543-A7	CC2	Bcell	0.000376901956200562
S20-7543-A7	CC2	C1Q_TAMs	0.0454249928370914
S20-7543-A7	CC2	CD4_conv	0.000233358992479729
S20-7543-A7	CC2	CD8_NK	0.00378009780462534
S20-7543-A7	CC2	Dendritic_cells	0.0110893244567049
S20-7543-A7	CC2	Endothelial	0.0602344699633243
S20-7543-A7	CC2	FCN1_TAMs	0.00757910517189059
S20-7543-A7	CC2	Normal_epithelium	0.00128143427529142
S20-7543-A7	CC2	PVL	0.0306155667185194
S20-7543-A7	CC2	SPP1_TAMs	0.0134386763547736
S20-7543-A7	CC2	Tregs	0.0284877373647668
S20-7543-A7	CC2	Tumor_epithelium	0.213104980607326
S20-7543-A7	CC2	iCAF	0.00501474686775409
S20-7543-A7	CC2	mast_cells	0.00288471333797096
S20-7543-A7	CC2	myCAF	0.44203976349755
S20-7543-A7	CC3	Bcell	0.000138406936625156
S20-7543-A7	CC3	C1Q_TAMs	0.000129279616855845
S20-7543-A7	CC3	CD4_conv	0.000215831509978637
S20-7543-A7	CC3	CD8_NK	0.0143794941296085
S20-7543-A7	CC3	Dendritic_cells	0.0112696090267798
S20-7543-A7	CC3	Endothelial	0.0536080582304855
S20-7543-A7	CC3	FCN1_TAMs	0.415752855802084
S20-7543-A7	CC3	Normal_epithelium	0.015077698584787
S20-7543-A7	CC3	PVL	0.0140660775548063
S20-7543-A7	CC3	SPP1_TAMs	0.0952150504687772
S20-7543-A7	CC3	Tregs	0.0306959562350805
S20-7543-A7	CC3	Tumor_epithelium	0.0660592384931017
S20-7543-A7	CC3	iCAF	0.0145639043499272
S20-7543-A7	CC3	mast_cells	0.00536986556543744
S20-7543-A7	CC3	myCAF	0.153077300129605
S20-7543-A7	CC4	Bcell	9.0490657400778e-05
S20-7543-A7	CC4	C1Q_TAMs	0.0311667788255364
S20-7543-A7	CC4	CD4_conv	0.000132251349999838
S20-7543-A7	CC4	CD8_NK	0.0021776145615689
S20-7543-A7	CC4	Dendritic_cells	0.00786128233117336
S20-7543-A7	CC4	Endothelial	0.0319933438168264
S20-7543-A7	CC4	FCN1_TAMs	0.000100730788682869
S20-7543-A7	CC4	Normal_epithelium	9.81712304305822e-05
S20-7543-A7	CC4	PVL	0.0125647408207398
S20-7543-A7	CC4	SPP1_TAMs	0.00237215508713643
S20-7543-A7	CC4	Tregs	0.0176093509370309
S20-7543-A7	CC4	Tumor_epithelium	0.597999559653529
S20-7543-A7	CC4	iCAF	9.67227220833772e-05
S20-7543-A7	CC4	mast_cells	0.00114274515571705
S20-7543-A7	CC4	myCAF	0.233894481837636
S20-7543-A7	CC5	Bcell	0.00015277423205688
S20-7543-A7	CC5	C1Q_TAMs	0.0412334922755814
S20-7543-A7	CC5	CD4_conv	0.000187790628944366
S20-7543-A7	CC5	CD8_NK	0.00227424817612122
S20-7543-A7	CC5	Dendritic_cells	0.00865846701752064
S20-7543-A7	CC5	Endothelial	0.0496550367947799
S20-7543-A7	CC5	FCN1_TAMs	0.00102693797196959
S20-7543-A7	CC5	Normal_epithelium	0.000156320455214589
S20-7543-A7	CC5	PVL	0.0230651052159685
S20-7543-A7	CC5	SPP1_TAMs	0.00525389688020117
S20-7543-A7	CC5	Tregs	0.0237826337095013
S20-7543-A7	CC5	Tumor_epithelium	0.392906396488169
S20-7543-A7	CC5	iCAF	0.000484759447136933
S20-7543-A7	CC5	mast_cells	0.00185589318277488
S20-7543-A7	CC5	myCAF	0.331836865487913
S20-7543-A7	CC6	Bcell	0.0450032558648572
S20-7543-A7	CC6	C1Q_TAMs	0.0423861894362343
S20-7543-A7	CC6	CD4_conv	9.74208169491101e-05
S20-7543-A7	CC6	CD8_NK	0.00142392497867644
S20-7543-A7	CC6	Dendritic_cells	0.000103491367022056
S20-7543-A7	CC6	Endothelial	0.0443425757219883
S20-7543-A7	CC6	FCN1_TAMs	0.00736613709141687
S20-7543-A7	CC6	Normal_epithelium	0.000103037010265821
S20-7543-A7	CC6	PVL	0.0168499615057705
S20-7543-A7	CC6	SPP1_TAMs	9.60979265174541e-05
S20-7543-A7	CC6	Tregs	0.00759675028610937
S20-7543-A7	CC6	Tumor_epithelium	0.000151586554681114
S20-7543-A7	CC6	iCAF	0.191318965900515
S20-7543-A7	CC6	mast_cells	0.00741365481002216
S20-7543-A7	CC6	myCAF	0.549059227648741
S20-7543-A7	CC7	Bcell	0.0159465050459284
S20-7543-A7	CC7	C1Q_TAMs	0.037063808568124
S20-7543-A7	CC7	CD4_conv	8.41183251951309e-05
S20-7543-A7	CC7	CD8_NK	8.90805862717153e-05
S20-7543-A7	CC7	Dendritic_cells	9.85317567960015e-05
S20-7543-A7	CC7	Endothelial	0.0571581949544321
S20-7543-A7	CC7	FCN1_TAMs	0.000162745776347974
S20-7543-A7	CC7	Normal_epithelium	0.00103437199603441
S20-7543-A7	CC7	PVL	0.465005255988309
S20-7543-A7	CC7	SPP1_TAMs	6.48997353017631e-05
S20-7543-A7	CC7	Tregs	0.000195700881290544
S20-7543-A7	CC7	Tumor_epithelium	0.000516667517338831
S20-7543-A7	CC7	iCAF	0.0508266506673367
S20-7543-A7	CC7	mast_cells	0.0150546935569171
S20-7543-A7	CC7	myCAF	0.198019014116982
S20-7543-A7	CC8	Bcell	0.0118801528490165
S20-7543-A7	CC8	C1Q_TAMs	0.036875629165192
S20-7543-A7	CC8	CD4_conv	0.000195982350766291
S20-7543-A7	CC8	CD8_NK	0.00401678706018144
S20-7543-A7	CC8	Dendritic_cells	0.00600035066350021
S20-7543-A7	CC8	Endothelial	0.13056921224783
S20-7543-A7	CC8	FCN1_TAMs	0.0201904070311585
S20-7543-A7	CC8	Normal_epithelium	0.00538697413294422
S20-7543-A7	CC8	PVL	0.127464087210012
S20-7543-A7	CC8	SPP1_TAMs	0.000578975214175248
S20-7543-A7	CC8	Tregs	0.0181535646887133
S20-7543-A7	CC8	Tumor_epithelium	0.0339679088653344
S20-7543-A7	CC8	iCAF	0.0243437742750903
S20-7543-A7	CC8	mast_cells	0.00739608190656661
S20-7543-A7	CC8	myCAF	0.345220002867609
S20-7543-A7	CC9	Bcell	5.95493018514617e-05
S20-7543-A7	CC9	C1Q_TAMs	0.0119658262646449
S20-7543-A7	CC9	CD4_conv	0.000135372277822153
S20-7543-A7	CC9	CD8_NK	0.000850940845596881
S20-7543-A7	CC9	Dendritic_cells	0.00334100430829635
S20-7543-A7	CC9	Endothelial	0.0148816508248439
S20-7543-A7	CC9	FCN1_TAMs	7.07676561884303e-05
S20-7543-A7	CC9	Normal_epithelium	6.7511011577321e-05
S20-7543-A7	CC9	PVL	0.0074465135904109
S20-7543-A7	CC9	SPP1_TAMs	6.29876747559128e-05
S20-7543-A7	CC9	Tregs	0.00681121237597248
S20-7543-A7	CC9	Tumor_epithelium	0.847774865124622
S20-7543-A7	CC9	iCAF	6.35408733073575e-05
S20-7543-A7	CC9	mast_cells	0.000372343239631579
S20-7543-A7	CC9	myCAF	0.0719008162621989
S21_10041_B1	CC1	Bcell	0.337706413486339
S21_10041_B1	CC1	C1Q_TAMs	0.097235909181863
S21_10041_B1	CC1	CD4_conv	0.0342178368385229
S21_10041_B1	CC1	CD8_NK	0.000225782812731799
S21_10041_B1	CC1	Dendritic_cells	0.00561708598384435
S21_10041_B1	CC1	Endothelial	0.0591308691172404
S21_10041_B1	CC1	FCN1_TAMs	0.00210947336112458
S21_10041_B1	CC1	Normal_epithelium	0.0822079738939913
S21_10041_B1	CC1	PVL	0.00466104751852791
S21_10041_B1	CC1	SPP1_TAMs	0.000162716113974939
S21_10041_B1	CC1	Tregs	0.0146927676355069
S21_10041_B1	CC1	Tumor_epithelium	0.163240243089049
S21_10041_B1	CC1	iCAF	0.0449208915196538
S21_10041_B1	CC1	mast_cells	0.00418393459888646
S21_10041_B1	CC1	myCAF	0.054947631307497
S21_10041_B1	CC10	Bcell	0.031173606471031
S21_10041_B1	CC10	C1Q_TAMs	0.0591443406743975
S21_10041_B1	CC10	CD4_conv	0.0104785190129824
S21_10041_B1	CC10	CD8_NK	0.00155711517464409
S21_10041_B1	CC10	Dendritic_cells	0.0029434361347921
S21_10041_B1	CC10	Endothelial	0.0204118520264631
S21_10041_B1	CC10	FCN1_TAMs	7.34662004911715e-05
S21_10041_B1	CC10	Normal_epithelium	0.494154944512559
S21_10041_B1	CC10	PVL	0.000129917753729599
S21_10041_B1	CC10	SPP1_TAMs	4.08978399049942e-05
S21_10041_B1	CC10	Tregs	0.00809555250184667
S21_10041_B1	CC10	Tumor_epithelium	0.26171805002826
S21_10041_B1	CC10	iCAF	0.014884341811397
S21_10041_B1	CC10	mast_cells	0.00220489650361756
S21_10041_B1	CC10	myCAF	0.0148645382240149
S21_10041_B1	CC2	Bcell	0.0323030412132907
S21_10041_B1	CC2	C1Q_TAMs	0.0749790740856208
S21_10041_B1	CC2	CD4_conv	0.0294166105219239
S21_10041_B1	CC2	CD8_NK	0.00202183978563106
S21_10041_B1	CC2	Dendritic_cells	0.00650399928788371
S21_10041_B1	CC2	Endothelial	0.0871212619040335
S21_10041_B1	CC2	FCN1_TAMs	0.0241475316367107
S21_10041_B1	CC2	Normal_epithelium	0.0524204406789649
S21_10041_B1	CC2	PVL	0.0522884830027333
S21_10041_B1	CC2	SPP1_TAMs	0.000308615058488578
S21_10041_B1	CC2	Tregs	0.00541369455006148
S21_10041_B1	CC2	Tumor_epithelium	0.259691219039761
S21_10041_B1	CC2	iCAF	0.130890453910008
S21_10041_B1	CC2	mast_cells	0.00574203825262359
S21_10041_B1	CC2	myCAF	0.0868132856592067
S21_10041_B1	CC3	Bcell	0.00913721293924842
S21_10041_B1	CC3	C1Q_TAMs	0.200489323315299
S21_10041_B1	CC3	CD4_conv	0.10562941215445
S21_10041_B1	CC3	CD8_NK	0.0575283175866339
S21_10041_B1	CC3	Dendritic_cells	0.00790536761091285
S21_10041_B1	CC3	Endothelial	0.081350189837345
S21_10041_B1	CC3	FCN1_TAMs	0.189380342986919
S21_10041_B1	CC3	Normal_epithelium	0.000112442448869428
S21_10041_B1	CC3	PVL	0.0101266291774677
S21_10041_B1	CC3	SPP1_TAMs	0.000110968051600562
S21_10041_B1	CC3	Tregs	0.000627540280130457
S21_10041_B1	CC3	Tumor_epithelium	0.000115020193847173
S21_10041_B1	CC3	iCAF	0.15241203762854
S21_10041_B1	CC3	mast_cells	0.00210955543705579
S21_10041_B1	CC3	myCAF	0.00881039049254911
S21_10041_B1	CC4	Bcell	0.022016474101238
S21_10041_B1	CC4	C1Q_TAMs	0.0330797993297137
S21_10041_B1	CC4	CD4_conv	0.0222716649637582
S21_10041_B1	CC4	CD8_NK	0.000642742530701863
S21_10041_B1	CC4	Dendritic_cells	0.0115912781793738
S21_10041_B1	CC4	Endothelial	0.0291471380346463
S21_10041_B1	CC4	FCN1_TAMs	0.0104908852249011
S21_10041_B1	CC4	Normal_epithelium	0.134621725006083
S21_10041_B1	CC4	PVL	0.00207133513314004
S21_10041_B1	CC4	SPP1_TAMs	0.000156551886810646
S21_10041_B1	CC4	Tregs	0.00169677293830637
S21_10041_B1	CC4	Tumor_epithelium	0.62642404207416
S21_10041_B1	CC4	iCAF	0.0282180262564228
S21_10041_B1	CC4	mast_cells	0.00238207375483981
S21_10041_B1	CC4	myCAF	0.00727361639319714
S21_10041_B1	CC5	Bcell	0.100607577917489
S21_10041_B1	CC5	C1Q_TAMs	0.0539840404362094
S21_10041_B1	CC5	CD4_conv	0.0259493577964322
S21_10041_B1	CC5	CD8_NK	0.000557957948300925
S21_10041_B1	CC5	Dendritic_cells	0.00704600413800866
S21_10041_B1	CC5	Endothelial	0.0452071447183904
S21_10041_B1	CC5	FCN1_TAMs	0.00901784919959605
S21_10041_B1	CC5	Normal_epithelium	0.152230547735414
S21_10041_B1	CC5	PVL	0.00427922210675233
S21_10041_B1	CC5	SPP1_TAMs	0.000179064027804228
S21_10041_B1	CC5	Tregs	0.00669537476633813
S21_10041_B1	CC5	Tumor_epithelium	0.424466117042446
S21_10041_B1	CC5	iCAF	0.0489621171556438
S21_10041_B1	CC5	mast_cells	0.00423256556993338
S21_10041_B1	CC5	myCAF	0.0258335260993163
S21_10041_B1	CC6	Bcell	3.60980147131709e-05
S21_10041_B1	CC6	C1Q_TAMs	0.149252766910585
S21_10041_B1	CC6	CD4_conv	5.03960763063939e-05
S21_10041_B1	CC6	CD8_NK	0.000680492017056768
S21_10041_B1	CC6	Dendritic_cells	3.61464125531992e-05
S21_10041_B1	CC6	Endothelial	0.125499231514182
S21_10041_B1	CC6	FCN1_TAMs	0.0150716883595664
S21_10041_B1	CC6	Normal_epithelium	3.43769559774197e-05
S21_10041_B1	CC6	PVL	0.0716547475383185
S21_10041_B1	CC6	SPP1_TAMs	5.91736853883401e-05
S21_10041_B1	CC6	Tregs	3.81875810323006e-05
S21_10041_B1	CC6	Tumor_epithelium	3.5362793014774e-05
S21_10041_B1	CC6	iCAF	0.445546686160341
S21_10041_B1	CC6	mast_cells	0.00221179107065902
S21_10041_B1	CC6	myCAF	0.0238513440182458
S21_10041_B1	CC7	Bcell	6.55971119269788e-05
S21_10041_B1	CC7	C1Q_TAMs	0.0590248981597838
S21_10041_B1	CC7	CD4_conv	7.07341119796209e-05
S21_10041_B1	CC7	CD8_NK	7.16243585624113e-05
S21_10041_B1	CC7	Dendritic_cells	6.81504183084798e-05
S21_10041_B1	CC7	Endothelial	0.0651954680082843
S21_10041_B1	CC7	FCN1_TAMs	7.40487257554676e-05
S21_10041_B1	CC7	Normal_epithelium	6.62002659719235e-05
S21_10041_B1	CC7	PVL	0.521079969767693
S21_10041_B1	CC7	SPP1_TAMs	7.19493443481684e-05
S21_10041_B1	CC7	Tregs	6.83886231470805e-05
S21_10041_B1	CC7	Tumor_epithelium	6.64080240273676e-05
S21_10041_B1	CC7	iCAF	0.136798137956189
S21_10041_B1	CC7	mast_cells	0.000990261203188856
S21_10041_B1	CC7	myCAF	0.170163130462701
S21_10041_B1	CC8	Bcell	6.0794920015213e-05
S21_10041_B1	CC8	C1Q_TAMs	0.107726441691237
S21_10041_B1	CC8	CD4_conv	0.00718514715773987
S21_10041_B1	CC8	CD8_NK	0.00508414391987711
S21_10041_B1	CC8	Dendritic_cells	7.5594091726778e-05
S21_10041_B1	CC8	Endothelial	0.173541941328792
S21_10041_B1	CC8	FCN1_TAMs	0.026497943242548
S21_10041_B1	CC8	Normal_epithelium	5.67528042468684e-05
S21_10041_B1	CC8	PVL	0.165296396739008
S21_10041_B1	CC8	SPP1_TAMs	8.09429529080827e-05
S21_10041_B1	CC8	Tregs	7.84183088638292e-05
S21_10041_B1	CC8	Tumor_epithelium	5.83683174540209e-05
S21_10041_B1	CC8	iCAF	0.240456054273881
S21_10041_B1	CC8	mast_cells	0.00288032807081695
S21_10041_B1	CC8	myCAF	0.0635666532884461
S21_10041_B1	CC9	Bcell	8.29613493292059e-05
S21_10041_B1	CC9	C1Q_TAMs	0.0236930029453001
S21_10041_B1	CC9	CD4_conv	0.00831798267145951
S21_10041_B1	CC9	CD8_NK	0.00373512277286596
S21_10041_B1	CC9	Dendritic_cells	0.00664696228351141
S21_10041_B1	CC9	Endothelial	0.0119051757126055
S21_10041_B1	CC9	FCN1_TAMs	0.0124045395895337
S21_10041_B1	CC9	Normal_epithelium	0.0731554597641598
S21_10041_B1	CC9	PVL	0.00167297253110571
S21_10041_B1	CC9	SPP1_TAMs	6.02891489254134e-05
S21_10041_B1	CC9	Tregs	6.03377995606941e-05
S21_10041_B1	CC9	Tumor_epithelium	0.810299745730348
S21_10041_B1	CC9	iCAF	0.0118474030814437
S21_10041_B1	CC9	mast_cells	6.25482453024126e-05
S21_10041_B1	CC9	myCAF	0.0100822280966407
S21_10041_B6	CC1	Bcell	0.364137284764562
S21_10041_B6	CC1	C1Q_TAMs	0.0845576829134827
S21_10041_B6	CC1	CD4_conv	0.1421573836952
S21_10041_B6	CC1	CD8_NK	0.00503149655517829
S21_10041_B6	CC1	Dendritic_cells	0.00728954859398465
S21_10041_B6	CC1	Endothelial	0.0548966924357212
S21_10041_B6	CC1	FCN1_TAMs	0.00395676678728572
S21_10041_B6	CC1	Normal_epithelium	8.6579794111666e-05
S21_10041_B6	CC1	PVL	0.00886223047415893
S21_10041_B6	CC1	SPP1_TAMs	7.19623532874405e-05
S21_10041_B6	CC1	Tregs	9.36244971346656e-05
S21_10041_B6	CC1	Tumor_epithelium	0.0193213242323153
S21_10041_B6	CC1	iCAF	0.0745553247750955
S21_10041_B6	CC1	mast_cells	0.00203426959448425
S21_10041_B6	CC1	myCAF	0.0948260927665244
S21_10041_B6	CC10	Bcell	0.0557850492788661
S21_10041_B6	CC10	C1Q_TAMs	0.0460659386660305
S21_10041_B6	CC10	CD4_conv	9.03090581763676e-05
S21_10041_B6	CC10	CD8_NK	0.00601354221311894
S21_10041_B6	CC10	Dendritic_cells	0.000321791946201751
S21_10041_B6	CC10	Endothelial	0.0283167361486798
S21_10041_B6	CC10	FCN1_TAMs	0.00557497358030597
S21_10041_B6	CC10	Normal_epithelium	0.504630446043318
S21_10041_B6	CC10	PVL	0.000439320221434653
S21_10041_B6	CC10	SPP1_TAMs	8.42064072574417e-05
S21_10041_B6	CC10	Tregs	0.0100819653937913
S21_10041_B6	CC10	Tumor_epithelium	0.181248207895175
S21_10041_B6	CC10	iCAF	0.00118816609334188
S21_10041_B6	CC10	mast_cells	0.000257281644057146
S21_10041_B6	CC10	myCAF	0.047380603776936
S21_10041_B6	CC2	Bcell	8.72922048442102e-05
S21_10041_B6	CC2	C1Q_TAMs	0.0842368783328762
S21_10041_B6	CC2	CD4_conv	0.00408522279421321
S21_10041_B6	CC2	CD8_NK	0.000127658839631927
S21_10041_B6	CC2	Dendritic_cells	0.00363037317323114
S21_10041_B6	CC2	Endothelial	0.0738227564464266
S21_10041_B6	CC2	FCN1_TAMs	0.000120128977533401
S21_10041_B6	CC2	Normal_epithelium	8.33509528012524e-05
S21_10041_B6	CC2	PVL	0.0742991921347115
S21_10041_B6	CC2	SPP1_TAMs	8.53730483362976e-05
S21_10041_B6	CC2	Tregs	0.0119200448043261
S21_10041_B6	CC2	Tumor_epithelium	0.226646380963189
S21_10041_B6	CC2	iCAF	0.0435189531169221
S21_10041_B6	CC2	mast_cells	0.00207266702805145
S21_10041_B6	CC2	myCAF	0.391473045687087
S21_10041_B6	CC3	Bcell	0.0045049947414618
S21_10041_B6	CC3	C1Q_TAMs	0.318627721276624
S21_10041_B6	CC3	CD4_conv	0.0405474229801628
S21_10041_B6	CC3	CD8_NK	5.19229139648091e-05
S21_10041_B6	CC3	Dendritic_cells	0.0109340934253282
S21_10041_B6	CC3	Endothelial	0.0423654751307336
S21_10041_B6	CC3	FCN1_TAMs	5.19229139725239e-05
S21_10041_B6	CC3	Normal_epithelium	5.19229139725223e-05
S21_10041_B6	CC3	PVL	0.0481187103524519
S21_10041_B6	CC3	SPP1_TAMs	0.0395575095069809
S21_10041_B6	CC3	Tregs	0.00640382581356004
S21_10041_B6	CC3	Tumor_epithelium	0.0590343164392698
S21_10041_B6	CC3	iCAF	0.00310062454103689
S21_10041_B6	CC3	mast_cells	0.00250036039306498
S21_10041_B6	CC3	myCAF	0.388921464926304
S21_10041_B6	CC4	Bcell	0.00665311183016872
