Genes	Subtype
Csrp2	eCAF:Raghu_Kalluri
Fabp4	eCAF:Raghu_Kalluri
Rpsa	eCAF:Raghu_Kalluri
Sugct	eCAF:Raghu_Kalluri
Csrnp1	eCAF:Raghu_Kalluri
Ier3	eCAF:Raghu_Kalluri
Lgmn	eCAF:Raghu_Kalluri
Ccdc80	eCAF:Raghu_Kalluri
Hspb2	eCAF:Raghu_Kalluri
Krt19	eCAF:Raghu_Kalluri
Rps8	eCAF:Raghu_Kalluri
Eef1B2	eCAF:Raghu_Kalluri
Gm8797	eCAF:Raghu_Kalluri
Bst1	eCAF:Raghu_Kalluri
Nkd1	eCAF:Raghu_Kalluri
Rack1	eCAF:Raghu_Kalluri
Rpl7	eCAF:Raghu_Kalluri
Hsp90Ab1	eCAF:Raghu_Kalluri
Ncoa4	eCAF:Raghu_Kalluri
Nfkbia	eCAF:Raghu_Kalluri
Cxcl16	eCAF:Raghu_Kalluri
Mif	eCAF:Raghu_Kalluri
Id3	eCAF:Raghu_Kalluri
Rps20	eCAF:Raghu_Kalluri
Rps10	eCAF:Raghu_Kalluri
Rps17	eCAF:Raghu_Kalluri
Arhgef12	eCAF:Raghu_Kalluri
Npm1	eCAF:Raghu_Kalluri
Tmem176B	eCAF:Raghu_Kalluri
Rps12	eCAF:Raghu_Kalluri
Chchd2	eCAF:Raghu_Kalluri
Fam213A	eCAF:Raghu_Kalluri
S100A4	eCAF:Raghu_Kalluri
Rbm3	eCAF:Raghu_Kalluri
Adamts9	eCAF:Raghu_Kalluri
Por	eCAF:Raghu_Kalluri
Cstb	eCAF:Raghu_Kalluri
Hsp90Aa1	eCAF:Raghu_Kalluri
Ctxn1	eCAF:Raghu_Kalluri
Rplp2	eCAF:Raghu_Kalluri
Eef1A1	eCAF:Raghu_Kalluri
Rplp0	eCAF:Raghu_Kalluri
Flrt2	eCAF:Raghu_Kalluri
Tpt1	eCAF:Raghu_Kalluri
Tpm2	eCAF:Raghu_Kalluri
Ap2S1	eCAF:Raghu_Kalluri
Rps14	eCAF:Raghu_Kalluri
Fam162A	eCAF:Raghu_Kalluri
Gstp1	eCAF:Raghu_Kalluri
Rpl5	eCAF:Raghu_Kalluri
Rps16	eCAF:Raghu_Kalluri
Rpl28	eCAF:Raghu_Kalluri
Mgp	eCAF:Raghu_Kalluri
Pkm	eCAF:Raghu_Kalluri
Gm20186	eCAF:Raghu_Kalluri
Gata6	eCAF:Raghu_Kalluri
Rpl19	eCAF:Raghu_Kalluri
Lcn2	eCAF:Raghu_Kalluri
Rplp1	eCAF:Raghu_Kalluri
Ctla2A	eCAF:Raghu_Kalluri
Rbpms	eCAF:Raghu_Kalluri
Rpl10A	eCAF:Raghu_Kalluri
P3H4	eCAF:Raghu_Kalluri
Spcs1	eCAF:Raghu_Kalluri
Eno1	eCAF:Raghu_Kalluri
Ncl	eCAF:Raghu_Kalluri
Ldha	eCAF:Raghu_Kalluri
Cp	eCAF:Raghu_Kalluri
Eif4A1	eCAF:Raghu_Kalluri
Nr4A3	eCAF:Raghu_Kalluri
Tmem176A	eCAF:Raghu_Kalluri
Wt1	eCAF:Raghu_Kalluri
Rpap3	eCAF:Raghu_Kalluri
Cox5A	eCAF:Raghu_Kalluri
Mgst1	eCAF:Raghu_Kalluri
Rpl18	eCAF:Raghu_Kalluri
Mdh2	eCAF:Raghu_Kalluri
Tubb2A	eCAF:Raghu_Kalluri
Btf3	eCAF:Raghu_Kalluri
Gpi1	eCAF:Raghu_Kalluri
Wnt4	eCAF:Raghu_Kalluri
Eif3M	eCAF:Raghu_Kalluri
Nectin2	eCAF:Raghu_Kalluri
Pgam1	eCAF:Raghu_Kalluri
Pgk1	eCAF:Raghu_Kalluri
Rpl32	eCAF:Raghu_Kalluri
Cd63	eCAF:Raghu_Kalluri
Rpl24	eCAF:Raghu_Kalluri
Cxcl1	eCAF:Raghu_Kalluri
Aldoa	eCAF:Raghu_Kalluri
Cald1	eCAF:Raghu_Kalluri
Ubc	eCAF:Raghu_Kalluri
S100A1	eCAF:Raghu_Kalluri
Timp3	eCAF:Raghu_Kalluri
Cd151	eCAF:Raghu_Kalluri
Iah1	eCAF:Raghu_Kalluri
Psma4	eCAF:Raghu_Kalluri
Osr1	eCAF:Raghu_Kalluri
Sf3B1	eCAF:Raghu_Kalluri
Slc25A3	eCAF:Raghu_Kalluri
Idh2	eCAF:Raghu_Kalluri
Rps27A	eCAF:Raghu_Kalluri
Rpl23A	eCAF:Raghu_Kalluri
Cavin2	eCAF:Raghu_Kalluri
Psma6	eCAF:Raghu_Kalluri
Dab2	eCAF:Raghu_Kalluri
Timp1	eCAF:Raghu_Kalluri
Mrfap1	eCAF:Raghu_Kalluri
Nfkbiz	eCAF:Raghu_Kalluri
Gm10076	eCAF:Raghu_Kalluri
Neat1	eCAF:Raghu_Kalluri
Rpl17	eCAF:Raghu_Kalluri
Btg2	eCAF:Raghu_Kalluri
Rps13	eCAF:Raghu_Kalluri
Zfp36	eCAF:Raghu_Kalluri
Nfkb1	eCAF:Raghu_Kalluri
Hmox1	eCAF:Raghu_Kalluri
Oasl2	eCAF:Raghu_Kalluri
Rps3	eCAF:Raghu_Kalluri
Mt2	eCAF:Raghu_Kalluri
Eif3C	eCAF:Raghu_Kalluri
Tomm20	eCAF:Raghu_Kalluri
Slc3A2	eCAF:Raghu_Kalluri
Cryab	eCAF:Raghu_Kalluri
Serpine1	eCAF:Raghu_Kalluri
Npc2	eCAF:Raghu_Kalluri
Rab11A	eCAF:Raghu_Kalluri
Ccl7	eCAF:Raghu_Kalluri
Ndufs4	eCAF:Raghu_Kalluri
Psma2	eCAF:Raghu_Kalluri
Psma7	eCAF:Raghu_Kalluri
Galk1	eCAF:Raghu_Kalluri
Slc25A5	eCAF:Raghu_Kalluri
Sparc	eCAF:Raghu_Kalluri
Prdx2	eCAF:Raghu_Kalluri
Procr	eCAF:Raghu_Kalluri
Camk1	eCAF:Raghu_Kalluri
Trib1	eCAF:Raghu_Kalluri
Eny2	eCAF:Raghu_Kalluri
Dbi	eCAF:Raghu_Kalluri
Ptma	eCAF:Raghu_Kalluri
Rps7	eCAF:Raghu_Kalluri
Rbp1	eCAF:Raghu_Kalluri
Iscu	eCAF:Raghu_Kalluri
Klf9	eCAF:Raghu_Kalluri
Rpl15	eCAF:Raghu_Kalluri
Rpl21	eCAF:Raghu_Kalluri
Nr4A1	eCAF:Raghu_Kalluri
Ifrd1	eCAF:Raghu_Kalluri
Psmb2	eCAF:Raghu_Kalluri
Cnih4	eCAF:Raghu_Kalluri
Tubb4B	eCAF:Raghu_Kalluri
Rpl30	eCAF:Raghu_Kalluri
Psmb4	eCAF:Raghu_Kalluri
Dusp1	eCAF:Raghu_Kalluri
Ssb	eCAF:Raghu_Kalluri
Lgals3	eCAF:Raghu_Kalluri
Fau	eCAF:Raghu_Kalluri
Tbrg1	eCAF:Raghu_Kalluri
Aldh1A1	eCAF:Raghu_Kalluri
Rpl7A	eCAF:Raghu_Kalluri
Ildr2	eCAF:Raghu_Kalluri
Ndufa4	eCAF:Raghu_Kalluri
Cdk4	eCAF:Raghu_Kalluri
Fkbp11	eCAF:Raghu_Kalluri
Ndufa4L2	eCAF:Raghu_Kalluri
Rps24	eCAF:Raghu_Kalluri
Emp3	eCAF:Raghu_Kalluri
Klf6	eCAF:Raghu_Kalluri
Ptgs2	eCAF:Raghu_Kalluri
Klf2	eCAF:Raghu_Kalluri
Atf3	eCAF:Raghu_Kalluri
Apoe	eCAF:Raghu_Kalluri
Ifitm3	eCAF:Raghu_Kalluri
Tagln2	eCAF:Raghu_Kalluri
Mdk	eCAF:Raghu_Kalluri
Txn1	eCAF:Raghu_Kalluri
Psma3	eCAF:Raghu_Kalluri
Ssr4	eCAF:Raghu_Kalluri
Nme1	eCAF:Raghu_Kalluri
1810058I24Rik	eCAF:Raghu_Kalluri
Hoxa5	eCAF:Raghu_Kalluri
Clic1	eCAF:Raghu_Kalluri
Ptger3	eCAF:Raghu_Kalluri
Ssr2	eCAF:Raghu_Kalluri
Nfe2L2	eCAF:Raghu_Kalluri
Mt1	eCAF:Raghu_Kalluri
H2-Ab1	eCAF:Raghu_Kalluri
Ppia	eCAF:Raghu_Kalluri
Ifitm2	eCAF:Raghu_Kalluri
Gpx4	eCAF:Raghu_Kalluri
Slc25A4	eCAF:Raghu_Kalluri
Crtap	eCAF:Raghu_Kalluri
Zfand5	eCAF:Raghu_Kalluri
Laptm4B	eCAF:Raghu_Kalluri
Il6	eCAF:Raghu_Kalluri
Vcam1	eCAF:Raghu_Kalluri
Sqstm1	eCAF:Raghu_Kalluri
Anxa1	eCAF:Raghu_Kalluri
Penk	eCAF:Raghu_Kalluri
Hist1H2Bc	eCAF:Raghu_Kalluri
H2-K1	eCAF:Raghu_Kalluri
Higd1A	eCAF:Raghu_Kalluri
Plat	eCAF:Raghu_Kalluri
Cd74	eCAF:Raghu_Kalluri
Actg1	eCAF:Raghu_Kalluri
H2Afz	eCAF:Raghu_Kalluri
Mbd1	eCAF:Raghu_Kalluri
Rasl11A	eCAF:Raghu_Kalluri
Anxa2	eCAF:Raghu_Kalluri
Nupr1	eCAF:Raghu_Kalluri
Tm4Sf1	eCAF:Raghu_Kalluri
H2-D1	eCAF:Raghu_Kalluri
Gm10260	dCAF:Raghu_Kalluri
Gm11361	dCAF:Raghu_Kalluri
Gpnmb	dCAF:Raghu_Kalluri
Lrg1	dCAF:Raghu_Kalluri
Cxcl13	dCAF:Raghu_Kalluri
Cxcl12	dCAF:Raghu_Kalluri
Apoe	dCAF:Raghu_Kalluri
Adh1	dCAF:Raghu_Kalluri
Lcn2	dCAF:Raghu_Kalluri
Mt2	dCAF:Raghu_Kalluri
Mt1	dCAF:Raghu_Kalluri
Ctsl	dCAF:Raghu_Kalluri
Serpina3N	dCAF:Raghu_Kalluri
Dcn	dCAF:Raghu_Kalluri
Crispld2	dCAF:Raghu_Kalluri
Mmp3	dCAF:Raghu_Kalluri
H2-D1	dCAF:Raghu_Kalluri
Ctla2A	dCAF:Raghu_Kalluri
Rps20	dCAF:Raghu_Kalluri
Fmo2	dCAF:Raghu_Kalluri
Lgals3	dCAF:Raghu_Kalluri
Lgmn	dCAF:Raghu_Kalluri
Fabp4	dCAF:Raghu_Kalluri
Cst3	dCAF:Raghu_Kalluri
Tpt1	dCAF:Raghu_Kalluri
Rnase4	dCAF:Raghu_Kalluri
Aebp1	dCAF:Raghu_Kalluri
Fbln1	dCAF:Raghu_Kalluri
Nfkbia	dCAF:Raghu_Kalluri
Rplp1	dCAF:Raghu_Kalluri
Mfap2	dCAF:Raghu_Kalluri
Rps8	dCAF:Raghu_Kalluri
Rpl23	dCAF:Raghu_Kalluri
Cd63	dCAF:Raghu_Kalluri
Mgp	dCAF:Raghu_Kalluri
Rps12	dCAF:Raghu_Kalluri
Serpinf1	dCAF:Raghu_Kalluri
Rpl12	dCAF:Raghu_Kalluri
Ifitm2	dCAF:Raghu_Kalluri
Sparcl1	dCAF:Raghu_Kalluri
Zfp36	dCAF:Raghu_Kalluri
Pla1A	dCAF:Raghu_Kalluri
Ifitm1	dCAF:Raghu_Kalluri
Htra3	dCAF:Raghu_Kalluri
Ifi207	dCAF:Raghu_Kalluri
Mfap4	dCAF:Raghu_Kalluri
Rps10	dCAF:Raghu_Kalluri
Gm10076	dCAF:Raghu_Kalluri
Dpep1	dCAF:Raghu_Kalluri
Chchd2	dCAF:Raghu_Kalluri
Rpl30	dCAF:Raghu_Kalluri
Osr1	dCAF:Raghu_Kalluri
Rps17	dCAF:Raghu_Kalluri
Rpl5	dCAF:Raghu_Kalluri
Mgst1	dCAF:Raghu_Kalluri
Srgn	dCAF:Raghu_Kalluri
Ctsk	dCAF:Raghu_Kalluri
Mmp2	dCAF:Raghu_Kalluri
Tmem176B	dCAF:Raghu_Kalluri
Rbm3	dCAF:Raghu_Kalluri
Rack1	dCAF:Raghu_Kalluri
Id3	dCAF:Raghu_Kalluri
Cyb5A	dCAF:Raghu_Kalluri
Serping1	dCAF:Raghu_Kalluri
Kng2	dCAF:Raghu_Kalluri
Tnfaip6	dCAF:Raghu_Kalluri
Gas1	dCAF:Raghu_Kalluri
Ppib	dCAF:Raghu_Kalluri
Arl4A	dCAF:Raghu_Kalluri
Plpp1	dCAF:Raghu_Kalluri
Has1	dCAF:Raghu_Kalluri
Prdx4	dCAF:Raghu_Kalluri
Jun	dCAF:Raghu_Kalluri
Ssr4	dCAF:Raghu_Kalluri
Selenop	dCAF:Raghu_Kalluri
Cpxm1	dCAF:Raghu_Kalluri
Plpp3	dCAF:Raghu_Kalluri
Rarres2	dCAF:Raghu_Kalluri
Lbp	dCAF:Raghu_Kalluri
Tmem176A	dCAF:Raghu_Kalluri
Sparc	dCAF:Raghu_Kalluri
Vegfd	dCAF:Raghu_Kalluri
Dusp1	dCAF:Raghu_Kalluri
Eln	dCAF:Raghu_Kalluri
Lum	dCAF:Raghu_Kalluri
Cebpd	dCAF:Raghu_Kalluri
Ptx3	dCAF:Raghu_Kalluri
Ly6C1	dCAF:Raghu_Kalluri
Cxcl1	dCAF:Raghu_Kalluri
C3	dCAF:Raghu_Kalluri
Hp	dCAF:Raghu_Kalluri
Upk3B	fCAF:Raghu_Kalluri
Krt19	fCAF:Raghu_Kalluri
Msln	fCAF:Raghu_Kalluri
Nkain4	fCAF:Raghu_Kalluri
Lgals7	fCAF:Raghu_Kalluri
H2-Eb1	fCAF:Raghu_Kalluri
Gpm6A	fCAF:Raghu_Kalluri
Krt18	fCAF:Raghu_Kalluri
Krt7	fCAF:Raghu_Kalluri
Slc9A3R1	fCAF:Raghu_Kalluri
Upk1B	fCAF:Raghu_Kalluri
Krt8	fCAF:Raghu_Kalluri
Bst1	fCAF:Raghu_Kalluri
Fxyd3	fCAF:Raghu_Kalluri
Lrrn4	fCAF:Raghu_Kalluri
Spint2	fCAF:Raghu_Kalluri
Pkhd1L1	fCAF:Raghu_Kalluri
Lgals2	fCAF:Raghu_Kalluri
Esam	fCAF:Raghu_Kalluri
Lsr	fCAF:Raghu_Kalluri
Muc16	fCAF:Raghu_Kalluri
Tmem151A	fCAF:Raghu_Kalluri
Bcam	fCAF:Raghu_Kalluri
Cracr2B	fCAF:Raghu_Kalluri
Crym	fCAF:Raghu_Kalluri
Ezr	fCAF:Raghu_Kalluri
Fgf1	fCAF:Raghu_Kalluri
Cav1	fCAF:Raghu_Kalluri
St3Gal6	fCAF:Raghu_Kalluri
Cldn15	fCAF:Raghu_Kalluri
H2-Ab1	fCAF:Raghu_Kalluri
Igfbp5	fCAF:Raghu_Kalluri
Cobll1	fCAF:Raghu_Kalluri
Cxadr	fCAF:Raghu_Kalluri
Cd74	fCAF:Raghu_Kalluri
Slc39A8	fCAF:Raghu_Kalluri
Slpi	fCAF:Raghu_Kalluri
H2-Aa	fCAF:Raghu_Kalluri
Serpinb6B	fCAF:Raghu_Kalluri
Ano1	fCAF:Raghu_Kalluri
Gsta4	fCAF:Raghu_Kalluri
Frmd4B	fCAF:Raghu_Kalluri
Bace2	fCAF:Raghu_Kalluri
Anxa8	fCAF:Raghu_Kalluri
Gjb5	fCAF:Raghu_Kalluri
Cldn10	fCAF:Raghu_Kalluri
H2-Dma	fCAF:Raghu_Kalluri
Thsd4	fCAF:Raghu_Kalluri
F11R	fCAF:Raghu_Kalluri
Arhgdib	fCAF:Raghu_Kalluri
Rspo1	fCAF:Raghu_Kalluri
Gcnt2	fCAF:Raghu_Kalluri
Fam180A	fCAF:Raghu_Kalluri
Clu	fCAF:Raghu_Kalluri
Kdr	fCAF:Raghu_Kalluri
Wfdc1	fCAF:Raghu_Kalluri
Apol9A	fCAF:Raghu_Kalluri
Ncoa4	fCAF:Raghu_Kalluri
Slc16A1	fCAF:Raghu_Kalluri
Trem2	fCAF:Raghu_Kalluri
Cd82	fCAF:Raghu_Kalluri
Enpp2	fCAF:Raghu_Kalluri
Bicd1	fCAF:Raghu_Kalluri
Igfbp6	fCAF:Raghu_Kalluri
Gbp2	fCAF:Raghu_Kalluri
Crip1	fCAF:Raghu_Kalluri
Cavin2	fCAF:Raghu_Kalluri
Hspb1	fCAF:Raghu_Kalluri
Rpp25	fCAF:Raghu_Kalluri
Trf	fCAF:Raghu_Kalluri
Mpzl2	fCAF:Raghu_Kalluri
Il18	fCAF:Raghu_Kalluri
Cystm1	fCAF:Raghu_Kalluri
Id1	fCAF:Raghu_Kalluri
Alad	fCAF:Raghu_Kalluri
Myrf	fCAF:Raghu_Kalluri
Crim1	fCAF:Raghu_Kalluri
H2-Dmb1	fCAF:Raghu_Kalluri
Gas1	fCAF:Raghu_Kalluri
Tmem98	fCAF:Raghu_Kalluri
Fabp5	fCAF:Raghu_Kalluri
Cd151	fCAF:Raghu_Kalluri
Atg3	fCAF:Raghu_Kalluri
Laptm4A	fCAF:Raghu_Kalluri
Tsc22D1	fCAF:Raghu_Kalluri
Tgm2	fCAF:Raghu_Kalluri
Rpap3	fCAF:Raghu_Kalluri
Rarres2	fCAF:Raghu_Kalluri
Tm4Sf1	fCAF:Raghu_Kalluri
Serpinb1A	fCAF:Raghu_Kalluri
C2	fCAF:Raghu_Kalluri
Ptgis	fCAF:Raghu_Kalluri
Stmn1	fCAF:Raghu_Kalluri
Hist1H2Bc	fCAF:Raghu_Kalluri
Atp1B1	fCAF:Raghu_Kalluri
Iscu	fCAF:Raghu_Kalluri
Csrp2	fCAF:Raghu_Kalluri
Morn2	fCAF:Raghu_Kalluri
Hacd4	fCAF:Raghu_Kalluri
Cd200	fCAF:Raghu_Kalluri
Vamp8	fCAF:Raghu_Kalluri
Ifitm3	fCAF:Raghu_Kalluri
Cpe	fCAF:Raghu_Kalluri
Tmem255A	fCAF:Raghu_Kalluri
Psmb9	fCAF:Raghu_Kalluri
Tmem119	fCAF:Raghu_Kalluri
Smpd3	fCAF:Raghu_Kalluri
Gas6	fCAF:Raghu_Kalluri
Cfb	fCAF:Raghu_Kalluri
Ldhb	fCAF:Raghu_Kalluri
Cd81	fCAF:Raghu_Kalluri
H2-D1	fCAF:Raghu_Kalluri
Dbi	fCAF:Raghu_Kalluri
Cryab	fCAF:Raghu_Kalluri
Dmkn	fCAF:Raghu_Kalluri
Psme1	fCAF:Raghu_Kalluri
H2-K1	fCAF:Raghu_Kalluri
Gm12840	fCAF:Raghu_Kalluri
Tmsb4X	fCAF:Raghu_Kalluri
Sdc4	fCAF:Raghu_Kalluri
Podn	fCAF:Raghu_Kalluri
P3H4	fCAF:Raghu_Kalluri
Ninj1	fCAF:Raghu_Kalluri
Cdc42Ep3	fCAF:Raghu_Kalluri
Gcsh	fCAF:Raghu_Kalluri
Lgals3	fCAF:Raghu_Kalluri
Tspo	fCAF:Raghu_Kalluri
Tmem176B	fCAF:Raghu_Kalluri
Gm20186	fCAF:Raghu_Kalluri
Sema5A	fCAF:Raghu_Kalluri
Bsg	fCAF:Raghu_Kalluri
Hs3St1	fCAF:Raghu_Kalluri
B2M	fCAF:Raghu_Kalluri
Tst	fCAF:Raghu_Kalluri
Creg1	fCAF:Raghu_Kalluri
Barx1	fCAF:Raghu_Kalluri
Ly6E	fCAF:Raghu_Kalluri
Wt1	fCAF:Raghu_Kalluri
Lgals1	fCAF:Raghu_Kalluri
Arl4D	fCAF:Raghu_Kalluri
Cst3	fCAF:Raghu_Kalluri
Isyna1	fCAF:Raghu_Kalluri
Psmb8	fCAF:Raghu_Kalluri
Gabarapl1	fCAF:Raghu_Kalluri
Tns3	fCAF:Raghu_Kalluri
Card19	fCAF:Raghu_Kalluri
Dync1I2	fCAF:Raghu_Kalluri
Gata6	fCAF:Raghu_Kalluri
Tapbp	fCAF:Raghu_Kalluri
Rabac1	fCAF:Raghu_Kalluri
Pigyl	fCAF:Raghu_Kalluri
Arhgap29	fCAF:Raghu_Kalluri
Calm2	fCAF:Raghu_Kalluri
Skap2	fCAF:Raghu_Kalluri
C3	fCAF:Raghu_Kalluri
Slc48A1	fCAF:Raghu_Kalluri
Dctn6	fCAF:Raghu_Kalluri
Emp3	fCAF:Raghu_Kalluri
Psme2	fCAF:Raghu_Kalluri
Psip1	fCAF:Raghu_Kalluri
Cd2Ap	fCAF:Raghu_Kalluri
H2-T23	fCAF:Raghu_Kalluri
Aprt	fCAF:Raghu_Kalluri
Tubb2A	fCAF:Raghu_Kalluri
Psmb10	fCAF:Raghu_Kalluri
Dab2	fCAF:Raghu_Kalluri
Osr1	fCAF:Raghu_Kalluri
Plpp1	fCAF:Raghu_Kalluri
Ptma	fCAF:Raghu_Kalluri
Ifi27	fCAF:Raghu_Kalluri
Arl6Ip5	fCAF:Raghu_Kalluri
Zfand6	fCAF:Raghu_Kalluri
Anxa2	fCAF:Raghu_Kalluri
Ubb	fCAF:Raghu_Kalluri
Ube2L6	fCAF:Raghu_Kalluri
Aw112010	fCAF:Raghu_Kalluri
Rnaset2A	fCAF:Raghu_Kalluri
Myl6	fCAF:Raghu_Kalluri
Capns1	fCAF:Raghu_Kalluri
Crip2	fCAF:Raghu_Kalluri
Zfyve21	fCAF:Raghu_Kalluri
Bri3	fCAF:Raghu_Kalluri
Tmem176A	fCAF:Raghu_Kalluri
Ech1	fCAF:Raghu_Kalluri
Aldoa	fCAF:Raghu_Kalluri
Smim1	fCAF:Raghu_Kalluri
Flrt2	fCAF:Raghu_Kalluri
Dbp	fCAF:Raghu_Kalluri
Plp2	fCAF:Raghu_Kalluri
Fis1	fCAF:Raghu_Kalluri
Hcfc1R1	fCAF:Raghu_Kalluri
Apoe	fCAF:Raghu_Kalluri
Mgst1	fCAF:Raghu_Kalluri
Mdh1	fCAF:Raghu_Kalluri
Park7	fCAF:Raghu_Kalluri
S100A10	fCAF:Raghu_Kalluri
Tubb4B	fCAF:Raghu_Kalluri
Nbl1	fCAF:Raghu_Kalluri
Ndufa4	fCAF:Raghu_Kalluri
Malat1	fCAF:Raghu_Kalluri
Ankrd12	fCAF:Raghu_Kalluri
Cyb5R3	fCAF:Raghu_Kalluri
Gstt1	fCAF:Raghu_Kalluri
Rbpms	fCAF:Raghu_Kalluri
Hspa8	fCAF:Raghu_Kalluri
Uqcr11	fCAF:Raghu_Kalluri
Ifnar2	fCAF:Raghu_Kalluri
Actg1	fCAF:Raghu_Kalluri
Anapc13	fCAF:Raghu_Kalluri
Skp1A	fCAF:Raghu_Kalluri
Acaa2	fCAF:Raghu_Kalluri
Clic4	fCAF:Raghu_Kalluri
Tecr	fCAF:Raghu_Kalluri
Myl12A	fCAF:Raghu_Kalluri
Ecm1	fCAF:Raghu_Kalluri
Prr13	fCAF:Raghu_Kalluri
Id3	fCAF:Raghu_Kalluri
Vdac1	fCAF:Raghu_Kalluri
Cavin3	fCAF:Raghu_Kalluri
Fmo2	fCAF:Raghu_Kalluri
Cavin1	fCAF:Raghu_Kalluri
C1Rb	fCAF:Raghu_Kalluri
Gpx1	fCAF:Raghu_Kalluri
Myl12B	fCAF:Raghu_Kalluri
Atpif1	fCAF:Raghu_Kalluri
Raly	fCAF:Raghu_Kalluri
Laptm4B	fCAF:Raghu_Kalluri
Cetn3	fCAF:Raghu_Kalluri
Ubl5	fCAF:Raghu_Kalluri
Bst2	fCAF:Raghu_Kalluri
Tuba1B	fCAF:Raghu_Kalluri
C1Ra	fCAF:Raghu_Kalluri
Prss23	fCAF:Raghu_Kalluri
S100A6	fCAF:Raghu_Kalluri
Efemp1	fCAF:Raghu_Kalluri
Gstm1	fCAF:Raghu_Kalluri
Clec3B	fCAF:Raghu_Kalluri
Nupr1	fCAF:Raghu_Kalluri
Atf3	fCAF:Raghu_Kalluri
Sfrp1	cCAF1:Raghu_Kalluri
Serpina3N	cCAF1:Raghu_Kalluri
Chl1	cCAF1:Raghu_Kalluri
Mmp2	cCAF1:Raghu_Kalluri
Igfbp4	cCAF1:Raghu_Kalluri
C4B	cCAF1:Raghu_Kalluri
Abi3Bp	cCAF1:Raghu_Kalluri
Igf1	cCAF1:Raghu_Kalluri
Lrp1	cCAF1:Raghu_Kalluri
Smoc2	cCAF1:Raghu_Kalluri
Dpt	cCAF1:Raghu_Kalluri
C3	cCAF1:Raghu_Kalluri
Bicc1	cCAF1:Raghu_Kalluri
Ifitm1	cCAF1:Raghu_Kalluri
Cygb	cCAF1:Raghu_Kalluri
G0S2	cCAF1:Raghu_Kalluri
Adamts2	cCAF1:Raghu_Kalluri
Fth1	cCAF1:Raghu_Kalluri
Lgi2	cCAF1:Raghu_Kalluri
Tmem100	cCAF1:Raghu_Kalluri
Gpx3	cCAF1:Raghu_Kalluri
Wisp2	cCAF1:Raghu_Kalluri
Slit3	cCAF1:Raghu_Kalluri
Dcn	cCAF1:Raghu_Kalluri
Htra3	cCAF1:Raghu_Kalluri
Scara5	cCAF1:Raghu_Kalluri
Tshz2	cCAF1:Raghu_Kalluri
Selenop	cCAF1:Raghu_Kalluri
Rnase4	cCAF1:Raghu_Kalluri
Ly6A	cCAF1:Raghu_Kalluri
Tgfbr2	cCAF1:Raghu_Kalluri
Ccl11	cCAF1:Raghu_Kalluri
Apoe	cCAF1:Raghu_Kalluri
Rgs2	cCAF1:Raghu_Kalluri
Pi16	cCAF1:Raghu_Kalluri
Fbln1	cCAF1:Raghu_Kalluri
Dpep1	cCAF1:Raghu_Kalluri
Eln	cCAF1:Raghu_Kalluri
Gm13889	cCAF1:Raghu_Kalluri
Lgmn	cCAF1:Raghu_Kalluri
Nrp1	cCAF1:Raghu_Kalluri
Nfasc	cCAF1:Raghu_Kalluri
Entpd2	cCAF1:Raghu_Kalluri
Kcnj8	cCAF1:Raghu_Kalluri
Cyp1B1	cCAF1:Raghu_Kalluri
Gas6	cCAF1:Raghu_Kalluri
Ramp2	cCAF1:Raghu_Kalluri
Man2A1	cCAF1:Raghu_Kalluri
C1S1	cCAF1:Raghu_Kalluri
Pdgfra	cCAF1:Raghu_Kalluri
A2M	cCAF1:Raghu_Kalluri
Hp	cCAF1:Raghu_Kalluri
Gdf10	cCAF1:Raghu_Kalluri
Cilp	cCAF1:Raghu_Kalluri
Traf3Ip3	cCAF1:Raghu_Kalluri
Lbp	cCAF1:Raghu_Kalluri
Col4A2	cCAF1:Raghu_Kalluri
Cebpb	cCAF1:Raghu_Kalluri
Fetub	cCAF1:Raghu_Kalluri
Adamts15	cCAF1:Raghu_Kalluri
Gda	cCAF1:Raghu_Kalluri
Col3A1	cCAF1:Raghu_Kalluri
Mgst1	cCAF1:Raghu_Kalluri
Ildr2	cCAF1:Raghu_Kalluri
Nfib	cCAF1:Raghu_Kalluri
Kng2	cCAF1:Raghu_Kalluri
Slc6A2	cCAF1:Raghu_Kalluri
Slc43A3	cCAF1:Raghu_Kalluri
Slc39A14	cCAF1:Raghu_Kalluri
Sod3	cCAF1:Raghu_Kalluri
Mpp6	cCAF1:Raghu_Kalluri
Cd302	cCAF1:Raghu_Kalluri
Loxl1	cCAF1:Raghu_Kalluri
Mt-Co2	cCAF1:Raghu_Kalluri
Map1Lc3A	cCAF1:Raghu_Kalluri
Mycbp2	cCAF1:Raghu_Kalluri
Dio3	cCAF1:Raghu_Kalluri
Xdh	cCAF1:Raghu_Kalluri
Wnt4	cCAF1:Raghu_Kalluri
Efemp1	cCAF1:Raghu_Kalluri
Mfap4	cCAF1:Raghu_Kalluri
Kcne4	cCAF1:Raghu_Kalluri
Spon2	cCAF1:Raghu_Kalluri
Aoc1	cCAF1:Raghu_Kalluri
Nedd4	cCAF1:Raghu_Kalluri
Tgm2	cCAF1:Raghu_Kalluri
Nsg1	cCAF1:Raghu_Kalluri
Snai1	cCAF1:Raghu_Kalluri
Matn2	cCAF1:Raghu_Kalluri
Gns	cCAF1:Raghu_Kalluri
Cbx6	cCAF1:Raghu_Kalluri
Gm42418	cCAF1:Raghu_Kalluri
