Genes	Subtype
Alb	Hepatic stellate cells:SCTyper
Nr1h4	Hepatic stellate cells:SCTyper
Ccn2	Hepatic stellate cells:SCTyper
Sema7a	Hepatic stellate cells:SCTyper
Wt1	Hepatic stellate cells:SCTyper
Fgf10	Hepatic stellate cells:SCTyper
Gfap	Hepatic stellate cells:SCTyper
Ngfr	Hepatic stellate cells:SCTyper
Vegfa	Hepatic stellate cells:SCTyper
Acta2	Hepatic stellate cells:SCTyper
Myb	Hepatic stellate cells:SCTyper
Des	Hepatic stellate cells:SCTyper
Fap	Hepatic stellate cells:SCTyper
Slc8a1	Hepatic stellate cells:SCTyper
Reln	Hepatic stellate cells:SCTyper
Syp	Hepatic stellate cells:SCTyper
Vcl	Hepatic stellate cells:SCTyper
Timp1	Hepatic stellate cells:SCTyper
Col1a1	Hepatic stellate cells:SCTyper
Tagln	Hepatic stellate cells:SCTyper
Col1a2	Hepatic stellate cells:SCTyper
Col3a1	Hepatic stellate cells:SCTyper
Sparc	Hepatic stellate cells:SCTyper
Rbp1	Hepatic stellate cells:SCTyper
Dcn	Hepatic stellate cells:SCTyper
Myl9	Hepatic stellate cells:SCTyper
Tpm2	Hepatic stellate cells:SCTyper
Meg3	Hepatic stellate cells:SCTyper
Bgn	Hepatic stellate cells:SCTyper
Igfbp7	Hepatic stellate cells:SCTyper
Igfbp3	Hepatic stellate cells:SCTyper
Ccn1	Hepatic stellate cells:SCTyper
Olfml3	Hepatic stellate cells:SCTyper
Igfbp6	Hepatic stellate cells:SCTyper
Ccl2	Hepatic stellate cells:SCTyper
Colec11	Hepatic stellate cells:SCTyper
Hgf	Hepatic stellate cells:SCTyper
Afp	Hepatoblasts:SCTyper
Alb	Hepatoblasts:SCTyper
Cebpa	Hepatoblasts:SCTyper
Krt14	Hepatoblasts:SCTyper
Dlk1	Hepatoblasts:SCTyper
Cdh1	Hepatoblasts:SCTyper
Foxm1	Hepatoblasts:SCTyper
Ggt1	Hepatoblasts:SCTyper
Hnf4a	Hepatoblasts:SCTyper
Prox1	Hepatoblasts:SCTyper
Map2k4	Hepatoblasts:SCTyper
Smad5	Hepatoblasts:SCTyper
Krt18	Hepatoblasts:SCTyper
Krt8	Hepatoblasts:SCTyper
Hnf1b	Hepatoblasts:SCTyper
Hhex	Hepatoblasts:SCTyper
Met	Hepatoblasts:SCTyper
Afp	Hepatocytes:SCTyper
Hnf4a	Hepatocytes:SCTyper
Krt8	Hepatocytes:SCTyper
Alb	Hepatocytes:SCTyper
Krt18	Hepatocytes:SCTyper
Fosl1	Hepatocytes:SCTyper
Eppk1	Hepatocytes:SCTyper
Ucp2	Hepatocytes:SCTyper
Gck	Hepatocytes:SCTyper
Lrp5	Hepatocytes:SCTyper
Slc10a1	Hepatocytes:SCTyper
Nos2	Hepatocytes:SCTyper
Atp7b	Hepatocytes:SCTyper
Gjb2	Hepatocytes:SCTyper
Fgfr4	Hepatocytes:SCTyper
Prox1	Hepatocytes:SCTyper
Crp	Hepatocytes:SCTyper
Slc2a2	Hepatocytes:SCTyper
Tfr2	Hepatocytes:SCTyper
Kif13b	Hepatocytes:SCTyper
Lipc	Hepatocytes:SCTyper
Vdr	Hepatocytes:SCTyper
Asgr1	Hepatocytes:SCTyper
Arg1	Hepatocytes:SCTyper
G6pc	Hepatocytes:SCTyper
Otc	Hepatocytes:SCTyper
Serpina1	Hepatocytes:SCTyper
Zhx2	Hepatocytes:SCTyper
Hhex	Hepatocytes:SCTyper
Foxa3	Hepatocytes:SCTyper
Foxa2	Hepatocytes:SCTyper
Foxa1	Hepatocytes:SCTyper
Cyp2e1	Hepatocytes:SCTyper
Cyp1a2	Hepatocytes:SCTyper
Cebpa	Hepatocytes:SCTyper
Cdh1	Hepatocytes:SCTyper
Gpc3	Hepatocytes:SCTyper
Ahr	Hepatocytes:SCTyper
Cps1	Hepatocytes:SCTyper
Gls2	Hepatocytes:SCTyper
Pck1	Hepatocytes:SCTyper
Tat	Hepatocytes:SCTyper
Wt1	Hepatocytes:SCTyper
Prrg4	Hepatocytes:SCTyper
Sult1a1	Hepatocytes:SCTyper
Apoh	Hepatocytes:SCTyper
Ctnnb1	Hepatocytes:SCTyper
Abcc3	Hepatocytes:SCTyper
Fgb	Hepatocytes:SCTyper
Aqp3	Hepatocytes:SCTyper
Plscr1	Hepatocytes:SCTyper
Fga	Hepatocytes:SCTyper
Apob	Hepatocytes:SCTyper
Ang	Hepatocytes:SCTyper
Anxa13	Hepatocytes:SCTyper
Sat2	Hepatocytes:SCTyper
Sfrp5	Hepatocytes:SCTyper
A1cf	Hepatocytes:SCTyper
Apoa1	Hepatocytes:SCTyper
Bnip3	Hepatocytes:SCTyper
Fgl1	Hepatocytes:SCTyper
Pah	Hepatocytes:SCTyper
Serpina6	Hepatocytes:SCTyper
Apoa2	Hepatocytes:SCTyper
Azgp1	Hepatocytes:SCTyper
Fgg	Hepatocytes:SCTyper
Apoc3	Hepatocytes:SCTyper
Defb1	Hepatocytes:SCTyper
Tm4sf4	Hepatocytes:SCTyper
Gc	Hepatocytes:SCTyper
Ambp	Hepatocytes:SCTyper
Orm1	Hepatocytes:SCTyper
Ttr	Hepatocytes:SCTyper
Hal	Hepatocytes:SCTyper
Ass1	Hepatocytes:SCTyper
Scd	Hepatocytes:SCTyper
Hmgcs1	Hepatocytes:SCTyper
Acss2	Hepatocytes:SCTyper
Tm7sf2	Hepatocytes:SCTyper
Sec16b	Hepatocytes:SCTyper
Slbp	Hepatocytes:SCTyper
Rnd3	Hepatocytes:SCTyper
Bche	Hepatocytes:SCTyper
Ghr	Hepatocytes:SCTyper
Aldh6a1	Hepatocytes:SCTyper
Masp2	Hepatocytes:SCTyper
Akr1c1	Hepatocytes:SCTyper
Hamp	Hepatocytes:SCTyper
Glul	Hepatocytes:SCTyper
Acly	Hepatocytes:SCTyper
Asl	Hepatocytes:SCTyper
Tmem97	Hepatocytes:SCTyper
Cp	Hepatocytes:SCTyper
Slpi	Hepatocytes:SCTyper
Acat2	Hepatocytes:SCTyper
Tm4sf5	Hepatocytes:SCTyper
Msmo1	Hepatocytes:SCTyper
Lepr	Hepatocytes:SCTyper
Rcan1	Hepatocytes:SCTyper
Ar	Hepatocytes:SCTyper
Rpp25l	Hepatocytes:SCTyper
Hsd11b1	Hepatocytes:SCTyper
Apom	Hepatocytes:SCTyper
Tkfc	Hepatocytes:SCTyper
G0s2	Hepatocytes:SCTyper
Pon3	Hepatocytes:SCTyper
C1orf53	Hepatocytes:SCTyper
Ttc36	Hepatocytes:SCTyper
Fst	Hepatocytes:SCTyper
Mcc	Hepatocytes:SCTyper
Aqp9	Hepatocytes:SCTyper
Gsta2	Hepatocytes:SCTyper
Nnt	Hepatocytes:SCTyper
Saa4	Hepatocytes:SCTyper
Mrps18c	Hepatocytes:SCTyper
Ociad1	Hepatocytes:SCTyper
Apoa5	Hepatocytes:SCTyper
Entpd5	Hepatocytes:SCTyper
C4b	Hepatocytes:SCTyper
Eid2	Hepatocytes:SCTyper
Tp53inp2	Hepatocytes:SCTyper
Atic	Hepatocytes:SCTyper
Serpinh1	Hepatocytes:SCTyper
Samd5	Hepatocytes:SCTyper
Grb14	Hepatocytes:SCTyper
Cd3g	Hepatocytes:SCTyper
Rhob	Hepatocytes:SCTyper
Epb41l4b	Hepatocytes:SCTyper
Gpat4	Hepatocytes:SCTyper
Sptbn1	Hepatocytes:SCTyper
Sdc2	Hepatocytes:SCTyper
Phlda1	Hepatocytes:SCTyper
Wtap	Hepatocytes:SCTyper
Acadm	Hepatocytes:SCTyper
Cd19	Immune system cells:SCTyper
Ms4a1	Immune system cells:SCTyper
Il2ra	Immune system cells:SCTyper
Ptprc	Immune system cells:SCTyper
Cd4	Immune system cells:SCTyper
Cd8a	Immune system cells:SCTyper
Cd3d	Immune system cells:SCTyper
Cd3e	Immune system cells:SCTyper
Cd3g	Immune system cells:SCTyper
Cd11c	Immune system cells:SCTyper
Cd14	Immune system cells:SCTyper
Cd16	Immune system cells:SCTyper
Cd56	Immune system cells:SCTyper
Cd16	Immune system cells:SCTyper
Cd42b	Immune system cells:SCTyper
Cd7	Immune system cells:SCTyper
Cd8	Immune system cells:SCTyper
Igd	Immune system cells:SCTyper
Cd38	Immune system cells:SCTyper
Cd24	Immune system cells:SCTyper
Cd20	Immune system cells:SCTyper
Cd14	Immune system cells:SCTyper
Cd16	Immune system cells:SCTyper
Hla-dr	Immune system cells:SCTyper
Cd11b	Immune system cells:SCTyper
Cd11c	Immune system cells:SCTyper
Cd123	Immune system cells:SCTyper
Cd15	Immune system cells:SCTyper
Cd33	Immune system cells:SCTyper
Cd66b	Immune system cells:SCTyper
Cd38	Immune system cells:SCTyper
Cd27	Immune system cells:SCTyper
Cd94	Immune system cells:SCTyper
Cd45	Immune system cells:SCTyper
Cd14	Kupffer cells:SCTyper
Cd68	Kupffer cells:SCTyper
Tnf	Kupffer cells:SCTyper
Lyz	Kupffer cells:SCTyper
Mpo	Kupffer cells:SCTyper
Vsig4	Kupffer cells:SCTyper
Prok2	Kupffer cells:SCTyper
Stard5	Kupffer cells:SCTyper
Msr1	Kupffer cells:SCTyper
Ppara	Kupffer cells:SCTyper
Trem1	Kupffer cells:SCTyper
Slc11a1	Kupffer cells:SCTyper
Mmp13	Kupffer cells:SCTyper
Vdr	Kupffer cells:SCTyper
Chit1	Kupffer cells:SCTyper
Osm	Kupffer cells:SCTyper
Ppard	Kupffer cells:SCTyper
Clec4f	Kupffer cells:SCTyper
Adgre1	Kupffer cells:SCTyper
Il1b	Kupffer cells:SCTyper
Slc40a1	Kupffer cells:SCTyper
G6pd	Kupffer cells:SCTyper
Timd4	Kupffer cells:SCTyper
Mnda	Kupffer cells:SCTyper
Slc15a3	Kupffer cells:SCTyper
Dnase1l3	Kupffer cells:SCTyper
Marco	Kupffer cells:SCTyper
Hfe	Kupffer cells:SCTyper
Cd38	Kupffer cells:SCTyper
Cd163	Kupffer cells:SCTyper
Ccr5	Kupffer cells:SCTyper
Clec1b	Kupffer cells:SCTyper
Clec4g	Kupffer cells:SCTyper
Gpihbp1	Kupffer cells:SCTyper
Folr2	Kupffer cells:SCTyper
Pltp	Kupffer cells:SCTyper
Ftl	Kupffer cells:SCTyper
Irf7	Kupffer cells:SCTyper
Spic	Kupffer cells:SCTyper
Csf1r	Kupffer cells:SCTyper
C1qc	Kupffer cells:SCTyper
C1qa	Kupffer cells:SCTyper
C1qb	Kupffer cells:SCTyper
Clec4e	Kupffer cells:SCTyper
Krt7	Liver progenitor cell:SCTyper
Krt19	Liver progenitor cell:SCTyper
Kit	Mast cells:SCTyper
Enpp3	Mast cells:SCTyper
Il2ra	Mast cells:SCTyper
Isg20	Mast cells:SCTyper
Slc18a2	Mast cells:SCTyper
Cd9	Mast cells:SCTyper
Fcer1a	Mast cells:SCTyper
Tpsb2	Mast cells:SCTyper
Fcer2	Mast cells:SCTyper
Cd44	Mesenchymal stem cell:SCTyper
Eng	Mesenchymal stem cell:SCTyper
Nt5e	Mesenchymal stem cell:SCTyper
Itgb1	Mesenchymal stem cell:SCTyper
Thy1	Mesenchymal stem cell:SCTyper
Fcgr3a	Monocytes:SCTyper
Fcgr3b	Monocytes:SCTyper
Cd14	Monocytes:SCTyper
Elane1	Monocytes:SCTyper
Apoe	Muller cells:SCTyper
Glul	Muller cells:SCTyper
Rlbp1	Muller cells:SCTyper
Abca8a	Muller cells:SCTyper
Vim	Muller cells:SCTyper
Aldh1a1	Muller cells:SCTyper
Rlbp1	Muller cells:SCTyper
Glul	Muller cells:SCTyper
Pax6	Muller cells:SCTyper
Ca8	Muller cells:SCTyper
Edn2	Muller cells:SCTyper
Kcnj2	Muller cells:SCTyper
Prss56	Muller cells:SCTyper
Rgr	Muller cells:SCTyper
Apoe	Muller cells:SCTyper
Aqp4	Muller cells:SCTyper
Prdx6	Astrocytes:SCTyper
Slc1a3	Astrocytes:SCTyper
Pax2	Astrocytes:SCTyper
Rlbp1	Astrocytes:SCTyper
Gfap	Astrocytes:SCTyper
S100b	Astrocytes:SCTyper
Bmp4	Retinal ganglion cells:SCTyper
Gria4	Retinal ganglion cells:SCTyper
Grm3	Retinal ganglion cells:SCTyper
Kcnj2	Retinal ganglion cells:SCTyper
Med1	Retinal ganglion cells:SCTyper
Nmt	Retinal ganglion cells:SCTyper
Pou6f2	Retinal ganglion cells:SCTyper
Zic2	Retinal ganglion cells:SCTyper
Slc17a6	Retinal ganglion cells:SCTyper
Pax6	Retinal ganglion cells:SCTyper
Thy1	Retinal ganglion cells:SCTyper
Nefl	Retinal ganglion cells:SCTyper
Pou4f2	Retinal ganglion cells:SCTyper
Sncg	Retinal ganglion cells:SCTyper
Nrn1	Retinal ganglion cells:SCTyper
Cerkl	Retinal ganglion cells:SCTyper
Pax6	Retinal progenitor cells:SCTyper
Calb2	Retinal progenitor cells:SCTyper
Six6	Retinal progenitor cells:SCTyper
Rho	Retinal progenitor cells:SCTyper
Six3	Retinal progenitor cells:SCTyper
Nefh	Retinal progenitor cells:SCTyper
Lgr5	Retinal progenitor cells:SCTyper
Sag	Retinal progenitor cells:SCTyper
Rax	Retinal progenitor cells:SCTyper
Notch1	Retinal progenitor cells:SCTyper
Hes1	Retinal progenitor cells:SCTyper
Msi1	Retinal progenitor cells:SCTyper
Sox9	Retinal progenitor cells:SCTyper
Kit	Retinal progenitor cells:SCTyper
Pdgfra	Retinal progenitor cells:SCTyper
Og9x	Retinal progenitor cells:SCTyper
Sfrp2	Retinal progenitor cells:SCTyper
Fgf15	Retinal progenitor cells:SCTyper
Prkca	Rod bipolar cells:SCTyper
Pcp4	Rod bipolar cells:SCTyper
Rcvrn	Rod bipolar cells:SCTyper
Slc1a2	Rod bipolar cells:SCTyper
Car8	Rod bipolar cells:SCTyper
Sebox	Rod bipolar cells:SCTyper
Vsx2	Rod bipolar cells:SCTyper
Otx2	Rod bipolar cells:SCTyper
Grm3	Rod bipolar cells:SCTyper
Kcna4	Rod bipolar cells:SCTyper
Kcnma1	Rod bipolar cells:SCTyper
Rorb	Rod bipolar cells:SCTyper
Cabp5	Rod bipolar cells:SCTyper
Og9x	Rod bipolar cells:SCTyper
Vstm2b	Rod bipolar cells:SCTyper
 Casp7	Rod bipolar cells:SCTyper
 Rpa1	Rod bipolar cells:SCTyper
Gabra1	Rod bipolar cells:SCTyper
Lhx4	Rod bipolar cells:SCTyper
Pcp4	Cone bipolar cells:SCTyper
Rcvrn	Cone bipolar cells:SCTyper
Slc1a2	Cone bipolar cells:SCTyper
Car8	Cone bipolar cells:SCTyper
Scgn	Cone bipolar cells:SCTyper
Vsx2	Cone bipolar cells:SCTyper
Otx2	Cone bipolar cells:SCTyper
Mip	Cone bipolar cells:SCTyper
Gnas	Cone bipolar cells:SCTyper
Isl1	Cone bipolar cells:SCTyper
Slc1a7	Cone bipolar cells:SCTyper
Gjd2	Cone bipolar cells:SCTyper
Gnb3	Cone bipolar cells:SCTyper
Gria4	Cone bipolar cells:SCTyper
Tjp2	Cone bipolar cells:SCTyper
Lrit2	Cone bipolar cells:SCTyper
Cabp5	Cone bipolar cells:SCTyper
Scgn	Cone bipolar cells:SCTyper
Vsx1	Cone bipolar cells:SCTyper
Gabra1	Cone bipolar cells:SCTyper
Lhx4	Cone bipolar cells:SCTyper
Lhx3	Cone bipolar cells:SCTyper
Pax6	GABAergic amacrine cells:SCTyper
Tfap2a	GABAergic amacrine cells:SCTyper
Gad2	GABAergic amacrine cells:SCTyper
Fut4	GABAergic amacrine cells:SCTyper
Calb2	GABAergic amacrine cells:SCTyper
Pvalb	GABAergic amacrine cells:SCTyper
Pcp4	GABAergic amacrine cells:SCTyper
Vip	GABAergic amacrine cells:SCTyper
Thy1	GABAergic amacrine cells:SCTyper
Stx1a	GABAergic amacrine cells:SCTyper
Mip	GABAergic amacrine cells:SCTyper
 Gnas	GABAergic amacrine cells:SCTyper
 Isl1	GABAergic amacrine cells:SCTyper
Gad1	GABAergic amacrine cells:SCTyper
Zeb2	GABAergic amacrine cells:SCTyper
Tjp2	GABAergic amacrine cells:SCTyper
Sema3d	GABAergic amacrine cells:SCTyper
Pou6f2	GABAergic amacrine cells:SCTyper
Kcnma1	GABAergic amacrine cells:SCTyper
Kcna4	GABAergic amacrine cells:SCTyper
Grm3	GABAergic amacrine cells:SCTyper
Gjd2	GABAergic amacrine cells:SCTyper
Frmpd2	GABAergic amacrine cells:SCTyper
Prox1	GABAergic amacrine cells:SCTyper
Nr4a2	GABAergic amacrine cells:SCTyper
Ngn2	GABAergic amacrine cells:SCTyper
C1ql2	GABAergic amacrine cells:SCTyper
Reln	GABAergic amacrine cells:SCTyper
Rho	Rod photoreceptor cells:SCTyper
Pdc	Rod photoreceptor cells:SCTyper
Nrl	Rod photoreceptor cells:SCTyper
Rom1	Rod photoreceptor cells:SCTyper
Crx	Rod photoreceptor cells:SCTyper
Arr3	Rod photoreceptor cells:SCTyper
Cabp4	Rod photoreceptor cells:SCTyper
Cacna1d	Rod photoreceptor cells:SCTyper
Dynlrb2	Rod photoreceptor cells:SCTyper
Edn2	Rod photoreceptor cells:SCTyper
Frmpd2	Rod photoreceptor cells:SCTyper
Gjd2	Rod photoreceptor cells:SCTyper
Kcnq5	Rod photoreceptor cells:SCTyper
Kcna4	Rod photoreceptor cells:SCTyper
Lrit1	Rod photoreceptor cells:SCTyper
Lrit2	Rod photoreceptor cells:SCTyper
Maf	Rod photoreceptor cells:SCTyper
Med1	Rod photoreceptor cells:SCTyper
Rorb	Rod photoreceptor cells:SCTyper
Rp1l1	Rod photoreceptor cells:SCTyper
Tspan10	Rod photoreceptor cells:SCTyper
Ttc8	Rod photoreceptor cells:SCTyper
Gcap2	Rod photoreceptor cells:SCTyper
Samd7 	Rod photoreceptor cells:SCTyper
Cerkl 	Rod photoreceptor cells:SCTyper
Samd11	Rod photoreceptor cells:SCTyper
Slc24a1	Rod photoreceptor cells:SCTyper
Rp1	Rod photoreceptor cells:SCTyper
Pde6b	Rod photoreceptor cells:SCTyper
Arr3	Cone photoreceptor cells:SCTyper
Opn1sw	Cone photoreceptor cells:SCTyper
Nrl	Cone photoreceptor cells:SCTyper
Rom1	Cone photoreceptor cells:SCTyper
Crx	Cone photoreceptor cells:SCTyper
Arr3	Cone photoreceptor cells:SCTyper
Opn1lw	Cone photoreceptor cells:SCTyper
Opn1mw	Cone photoreceptor cells:SCTyper
Cabp4	Cone photoreceptor cells:SCTyper
Cacna1d	Cone photoreceptor cells:SCTyper
Edn2	Cone photoreceptor cells:SCTyper
Gjd2	Cone photoreceptor cells:SCTyper
Gnb3	Cone photoreceptor cells:SCTyper
Kcnq5	Cone photoreceptor cells:SCTyper
Lrit1	Cone photoreceptor cells:SCTyper
Med1	Cone photoreceptor cells:SCTyper
Rp1l1	Cone photoreceptor cells:SCTyper
Thrb	Cone photoreceptor cells:SCTyper
Tspan10	Cone photoreceptor cells:SCTyper
Ttc8	Cone photoreceptor cells:SCTyper
Opmw	Cone photoreceptor cells:SCTyper
Slc24a1	Cone photoreceptor cells:SCTyper
Rp1	Cone photoreceptor cells:SCTyper
Pde6b	Cone photoreceptor cells:SCTyper
P2ry12	Microglial cells:SCTyper
Itgam	Microglial cells:SCTyper
Cd40	Microglial cells:SCTyper
Ptprc	Microglial cells:SCTyper
Cd68	Microglial cells:SCTyper
Aif1	Microglial cells:SCTyper
Cx3cr1	Microglial cells:SCTyper
Tmem119	Microglial cells:SCTyper
Adgre1	Microglial cells:SCTyper
C1qa	Microglial cells:SCTyper
Nos2	Microglial cells:SCTyper
Tnf	Microglial cells:SCTyper
Isyna1	Microglial cells:SCTyper
Ccl4	Microglial cells:SCTyper
Adora3	Microglial cells:SCTyper
Adrb2	Microglial cells:SCTyper
Bhlhe41	Microglial cells:SCTyper
Bin1	Microglial cells:SCTyper
Klf2	Microglial cells:SCTyper
Nav3	Microglial cells:SCTyper
Rhob	Microglial cells:SCTyper
Sall1	Microglial cells:SCTyper
Siglec8	Microglial cells:SCTyper
Slc1a3	Microglial cells:SCTyper
Spry1	Microglial cells:SCTyper
Tal1	Microglial cells:SCTyper
Cx3cr1	Microglial cells:SCTyper
Cx3cl1	Microglial cells:SCTyper
Rcvrn	Horizontal cells:SCTyper
Prox1	Horizontal cells:SCTyper
Ntrk1	Horizontal cells:SCTyper
Lhx1	Horizontal cells:SCTyper
Lim2	Horizontal cells:SCTyper
Calb2	Horizontal cells:SCTyper
Calb1	Horizontal cells:SCTyper
Lim1	Horizontal cells:SCTyper
Dlg2	Horizontal cells:SCTyper
Tfap2b	Horizontal cells:SCTyper
Zeb2	Horizontal cells:SCTyper
Lim1	Horizontal cells:SCTyper
Syp	Synapses:SCTyper
Dlg4	Synapses:SCTyper
Homer1	Synapses:SCTyper
Slc32a1	Synapses:SCTyper
Ezr	Retinal pigment epithelial cells:SCTyper
Rpe65	Retinal pigment epithelial cells:SCTyper
Best1	Retinal pigment epithelial cells:SCTyper
Ano2	Retinal pigment epithelial cells:SCTyper
Bmp2	Retinal pigment epithelial cells:SCTyper
Bmp4	Retinal pigment epithelial cells:SCTyper
Clu	Retinal pigment epithelial cells:SCTyper
Efemp1	Retinal pigment epithelial cells:SCTyper
Il4	Retinal pigment epithelial cells:SCTyper
Kcnj5	Retinal pigment epithelial cells:SCTyper
Med1	Retinal pigment epithelial cells:SCTyper
Rdh5	Retinal pigment epithelial cells:SCTyper
Rgr	Retinal pigment epithelial cells:SCTyper
Sbspon	Retinal pigment epithelial cells:SCTyper
Tgfbr1	Retinal pigment epithelial cells:SCTyper
Tmem98	Retinal pigment epithelial cells:SCTyper
Ttc8	Retinal pigment epithelial cells:SCTyper
Traf1	Retinal pigment epithelial cells:SCTyper
Cerkl	Retinal pigment epithelial cells:SCTyper
Krt3	Cornea epithelial cells:SCTyper
Klf6	Cornea epithelial cells:SCTyper
Cd25	Immune cells:SCTyper
Cd69	Immune cells:SCTyper
Cd4	Immune cells:SCTyper
Cd3	Immune cells:SCTyper
Itgam	Immune cells:SCTyper
C1qa	Immune cells:SCTyper
Fcer1g	Immune cells:SCTyper
Cd19	Immune cells:SCTyper
Cd20	Immune cells:SCTyper
Trac	Immune cells:SCTyper
Ltb	Immune cells:SCTyper
Cd52	Immune cells:SCTyper
Trbc2	Immune cells:SCTyper
Pax6	Fibroblasts:SCTyper
Col1a1	Fibroblasts:SCTyper
Tgfb1	Fibroblasts:SCTyper
Acta2	Fibroblasts:SCTyper
Icam1	Fibroblasts:SCTyper
Fbln1	Fibroblasts:SCTyper
Crhbp	Fibroblasts:SCTyper
Fn1	Fibroblasts:SCTyper
Pdgfra	Fibroblasts:SCTyper
Pecam1	Endothelial cells:SCTyper
Vwf	Endothelial cells:SCTyper
Cdh5	Endothelial cells:SCTyper
Bmp2	Endothelial cells:SCTyper
Bmp4	Endothelial cells:SCTyper
Cd34	Endothelial cells:SCTyper
Cd55	Endothelial cells:SCTyper
Flt1	Endothelial cells:SCTyper
Med1	Endothelial cells:SCTyper
Tgfbr1	Endothelial cells:SCTyper
Tmem98	Endothelial cells:SCTyper
Tnfsf12	Endothelial cells:SCTyper
Cd93	Endothelial cells:SCTyper
Slco1a4	Endothelial cells:SCTyper
Cldn5	Endothelial cells:SCTyper
Icam1	Endothelial cells:SCTyper
Gng11	Endothelial cells:SCTyper
Kcnj8	Pericytes:SCTyper
 Rgs5	Pericytes:SCTyper
 Dlk1	Pericytes:SCTyper
 Abcc9	Pericytes:SCTyper
Sur2b	Pericytes:SCTyper
Dlk1	Pericytes:SCTyper
Vcam1	Pericytes:SCTyper
Antxr2	Extracellular matrix cells:SCTyper
Col10a1	Extracellular matrix cells:SCTyper
Efemp1	Extracellular matrix cells:SCTyper
Lama2	Extracellular matrix cells:SCTyper
Sntb1	Extracellular matrix cells:SCTyper
Tcf7l2	Extracellular matrix cells:SCTyper
Tgfbr1	Extracellular matrix cells:SCTyper
Tmem98	Extracellular matrix cells:SCTyper
Vipr2	Extracellular matrix cells:SCTyper
Zic2	Extracellular matrix cells:SCTyper
Pax6	Glycinergic amacrine cells:SCTyper
Tfap2a	Glycinergic amacrine cells:SCTyper
Fut4	Glycinergic amacrine cells:SCTyper
Calb2	Glycinergic amacrine cells:SCTyper
Pvalb	Glycinergic amacrine cells:SCTyper
Slc6a9	Glycinergic amacrine cells:SCTyper
Pcp4	Glycinergic amacrine cells:SCTyper
Vip	Glycinergic amacrine cells:SCTyper
Thy1	Glycinergic amacrine cells:SCTyper
Stx1a	Glycinergic amacrine cells:SCTyper
Mip	Glycinergic amacrine cells:SCTyper
 Gnas	Glycinergic amacrine cells:SCTyper
Zeb2	Glycinergic amacrine cells:SCTyper
Tjp2	Glycinergic amacrine cells:SCTyper
Sema3d	Glycinergic amacrine cells:SCTyper
Pou6f2	Glycinergic amacrine cells:SCTyper
Kcnma1	Glycinergic amacrine cells:SCTyper
Kcna4	Glycinergic amacrine cells:SCTyper
Grm3	Glycinergic amacrine cells:SCTyper
Gjd2	Glycinergic amacrine cells:SCTyper
Frmpd2	Glycinergic amacrine cells:SCTyper
Prox1	Glycinergic amacrine cells:SCTyper
Glyt1	Glycinergic amacrine cells:SCTyper
Tgfb2	Glycinergic amacrine cells:SCTyper
Be996002	Glycinergic amacrine cells:SCTyper
Camkv	Glycinergic amacrine cells:SCTyper
Tcf4	Glycinergic amacrine cells:SCTyper
Efna5	Glycinergic amacrine cells:SCTyper
Dab1	Glycinergic amacrine cells:SCTyper
Slc6a9	Glycinergic amacrine cells:SCTyper
Pax6	Cholinergic GABAergic amacrine cells:SCTyper
Tfap2a	Cholinergic GABAergic amacrine cells:SCTyper
Gad2	Cholinergic GABAergic amacrine cells:SCTyper
Fut4	Cholinergic GABAergic amacrine cells:SCTyper
Calb2	Cholinergic GABAergic amacrine cells:SCTyper
Pvalb	Cholinergic GABAergic amacrine cells:SCTyper
Pcp4	Cholinergic GABAergic amacrine cells:SCTyper
Vip	Cholinergic GABAergic amacrine cells:SCTyper
Thy1	Cholinergic GABAergic amacrine cells:SCTyper
Stx1a	Cholinergic GABAergic amacrine cells:SCTyper
Mip	Cholinergic GABAergic amacrine cells:SCTyper
 Gnas	Cholinergic GABAergic amacrine cells:SCTyper
 Isl1	Cholinergic GABAergic amacrine cells:SCTyper
Gad1	Cholinergic GABAergic amacrine cells:SCTyper
Zeb2	Cholinergic GABAergic amacrine cells:SCTyper
Tjp2	Cholinergic GABAergic amacrine cells:SCTyper
Sema3d	Cholinergic GABAergic amacrine cells:SCTyper
Pou6f2	Cholinergic GABAergic amacrine cells:SCTyper
Kcnma1	Cholinergic GABAergic amacrine cells:SCTyper
Kcna4	Cholinergic GABAergic amacrine cells:SCTyper
Grm3	Cholinergic GABAergic amacrine cells:SCTyper
Gjd2	Cholinergic GABAergic amacrine cells:SCTyper
Frmpd2	Cholinergic GABAergic amacrine cells:SCTyper
Prox1	Cholinergic GABAergic amacrine cells:SCTyper
Nr4a2	Cholinergic GABAergic amacrine cells:SCTyper
Ngn2	Cholinergic GABAergic amacrine cells:SCTyper
C1ql2	Cholinergic GABAergic amacrine cells:SCTyper
Reln	Cholinergic GABAergic amacrine cells:SCTyper
Vacht	Cholinergic GABAergic amacrine cells:SCTyper
Tac1	Cholinergic GABAergic amacrine cells:SCTyper
Scube2	Cholinergic GABAergic amacrine cells:SCTyper
Cpne4	Cholinergic GABAergic amacrine cells:SCTyper
Sox2	Cholinergic GABAergic amacrine cells:SCTyper
Slit	Cholinergic GABAergic amacrine cells:SCTyper
Scgn	Cholinergic GABAergic amacrine cells:SCTyper
Pax6	Tachykinin GABAergic amacrine cells:SCTyper
Tfap2a	Tachykinin GABAergic amacrine cells:SCTyper
Gad2	Tachykinin GABAergic amacrine cells:SCTyper
Fut4	Tachykinin GABAergic amacrine cells:SCTyper
