Genes	Subtype
CD32	Granulocytes:SCTyper
CD43	Granulocytes:SCTyper
CXCL8	Granulocytes:SCTyper
FCGR3B	Granulocytes:SCTyper
MNDA	Granulocytes:SCTyper
SIGLEC8	Granulocytes:SCTyper
AZU1	Granulocytes:SCTyper
MPO	Granulocytes:SCTyper
CTSG	Granulocytes:SCTyper
LYZ	Granulocytes:SCTyper
CTRB1	Acinar cells:SCTyper
KLK1	Acinar cells:SCTyper
RBPJL	Acinar cells:SCTyper
PTF1A	Acinar cells:SCTyper
CELA3A	Acinar cells:SCTyper
PRSS1	Acinar cells:SCTyper
SPINK1	Acinar cells:SCTyper
ZG16	Acinar cells:SCTyper
CEL	Acinar cells:SCTyper
CELA2A	Acinar cells:SCTyper
CPB1	Acinar cells:SCTyper
CELA1	Acinar cells:SCTyper
RNASE1	Acinar cells:SCTyper
AMY2B	Acinar cells:SCTyper
CPA2	Acinar cells:SCTyper
CPA1	Acinar cells:SCTyper
CELA3B	Acinar cells:SCTyper
PNLIP	Acinar cells:SCTyper
CTRB2	Acinar cells:SCTyper
PLA2G1B	Acinar cells:SCTyper
PRSS2	Acinar cells:SCTyper
CLPS	Acinar cells:SCTyper
REG1A	Acinar cells:SCTyper
SYCN	Acinar cells:SCTyper
PNLIPRP1	Acinar cells:SCTyper
CTRC	Acinar cells:SCTyper
REG3A	Acinar cells:SCTyper
PRSS3	Acinar cells:SCTyper
REG1B	Acinar cells:SCTyper
CFB	Acinar cells:SCTyper
GDF15	Acinar cells:SCTyper
MUC1	Acinar cells:SCTyper
C15orf48	Acinar cells:SCTyper
AKR1C3	Acinar cells:SCTyper
OLFM4	Acinar cells:SCTyper
GSTA1	Acinar cells:SCTyper
LGALS2	Acinar cells:SCTyper
PDZK1IP1	Acinar cells:SCTyper
RARRES2	Acinar cells:SCTyper
CXCL17	Acinar cells:SCTyper
GSTA2	Acinar cells:SCTyper
ANPEP	Acinar cells:SCTyper
LYZ	Acinar cells:SCTyper
ANGPTL4	Acinar cells:SCTyper
ALDOB	Acinar cells:SCTyper
CD14	Kupffer cells:SCTyper
CD68	Kupffer cells:SCTyper
TNF	Kupffer cells:SCTyper
LYZ	Kupffer cells:SCTyper
MPO	Kupffer cells:SCTyper
VSIG4	Kupffer cells:SCTyper
PROK2	Kupffer cells:SCTyper
STARD5	Kupffer cells:SCTyper
MSR1	Kupffer cells:SCTyper
PPARA	Kupffer cells:SCTyper
TREM1	Kupffer cells:SCTyper
SLC11A1	Kupffer cells:SCTyper
MMP13	Kupffer cells:SCTyper
VDR	Kupffer cells:SCTyper
CHIT1	Kupffer cells:SCTyper
OSM	Kupffer cells:SCTyper
PPARD	Kupffer cells:SCTyper
CLEC4F	Kupffer cells:SCTyper
ADGRE1	Kupffer cells:SCTyper
IL1B	Kupffer cells:SCTyper
SLC40A1	Kupffer cells:SCTyper
G6PD	Kupffer cells:SCTyper
TIMD4	Kupffer cells:SCTyper
MNDA	Kupffer cells:SCTyper
SLC15A3	Kupffer cells:SCTyper
DNASE1L3	Kupffer cells:SCTyper
MARCO	Kupffer cells:SCTyper
HFE	Kupffer cells:SCTyper
CD38	Kupffer cells:SCTyper
CD163	Kupffer cells:SCTyper
CCR5	Kupffer cells:SCTyper
CLEC1B	Kupffer cells:SCTyper
CLEC4G	Kupffer cells:SCTyper
GPIHBP1	Kupffer cells:SCTyper
FOLR2	Kupffer cells:SCTyper
PLTP	Kupffer cells:SCTyper
FTL	Kupffer cells:SCTyper
IRF7	Kupffer cells:SCTyper
SPIC	Kupffer cells:SCTyper
CSF1R	Kupffer cells:SCTyper
C1QC	Kupffer cells:SCTyper
C1QA	Kupffer cells:SCTyper
C1QB	Kupffer cells:SCTyper
CLEC4E	Kupffer cells:SCTyper
EPCAM	Cancer stem cells:SCTyper
SIX2	Cap mesenchyme cells (Mesenchymal cells):SCTyper
ITGA8	Cap mesenchyme cells (Mesenchymal cells):SCTyper
NR2F2	Cap mesenchyme cells (Mesenchymal cells):SCTyper
EYA1	Cap mesenchyme cells (Mesenchymal cells):SCTyper
MEIS2	Cap mesenchyme cells (Mesenchymal cells):SCTyper
CITED1	Cap mesenchyme cells (Mesenchymal cells):SCTyper
MUC1	Cap mesenchyme cells (Mesenchymal cells):SCTyper
NOTCH2	Cap mesenchyme cells (Mesenchymal cells):SCTyper
EPCAM	Cancer stem cells:SCTyper
ADH7	Airway epithelial cells:SCTyper
AQP1	Airway epithelial cells:SCTyper
CDH1	Airway epithelial cells:SCTyper
SEC14L3	Airway epithelial cells:SCTyper
AGR2	Airway goblet cells:SCTyper
AQP5	Airway goblet cells:SCTyper
CEACAM1	Airway goblet cells:SCTyper
DMBT1	Airway goblet cells:SCTyper
DUSP4	Airway goblet cells:SCTyper
FXYD3	Airway goblet cells:SCTyper
GALNT5	Airway goblet cells:SCTyper
GALNT6	Airway goblet cells:SCTyper
GGH	Airway goblet cells:SCTyper
GOLPH3	Airway goblet cells:SCTyper
GP2	Airway goblet cells:SCTyper
IL19	Airway goblet cells:SCTyper
LIPF	Airway goblet cells:SCTyper
LTF	Airway goblet cells:SCTyper
LYNX1	Airway goblet cells:SCTyper
MSLN	Airway goblet cells:SCTyper
MUC16	Airway goblet cells:SCTyper
MUC4	Airway goblet cells:SCTyper
MUC5B	Airway goblet cells:SCTyper
NOS2	Airway goblet cells:SCTyper
PIGR	Airway goblet cells:SCTyper
QSOX1	Airway goblet cells:SCTyper
SCGB3A1	Airway goblet cells:SCTyper
SEC23B	Airway goblet cells:SCTyper
SPDEF	Airway goblet cells:SCTyper
TFF2	Airway goblet cells:SCTyper
ABI3BP	Basal cells (Airway progenitor cells):SCTyper
AQP3	Basal cells (Airway progenitor cells):SCTyper
DAPL1	Basal cells (Airway progenitor cells):SCTyper
GSTM2	Basal cells (Airway progenitor cells):SCTyper
HPGD	Basal cells (Airway progenitor cells):SCTyper
ICAM1	Basal cells (Airway progenitor cells):SCTyper
KRT14	Basal cells (Airway progenitor cells):SCTyper
KRT15	Basal cells (Airway progenitor cells):SCTyper
KRT5	Basal cells (Airway progenitor cells):SCTyper
PHLDA3	Basal cells (Airway progenitor cells):SCTyper
RPS18	Basal cells (Airway progenitor cells):SCTyper
SDC1	Basal cells (Airway progenitor cells):SCTyper
ANPEP	Epithelial cells:SCTyper
EPCAM	Epithelial cells:SCTyper
IL10	Epithelial cells:SCTyper
IL6R	Epithelial cells:SCTyper
BCL11A	Epiblast cells:SCTyper
CDH1	Epiblast cells:SCTyper
CLDN6	Epiblast cells:SCTyper
CLDN7	Epiblast cells:SCTyper
CRMP1	Epiblast cells:SCTyper
CXCL12	Epiblast cells:SCTyper
DPYSL5	Epiblast cells:SCTyper
EPCAM	Epiblast cells:SCTyper
INA	Epiblast cells:SCTyper
LEF1	Epiblast cells:SCTyper
MFAP2	Epiblast cells:SCTyper
NANOG	Epiblast cells:SCTyper
POU5F1	Epiblast cells:SCTyper
SLC35D3	Epiblast cells:SCTyper
SOX11	Epiblast cells:SCTyper
TDGF1	Epiblast cells:SCTyper
ANPEP	Gastric chief cells:SCTyper
CHRM3	Gastric chief cells:SCTyper
EGFR	Gastric chief cells:SCTyper
KCNQ1	Gastric chief cells:SCTyper
LGR5	Gastric chief cells:SCTyper
PRKCZ	Gastric chief cells:SCTyper
RAB3D	Gastric chief cells:SCTyper
AGR2	Goblet cells:SCTyper
AQP3	Goblet cells:SCTyper
ATOH1	Goblet cells:SCTyper
BACE2	Goblet cells:SCTyper
CDON	Goblet cells:SCTyper
CDX2	Goblet cells:SCTyper
CLCA1	Goblet cells:SCTyper
CREB3L1	Goblet cells:SCTyper
FCGBP	Goblet cells:SCTyper
GALNT12	Goblet cells:SCTyper
GUCA2A	Goblet cells:SCTyper
ITLN1	Goblet cells:SCTyper
KLK1	Goblet cells:SCTyper
KRT20	Goblet cells:SCTyper
KRT7	Goblet cells:SCTyper
LRRC26	Goblet cells:SCTyper
MANF	Goblet cells:SCTyper
MUC13	Goblet cells:SCTyper
MUC2	Goblet cells:SCTyper
MUC4	Goblet cells:SCTyper
MUC5B	Goblet cells:SCTyper
NLRP6	Goblet cells:SCTyper
PDIA5	Goblet cells:SCTyper
PHGR1	Goblet cells:SCTyper
PLA2G10	Goblet cells:SCTyper
REP15	Goblet cells:SCTyper
SLC9A8	Goblet cells:SCTyper
SPDEF	Goblet cells:SCTyper
SPINK4	Goblet cells:SCTyper
TFF3	Goblet cells:SCTyper
TPSG1	Goblet cells:SCTyper
ZG16	Goblet cells:SCTyper
ACTA2	Airway smooth muscle cells:SCTyper
FOXF1	Airway smooth muscle cells:SCTyper
GATA5	Airway smooth muscle cells:SCTyper
NOG	Airway smooth muscle cells:SCTyper
ACKR3	Smooth muscle cells:SCTyper
ACTA2	Smooth muscle cells:SCTyper
ACTC1	Smooth muscle cells:SCTyper
ACTG2	Smooth muscle cells:SCTyper
ADAMDEC1	Smooth muscle cells:SCTyper
AKT2	Smooth muscle cells:SCTyper
ANGPT1	Smooth muscle cells:SCTyper
ANKRD1	Smooth muscle cells:SCTyper
AOC3	Smooth muscle cells:SCTyper
BGN	Smooth muscle cells:SCTyper
CCN3	Smooth muscle cells:SCTyper
CNN1	Smooth muscle cells:SCTyper
CRABP1	Smooth muscle cells:SCTyper
DES	Smooth muscle cells:SCTyper
DMPK	Smooth muscle cells:SCTyper
EHD2	Smooth muscle cells:SCTyper
FABP4	Smooth muscle cells:SCTyper
FAS	Smooth muscle cells:SCTyper
FBLN5	Smooth muscle cells:SCTyper
FHL2	Smooth muscle cells:SCTyper
GJA4	Smooth muscle cells:SCTyper
GJC1	Smooth muscle cells:SCTyper
HEXIM1	Smooth muscle cells:SCTyper
HHIP	Smooth muscle cells:SCTyper
HSPB6	Smooth muscle cells:SCTyper
ITGA1	Smooth muscle cells:SCTyper
ITGA8	Smooth muscle cells:SCTyper
ITGA9	Smooth muscle cells:SCTyper
JPH2	Smooth muscle cells:SCTyper
KAT2B	Smooth muscle cells:SCTyper
KCNAB1	Smooth muscle cells:SCTyper
KCNMB1	Smooth muscle cells:SCTyper
KIF1C	Smooth muscle cells:SCTyper
LAMB2	Smooth muscle cells:SCTyper
LGR6	Smooth muscle cells:SCTyper
LMO7	Smooth muscle cells:SCTyper
LMOD1	Smooth muscle cells:SCTyper
LOX	Smooth muscle cells:SCTyper
MAP3K7CL	Smooth muscle cells:SCTyper
MFAP5	Smooth muscle cells:SCTyper
MRVI1	Smooth muscle cells:SCTyper
MSRB3	Smooth muscle cells:SCTyper
MUSTN1	Smooth muscle cells:SCTyper
MYH11	Smooth muscle cells:SCTyper
MYH6	Smooth muscle cells:SCTyper
MYL9	Smooth muscle cells:SCTyper
MYLK	Smooth muscle cells:SCTyper
NEXN	Smooth muscle cells:SCTyper
NF2	Smooth muscle cells:SCTyper
NOTCH3	Smooth muscle cells:SCTyper
NOX4	Smooth muscle cells:SCTyper
NRP2	Smooth muscle cells:SCTyper
OBSCN	Smooth muscle cells:SCTyper
OGN	Smooth muscle cells:SCTyper
OTUD1	Smooth muscle cells:SCTyper
PCP4L1	Smooth muscle cells:SCTyper
PDE4DIP	Smooth muscle cells:SCTyper
PDGFD	Smooth muscle cells:SCTyper
PLN	Smooth muscle cells:SCTyper
PLXNA1	Smooth muscle cells:SCTyper
PRXL2C	Smooth muscle cells:SCTyper
RASL12	Smooth muscle cells:SCTyper
RBPMS2	Smooth muscle cells:SCTyper
RGS5	Smooth muscle cells:SCTyper
RPL10	Smooth muscle cells:SCTyper
RPRM	Smooth muscle cells:SCTyper
RRAD	Smooth muscle cells:SCTyper
SEC24D	Smooth muscle cells:SCTyper
SH3BGR	Smooth muscle cells:SCTyper
SLC38A11	Smooth muscle cells:SCTyper
SMOC1	Smooth muscle cells:SCTyper
SMTN	Smooth muscle cells:SCTyper
SNCG	Smooth muscle cells:SCTyper
SOD3	Smooth muscle cells:SCTyper
SPEG	Smooth muscle cells:SCTyper
SPON2	Smooth muscle cells:SCTyper
SSPN	Smooth muscle cells:SCTyper
TAGLN	Smooth muscle cells:SCTyper
TCF21	Smooth muscle cells:SCTyper
VASN	Smooth muscle cells:SCTyper
WFDC1	Smooth muscle cells:SCTyper
WWP2	Smooth muscle cells:SCTyper
ZBTB44	Smooth muscle cells:SCTyper
ANXA8	Keratinocytes:SCTyper
AQP3	Keratinocytes:SCTyper
CALML5	Keratinocytes:SCTyper
CCL2	Keratinocytes:SCTyper
CD24	Keratinocytes:SCTyper
CXCL1	Keratinocytes:SCTyper
DMKN	Keratinocytes:SCTyper
DSC3	Keratinocytes:SCTyper
ENTPD2	Keratinocytes:SCTyper
FGF5	Keratinocytes:SCTyper
FST	Keratinocytes:SCTyper
GJB3	Keratinocytes:SCTyper
ICAM1	Keratinocytes:SCTyper
IL13RA1	Keratinocytes:SCTyper
IRF3	Keratinocytes:SCTyper
IVL	Keratinocytes:SCTyper
KRT1	Keratinocytes:SCTyper
KRT10	Keratinocytes:SCTyper
KRT14	Keratinocytes:SCTyper
KRT15	Keratinocytes:SCTyper
KRT16	Keratinocytes:SCTyper
KRT17	Keratinocytes:SCTyper
KRT36	Keratinocytes:SCTyper
KRT5	Keratinocytes:SCTyper
KRT84	Keratinocytes:SCTyper
LAMA5	Keratinocytes:SCTyper
LAMC2	Keratinocytes:SCTyper
LCN2	Keratinocytes:SCTyper
LGALS7	Keratinocytes:SCTyper
NGFR	Keratinocytes:SCTyper
PI3	Keratinocytes:SCTyper
PKP1	Keratinocytes:SCTyper
PKP3	Keratinocytes:SCTyper
PLEC	Keratinocytes:SCTyper
REL	Keratinocytes:SCTyper
RIPK4	Keratinocytes:SCTyper
S100A14	Keratinocytes:SCTyper
SBSN	Keratinocytes:SCTyper
SFN	Keratinocytes:SCTyper
SGPP1	Keratinocytes:SCTyper
SIRT7	Keratinocytes:SCTyper
SPRR1A	Keratinocytes:SCTyper
SPRR1B	Keratinocytes:SCTyper
TFAP2A	Keratinocytes:SCTyper
TGM1	Keratinocytes:SCTyper
TRIM29	Keratinocytes:SCTyper
CD44	Cancer cells:SCTyper
EPCAM	Cancer cells:SCTyper
ERBB2	Cancer cells:SCTyper
FOLH1	Cancer cells:SCTyper
KRT18	Cancer cells:SCTyper
PROM1	Cancer cells:SCTyper
CD24	Cancer stem cells:SCTyper
CD44	Cancer stem cells:SCTyper
FLOT2	Cancer stem cells:SCTyper
ANPEP	Cancer stem cells:SCTyper
CD44	Cancer stem cells:SCTyper
EPCAM	Cancer stem cells:SCTyper
POU5F1	Cancer stem cells:SCTyper
PROM1	Cancer stem cells:SCTyper
THY1	Cancer stem cells:SCTyper
EPCAM	Cancer cells:SCTyper
ABCG2	Cancer stem cells:SCTyper
ALCAM	Cancer stem cells:SCTyper
ALDH1A1	Cancer stem cells:SCTyper
BMI1	Cancer stem cells:SCTyper
CD24	Cancer stem cells:SCTyper
CD44	Cancer stem cells:SCTyper
KIT	Cancer stem cells:SCTyper
NANOG	Cancer stem cells:SCTyper
NES	Cancer stem cells:SCTyper
PDPN	Cancer stem cells:SCTyper
POU5F1	Cancer stem cells:SCTyper
PROM1	Cancer stem cells:SCTyper
SOX2	Cancer stem cells:SCTyper
THY1	Cancer stem cells:SCTyper
CD44	Cancer cells:SCTyper
MBTPS2	Cancer cells:SCTyper
PARP1	Cancer cells:SCTyper
FUT4	Cancer stem cells:SCTyper
MSI1	Cancer stem cells:SCTyper
NES	Cancer stem cells:SCTyper
PROM1	Cancer stem cells:SCTyper
SOX2	Cancer stem cells:SCTyper
THY1	Cancer stem cells:SCTyper
EPCAM	Cancer stem cells:SCTyper
MYH11	Smooth Muscle cells:SCTyper
TAGLN	Smooth Muscle cells:SCTyper
ACTA2	Smooth Muscle cells:SCTyper
CALD1	Smooth Muscle cells:SCTyper
AMH	Granulosa cells:SCTyper
FOXL2	Granulosa cells:SCTyper
BEX1	Granulosa cells:SCTyper
FST	Granulosa cells:SCTyper
NR5A2	Granulosa cells:SCTyper
DES	Smooth Muscle cells:SCTyper
RARB	Smooth Muscle cells:SCTyper
ACTA2	Smooth Muscle cells:SCTyper
NOTCH3	Smooth Muscle cells:SCTyper
RGS5	Smooth Muscle cells:SCTyper
ADGRL3	Smooth Muscle cells:SCTyper
RCAN2	Smooth Muscle cells:SCTyper
MYH11	Smooth Muscle cells:SCTyper
KCNAB1	Smooth Muscle cells:SCTyper
RGS6	Smooth Muscle cells:SCTyper
CARMN	Smooth Muscle cells:SCTyper
ACTA2	Smooth Muscle cells:SCTyper
CACNA1C	Smooth Muscle cells:SCTyper
INPP4B	Smooth Muscle cells:SCTyper
SYNPO2	Smooth Muscle cells:SCTyper
RYR2	Smooth Muscle cells:SCTyper
AC012409.2	Smooth Muscle cells:SCTyper
NR2F2-AS1	Smooth Muscle cells:SCTyper
TEX41	Smooth Muscle cells:SCTyper
AC131025.2	Smooth Muscle cells:SCTyper
Myocd	Smooth Muscle cells:SCTyper
Ctnna3	Smooth Muscle cells:SCTyper
Dgkb	Smooth Muscle cells:SCTyper
Dmd	Smooth Muscle cells:SCTyper
Myh11	Smooth Muscle cells:SCTyper
Cacna1c	Smooth Muscle cells:SCTyper
Gm38048	Smooth Muscle cells:SCTyper
Dcdc2a	Epithelial cells:SCTyper
Ccdc129	Epithelial cells:SCTyper
Adcy8	Epithelial cells:SCTyper
RMST-1	Epithelial cells:SCTyper
Erbb4	Epithelial cells:SCTyper
Ank3	Epithelial cells:SCTyper
Pkhd1	Epithelial cells:SCTyper
Dlg2	Epithelial cells:SCTyper
Prlr	Epithelial cells:SCTyper
Adgrg2	Epithelial cells:SCTyper
Esrrg	Epithelial cells:SCTyper
Wnt5b	Epithelial cells:SCTyper
Adgrl3	Epithelial cells:SCTyper
Dnah12	Epithelial cells:SCTyper
BC006965	Epithelial cells:SCTyper
Grip1	Epithelial cells:SCTyper
Ntng1	Epithelial cells:SCTyper
Agbl4	Epithelial cells:SCTyper
Csmd1	Epithelial cells:SCTyper
Slc25a21	Epithelial cells:SCTyper
Trps1	Epithelial cells:SCTyper
Npas3	Epithelial cells:SCTyper
Thsd4	Epithelial cells:SCTyper
Kit	Epithelial cells:SCTyper
Dnah11	Epithelial cells:SCTyper
Bmpr1b	Epithelial cells:SCTyper
KRT14	Epithelial cells:SCTyper
ODAM	Epithelial cells:SCTyper
WNT10A	Epithelial cells:SCTyper
IL1A	Epithelial cells:SCTyper
IL1B	Epithelial cells:SCTyper
KRT5	Epithelial cells:SCTyper
SFN	Epithelial cells:SCTyper
FDCSP	Epithelial cells:SCTyper
SLPI	Epithelial cells:SCTyper
CDH1	Epithelial cells:SCTyper
DSC3	Epithelial cells:SCTyper
SPP1	Cancer cells 1:Raghu_Kalluri
MGP	Cancer cells 1:Raghu_Kalluri
S100A6	Cancer cells 1:Raghu_Kalluri
MT2	Cancer cells 1:Raghu_Kalluri
GAPDH	Cancer cells 1:Raghu_Kalluri
LGALS1	Cancer cells 1:Raghu_Kalluri
MT1	Cancer cells 1:Raghu_Kalluri
CST6	Cancer cells 1:Raghu_Kalluri
TM4SF1	Cancer cells 1:Raghu_Kalluri
LGALS3	Cancer cells 1:Raghu_Kalluri
KRT18	Cancer cells 1:Raghu_Kalluri
TPI1	Cancer cells 1:Raghu_Kalluri
VIM	Cancer cells 1:Raghu_Kalluri
CD63	Cancer cells 1:Raghu_Kalluri
HMGA2	Cancer cells 1:Raghu_Kalluri
MIF	Cancer cells 1:Raghu_Kalluri
KRT8	Cancer cells 1:Raghu_Kalluri
COL6A1	Cancer cells 1:Raghu_Kalluri
TSC22D1	Cancer cells 1:Raghu_Kalluri
RPL26	Cancer cells 1:Raghu_Kalluri
OAF	Cancer cells 1:Raghu_Kalluri
PRKG2	Cancer cells 1:Raghu_Kalluri
CD9	Cancer cells 1:Raghu_Kalluri
PKM	Cancer cells 1:Raghu_Kalluri
MEG3	Cancer cells 1:Raghu_Kalluri
RPL32	Cancer cells 1:Raghu_Kalluri
SLC25A4	Cancer cells 1:Raghu_Kalluri
S100A4	Cancer cells 1:Raghu_Kalluri
COL6A2	Cancer cells 1:Raghu_Kalluri
DAP	Cancer cells 1:Raghu_Kalluri
EMP1	Cancer cells 1:Raghu_Kalluri
PHLDA1	Cancer cells 1:Raghu_Kalluri
ANXA1	Cancer cells 1:Raghu_Kalluri
CTSB	Cancer cells 1:Raghu_Kalluri
LMNA	Cancer cells 1:Raghu_Kalluri
APRT	Cancer cells 1:Raghu_Kalluri
ESD	Cancer cells 1:Raghu_Kalluri
TPT1	Cancer cells 1:Raghu_Kalluri
EIF4EBP1	Cancer cells 1:Raghu_Kalluri
PCOLCE	Cancer cells 1:Raghu_Kalluri
ANXA2	Cancer cells 1:Raghu_Kalluri
LDHA	Cancer cells 1:Raghu_Kalluri
HSP90AB1	Cancer cells 1:Raghu_Kalluri
GGCT	Cancer cells 1:Raghu_Kalluri
COL3A1	Cancer cells 1:Raghu_Kalluri
RPL13	Cancer cells 1:Raghu_Kalluri
PTMS	Cancer cells 1:Raghu_Kalluri
NUPR1	Cancer cells 1:Raghu_Kalluri
MPP6	Cancer cells 1:Raghu_Kalluri
TOMM20	Cancer cells 1:Raghu_Kalluri
H1F0	Cancer cells 1:Raghu_Kalluri
TNFRSF12A	Cancer cells 1:Raghu_Kalluri
PPP1R14B	Cancer cells 1:Raghu_Kalluri
S100A11	Cancer cells 1:Raghu_Kalluri
PLA2G7	Cancer cells 1:Raghu_Kalluri
GREM1	Cancer cells 1:Raghu_Kalluri
RHOC	Cancer cells 1:Raghu_Kalluri
PGAM1	Cancer cells 1:Raghu_Kalluri
RPL29	Cancer cells 1:Raghu_Kalluri
RPL5	Cancer cells 1:Raghu_Kalluri
BSG	Cancer cells 1:Raghu_Kalluri
RPL15	Cancer cells 1:Raghu_Kalluri
CAPG	Cancer cells 1:Raghu_Kalluri
TIMP1	Cancer cells 1:Raghu_Kalluri
MLF2	Cancer cells 1:Raghu_Kalluri
TPM4	Cancer cells 1:Raghu_Kalluri
RACK1	Cancer cells 1:Raghu_Kalluri
CPE	Cancer cells 1:Raghu_Kalluri
TIMP2	Cancer cells 1:Raghu_Kalluri
CYB5R3	Cancer cells 1:Raghu_Kalluri
CSRP2	Cancer cells 1:Raghu_Kalluri
S100A16	Cancer cells 1:Raghu_Kalluri
MFGE8	Cancer cells 1:Raghu_Kalluri
SDC1	Cancer cells 1:Raghu_Kalluri
TIMP3	Cancer cells 1:Raghu_Kalluri
TPM1	Cancer cells 1:Raghu_Kalluri
ANK	Cancer cells 1:Raghu_Kalluri
THY1	Cancer cells 1:Raghu_Kalluri
MTAP	Cancer cells 1:Raghu_Kalluri
RPL18A	Cancer cells 1:Raghu_Kalluri
BMP2	Cancer cells 1:Raghu_Kalluri
EEF1G	Cancer cells 1:Raghu_Kalluri
NEAT1	Cancer cells 1:Raghu_Kalluri
YBX3	Cancer cells 1:Raghu_Kalluri
SELENOM	Cancer cells 1:Raghu_Kalluri
S100A10	Cancer cells 1:Raghu_Kalluri
CTSL	Cancer cells 1:Raghu_Kalluri
MAP1LC3B	Cancer cells 1:Raghu_Kalluri
NETO2	Cancer cells 1:Raghu_Kalluri
GSN	Cancer cells 1:Raghu_Kalluri
PHB2	Cancer cells 1:Raghu_Kalluri
CSTB	Cancer cells 1:Raghu_Kalluri
NEDD4	Cancer cells 1:Raghu_Kalluri
USE1	Cancer cells 1:Raghu_Kalluri
CAVIN3	Cancer cells 1:Raghu_Kalluri
RPLP0	Cancer cells 1:Raghu_Kalluri
RPS8	Cancer cells 1:Raghu_Kalluri
PEBP1	Cancer cells 1:Raghu_Kalluri
HSPB1	Cancer cells 1:Raghu_Kalluri
RPL12	Cancer cells 1:Raghu_Kalluri
EIF5A	Cancer cells 1:Raghu_Kalluri
PRRX1	Cancer cells 1:Raghu_Kalluri
FTH1	Cancer cells 1:Raghu_Kalluri
FAM162A	Cancer cells 1:Raghu_Kalluri
RPS12	Cancer cells 1:Raghu_Kalluri
FERMT2	Cancer cells 1:Raghu_Kalluri
ALDOA	Cancer cells 1:Raghu_Kalluri
RPSA	Cancer cells 1:Raghu_Kalluri
IER3	Cancer cells 1:Raghu_Kalluri
RPL7A	Cancer cells 1:Raghu_Kalluri
SFR1	Cancer cells 1:Raghu_Kalluri
EEF2	Cancer cells 1:Raghu_Kalluri
CALD1	Cancer cells 1:Raghu_Kalluri
CCND1	Cancer cells 1:Raghu_Kalluri
ANKRD37	Cancer cells 1:Raghu_Kalluri
GNAS	Cancer cells 1:Raghu_Kalluri
ANXA5	Cancer cells 1:Raghu_Kalluri
IGFBP4	Cancer cells 1:Raghu_Kalluri
RPL23A	Cancer cells 1:Raghu_Kalluri
RPS18	Cancer cells 1:Raghu_Kalluri
FKBP1A	Cancer cells 1:Raghu_Kalluri
KRT19	Cancer cells 1:Raghu_Kalluri
TUBB6	Cancer cells 1:Raghu_Kalluri
PRDX2	Cancer cells 1:Raghu_Kalluri
EVA1B	Cancer cells 1:Raghu_Kalluri
GABARAPL1	Cancer cells 1:Raghu_Kalluri
UBC	Cancer cells 1:Raghu_Kalluri
HDGF	Cancer cells 1:Raghu_Kalluri
AES	Cancer cells 1:Raghu_Kalluri
UQCC2	Cancer cells 1:Raghu_Kalluri
EEF1A1	Cancer cells 1:Raghu_Kalluri
SERPINH1	Cancer cells 1:Raghu_Kalluri
CNBP	Cancer cells 1:Raghu_Kalluri
EEF1B2	Cancer cells 1:Raghu_Kalluri
SERPINF1	Cancer cells 1:Raghu_Kalluri
GADD45A	Cancer cells 1:Raghu_Kalluri
RPS2	Cancer cells 1:Raghu_Kalluri
TXNDC17	Cancer cells 1:Raghu_Kalluri
P4HB	Cancer cells 1:Raghu_Kalluri
RHOB	Cancer cells 1:Raghu_Kalluri
BHLHE40	Cancer cells 1:Raghu_Kalluri
IL33	Cancer cells 1:Raghu_Kalluri
CKS1B	Cancer cells 1:Raghu_Kalluri
DYNLL1	Cancer cells 1:Raghu_Kalluri
NUDT9	Cancer cells 1:Raghu_Kalluri
RPL21	Cancer cells 1:Raghu_Kalluri
CAV1	Cancer cells 1:Raghu_Kalluri
VDAC2	Cancer cells 1:Raghu_Kalluri
GSTO1	Cancer cells 1:Raghu_Kalluri
ERRFI1	Cancer cells 1:Raghu_Kalluri
TWIST2	Cancer cells 1:Raghu_Kalluri
AHNAK	Cancer cells 1:Raghu_Kalluri
ARPC1B	Cancer cells 1:Raghu_Kalluri
FBLN2	Cancer cells 1:Raghu_Kalluri
IRX3	Cancer cells 1:Raghu_Kalluri
SOX9	Cancer cells 1:Raghu_Kalluri
GPX4	Cancer cells 1:Raghu_Kalluri
RPL23	Cancer cells 1:Raghu_Kalluri
COX4I1	Cancer cells 1:Raghu_Kalluri
RAB7	Cancer cells 1:Raghu_Kalluri
STRAP	Cancer cells 1:Raghu_Kalluri
NUDT4	Cancer cells 1:Raghu_Kalluri
EPS8	Cancer cells 1:Raghu_Kalluri
SELENOF	Cancer cells 1:Raghu_Kalluri
COL6A3	Cancer cells 1:Raghu_Kalluri
CNIH1	Cancer cells 1:Raghu_Kalluri
IGFBP7	Cancer cells 1:Raghu_Kalluri
TMED10	Cancer cells 1:Raghu_Kalluri
CXCL1	Cancer cells 1:Raghu_Kalluri
HBEGF	Cancer cells 1:Raghu_Kalluri
CYR61	Cancer cells 1:Raghu_Kalluri
NACA	Cancer cells 1:Raghu_Kalluri
NT5DC2	Cancer cells 1:Raghu_Kalluri
BOK	Cancer cells 1:Raghu_Kalluri
COL8A1	Cancer cells 1:Raghu_Kalluri
RBPMS	Cancer cells 1:Raghu_Kalluri
ATP5D	Cancer cells 1:Raghu_Kalluri
MBNL2	Cancer cells 1:Raghu_Kalluri
TINAGL1	Cancer cells 1:Raghu_Kalluri
FSTL1	Cancer cells 1:Raghu_Kalluri
