Genes	Subtype
DUSP3	Endothelial cells:Raghu_Kalluri
CSRP1	Endothelial cells:Raghu_Kalluri
MXD4	Endothelial cells:Raghu_Kalluri
RSU1	Endothelial cells:Raghu_Kalluri
GADD45G	Endothelial cells:Raghu_Kalluri
KLF4	Endothelial cells:Raghu_Kalluri
ITM2C	Endothelial cells:Raghu_Kalluri
PTMS	Endothelial cells:Raghu_Kalluri
CALM1	Endothelial cells:Raghu_Kalluri
TMEM176A	Endothelial cells:Raghu_Kalluri
QK	Endothelial cells:Raghu_Kalluri
LMO2	Endothelial cells:Raghu_Kalluri
FCGRT	Endothelial cells:Raghu_Kalluri
DEGS1	Endothelial cells:Raghu_Kalluri
LMNA	Endothelial cells:Raghu_Kalluri
MARCKSL1	Endothelial cells:Raghu_Kalluri
SERPINB6A	Endothelial cells:Raghu_Kalluri
GNB1	Endothelial cells:Raghu_Kalluri
EVA1B	Endothelial cells:Raghu_Kalluri
CTSL	Endothelial cells:Raghu_Kalluri
SOD1	Endothelial cells:Raghu_Kalluri
GIMAP5	Endothelial cells:Raghu_Kalluri
SLC3A2	Endothelial cells:Raghu_Kalluri
SOCS3	Endothelial cells:Raghu_Kalluri
BNIP2	Endothelial cells:Raghu_Kalluri
BST2	Endothelial cells:Raghu_Kalluri
TMEM59	Endothelial cells:Raghu_Kalluri
SH3BGRL	Endothelial cells:Raghu_Kalluri
NUDT4	Endothelial cells:Raghu_Kalluri
GLUL	Endothelial cells:Raghu_Kalluri
SERTAD1	Endothelial cells:Raghu_Kalluri
CYB5R3	Endothelial cells:Raghu_Kalluri
NDUFA8	Endothelial cells:Raghu_Kalluri
DYNLL1	Endothelial cells:Raghu_Kalluri
ABHD17A	Endothelial cells:Raghu_Kalluri
SELENOF	Endothelial cells:Raghu_Kalluri
KLF2	Endothelial cells:Raghu_Kalluri
CYB5A	Endothelial cells:Raghu_Kalluri
FLI1	Endothelial cells:Raghu_Kalluri
TUBA1A	Endothelial cells:Raghu_Kalluri
RAB5C	Endothelial cells:Raghu_Kalluri
ZBTB20	Endothelial cells:Raghu_Kalluri
LGALS9	Endothelial cells:Raghu_Kalluri
YWHAH	Endothelial cells:Raghu_Kalluri
ANXA5	Endothelial cells:Raghu_Kalluri
DUSP1	Endothelial cells:Raghu_Kalluri
FABP5	Endothelial cells:Raghu_Kalluri
BSG	Endothelial cells:Raghu_Kalluri
RBMS1	Endothelial cells:Raghu_Kalluri
GIMAP6	Endothelial cells:Raghu_Kalluri
ZFP36L1	Endothelial cells:Raghu_Kalluri
SDCBP	Endothelial cells:Raghu_Kalluri
FOS	Endothelial cells:Raghu_Kalluri
DDX3X	Endothelial cells:Raghu_Kalluri
SERINC3	Endothelial cells:Raghu_Kalluri
CAPNS1	Endothelial cells:Raghu_Kalluri
PPP1R15A	Endothelial cells:Raghu_Kalluri
YWHAQ	Endothelial cells:Raghu_Kalluri
ETS1	Endothelial cells:Raghu_Kalluri
HSP90AB1	Endothelial cells:Raghu_Kalluri
DNAJA1	Endothelial cells:Raghu_Kalluri
ATP5J	Endothelial cells:Raghu_Kalluri
TXNIP	Endothelial cells:Raghu_Kalluri
NFKBIA	Endothelial cells:Raghu_Kalluri
SNX3	Endothelial cells:Raghu_Kalluri
MYL6	Endothelial cells:Raghu_Kalluri
TSPAN13	Endothelial cells:Raghu_Kalluri
43526	Endothelial cells:Raghu_Kalluri
TAGLN2	Endothelial cells:Raghu_Kalluri
UBC	Endothelial cells:Raghu_Kalluri
MYL12A	Endothelial cells:Raghu_Kalluri
PPIA	Endothelial cells:Raghu_Kalluri
UBB	Endothelial cells:Raghu_Kalluri
PRDX1	Endothelial cells:Raghu_Kalluri
GNG5	Endothelial cells:Raghu_Kalluri
TMED10	Endothelial cells:Raghu_Kalluri
TPM3	Endothelial cells:Raghu_Kalluri
IER2	Endothelial cells:Raghu_Kalluri
NDUFC2	Endothelial cells:Raghu_Kalluri
SLC38A2	Endothelial cells:Raghu_Kalluri
LY6E	Endothelial cells:Raghu_Kalluri
RAC1	Endothelial cells:Raghu_Kalluri
SH3GLB1	Endothelial cells:Raghu_Kalluri
YBX1	Endothelial cells:Raghu_Kalluri
UQCRB	Endothelial cells:Raghu_Kalluri
EGR1	Endothelial cells:Raghu_Kalluri
CLIC1	Endothelial cells:Raghu_Kalluri
SAT1	Endothelial cells:Raghu_Kalluri
CCL21	lymphatic_Endothelial cells:Qin et al 2023
TFF3	lymphatic_Endothelial cells:Qin et al 2023
MMRN1	lymphatic_Endothelial cells:Qin et al 2023
EFEMP1	lymphatic_Endothelial cells:Qin et al 2023
TFPI	lymphatic_Endothelial cells:Qin et al 2023
APOD	lymphatic_Endothelial cells:Qin et al 2023
PROX1	lymphatic_Endothelial cells:Qin et al 2023
LYVE1	lymphatic_Endothelial cells:Qin et al 2023
PDPN	lymphatic_Endothelial cells:Qin et al 2023
NTS	lymphatic_Endothelial cells:Qin et al 2023
RBP1	lymphatic_Endothelial cells:Qin et al 2023
AKAP12	lymphatic_Endothelial cells:Qin et al 2023
FABP4	lymphatic_Endothelial cells:Qin et al 2023
GYPC	lymphatic_Endothelial cells:Qin et al 2023
PPFIBP1	lymphatic_Endothelial cells:Qin et al 2023
LAPTM5	lymphatic_Endothelial cells:Qin et al 2023
STMN1	lymphatic_Endothelial cells:Qin et al 2023
RGS16	lymphatic_Endothelial cells:Qin et al 2023
IGF1	lymphatic_Endothelial cells:Qin et al 2023
PTPRE	lymphatic_Endothelial cells:Qin et al 2023
RELN	lymphatic_Endothelial cells:Qin et al 2023
NR2F1	lymphatic_Endothelial cells:Qin et al 2023
ARL4A	lymphatic_Endothelial cells:Qin et al 2023
DOCK5	lymphatic_Endothelial cells:Qin et al 2023
LIMS1	lymphatic_Endothelial cells:Qin et al 2023
TIMP1	lymphatic_Endothelial cells:Qin et al 2023
NUPR1	lymphatic_Endothelial cells:Qin et al 2023
FXYD6	lymphatic_Endothelial cells:Qin et al 2023
TBX1	lymphatic_Endothelial cells:Qin et al 2023
MFAP4	lymphatic_Endothelial cells:Qin et al 2023
CCDC80	lymphatic_Endothelial cells:Qin et al 2023
PPP1R2	lymphatic_Endothelial cells:Qin et al 2023
NRP2	lymphatic_Endothelial cells:Qin et al 2023
SNCG	lymphatic_Endothelial cells:Qin et al 2023
EFNA5	lymphatic_Endothelial cells:Qin et al 2023
MAF	lymphatic_Endothelial cells:Qin et al 2023
VPS35L	lymphatic_Endothelial cells:Qin et al 2023
ADD3	lymphatic_Endothelial cells:Qin et al 2023
PARD6G	lymphatic_Endothelial cells:Qin et al 2023
CHRDL1	lymphatic_Endothelial cells:Qin et al 2023
MDK	lymphatic_Endothelial cells:Qin et al 2023
ANXA2	lymphatic_Endothelial cells:Qin et al 2023
MRC1	lymphatic_Endothelial cells:Qin et al 2023
TSTA3	lymphatic_Endothelial cells:Qin et al 2023
S100A10	lymphatic_Endothelial cells:Qin et al 2023
IGLC3	lymphatic_Endothelial cells:Qin et al 2023
ARL6IP1	lymphatic_Endothelial cells:Qin et al 2023
ADIRF	lymphatic_Endothelial cells:Qin et al 2023
RARRES2	lymphatic_Endothelial cells:Qin et al 2023
ATP5F1E	lymphatic_Endothelial cells:Qin et al 2023
COL4A1	tip_like_Endothelial cells:Qin et al 2023
COL4A2	tip_like_Endothelial cells:Qin et al 2023
ESM1	tip_like_Endothelial cells:Qin et al 2023
SPARC	tip_like_Endothelial cells:Qin et al 2023
CA2	tip_like_Endothelial cells:Qin et al 2023
INSR	tip_like_Endothelial cells:Qin et al 2023
IGFBP3	tip_like_Endothelial cells:Qin et al 2023
HTRA1	tip_like_Endothelial cells:Qin et al 2023
VWA1	tip_like_Endothelial cells:Qin et al 2023
MCAM	tip_like_Endothelial cells:Qin et al 2023
CDH13	tip_like_Endothelial cells:Qin et al 2023
COL15A1	tip_like_Endothelial cells:Qin et al 2023
PLVAP	tip_like_Endothelial cells:Qin et al 2023
THY1	tip_like_Endothelial cells:Qin et al 2023
ANGPT2	tip_like_Endothelial cells:Qin et al 2023
LGALS1	tip_like_Endothelial cells:Qin et al 2023
HSPG2	tip_like_Endothelial cells:Qin et al 2023
EDNRB	tip_like_Endothelial cells:Qin et al 2023
RGCC	tip_like_Endothelial cells:Qin et al 2023
TNFRSF4	tip_like_Endothelial cells:Qin et al 2023
LAMA4	tip_like_Endothelial cells:Qin et al 2023
IVNS1ABP	tip_like_Endothelial cells:Qin et al 2023
TP53I11	tip_like_Endothelial cells:Qin et al 2023
SPP1	tip_like_Endothelial cells:Qin et al 2023
PXDN	tip_like_Endothelial cells:Qin et al 2023
FOLH1	tip_like_Endothelial cells:Qin et al 2023
IGFBP7	tip_like_Endothelial cells:Qin et al 2023
PGF	tip_like_Endothelial cells:Qin et al 2023
LBH	tip_like_Endothelial cells:Qin et al 2023
NID1	tip_like_Endothelial cells:Qin et al 2023
SERPINI1	tip_like_Endothelial cells:Qin et al 2023
ANGPTL2	tip_like_Endothelial cells:Qin et al 2023
FLT1	tip_like_Endothelial cells:Qin et al 2023
COL18A1	tip_like_Endothelial cells:Qin et al 2023
MIR4435-2HG	tip_like_Endothelial cells:Qin et al 2023
YWHAH	tip_like_Endothelial cells:Qin et al 2023
KCNE3	tip_like_Endothelial cells:Qin et al 2023
MLEC	tip_like_Endothelial cells:Qin et al 2023
GABRD	tip_like_Endothelial cells:Qin et al 2023
ITGB1	tip_like_Endothelial cells:Qin et al 2023
FSTL1	tip_like_Endothelial cells:Qin et al 2023
SEMA3F	tip_like_Endothelial cells:Qin et al 2023
MYO1B	tip_like_Endothelial cells:Qin et al 2023
KDR	tip_like_Endothelial cells:Qin et al 2023
LAMC1	tip_like_Endothelial cells:Qin et al 2023
PDGFD	tip_like_Endothelial cells:Qin et al 2023
CALM1	tip_like_Endothelial cells:Qin et al 2023
MMP14	tip_like_Endothelial cells:Qin et al 2023
LAMB1	tip_like_Endothelial cells:Qin et al 2023
APLN	tip_like_Endothelial cells:Qin et al 2023
ACKR1	venous_Endothelial cells:Qin et al 2023
CLU	venous_Endothelial cells:Qin et al 2023
POSTN	venous_Endothelial cells:Qin et al 2023
CPE	venous_Endothelial cells:Qin et al 2023
ADIRF	venous_Endothelial cells:Qin et al 2023
PTGDS	venous_Endothelial cells:Qin et al 2023
DUSP23	venous_Endothelial cells:Qin et al 2023
C7	venous_Endothelial cells:Qin et al 2023
VCAM1	venous_Endothelial cells:Qin et al 2023
CCL14	venous_Endothelial cells:Qin et al 2023
SELP	venous_Endothelial cells:Qin et al 2023
CYP1B1	venous_Endothelial cells:Qin et al 2023
NR2F2	venous_Endothelial cells:Qin et al 2023
SELE	venous_Endothelial cells:Qin et al 2023
NPC2	venous_Endothelial cells:Qin et al 2023
ZNF385D	venous_Endothelial cells:Qin et al 2023
PRCP	venous_Endothelial cells:Qin et al 2023
NNMT	venous_Endothelial cells:Qin et al 2023
IL1R1	venous_Endothelial cells:Qin et al 2023
CCL23	venous_Endothelial cells:Qin et al 2023
ACTN1	venous_Endothelial cells:Qin et al 2023
ADGRG6	venous_Endothelial cells:Qin et al 2023
FBLN2	venous_Endothelial cells:Qin et al 2023
TPD52L1	venous_Endothelial cells:Qin et al 2023
TIMP1	venous_Endothelial cells:Qin et al 2023
RPS18	venous_Endothelial cells:Qin et al 2023
CCN2	venous_Endothelial cells:Qin et al 2023
RPS6	venous_Endothelial cells:Qin et al 2023
HAPLN3	venous_Endothelial cells:Qin et al 2023
TSHZ2	venous_Endothelial cells:Qin et al 2023
RPL34	venous_Endothelial cells:Qin et al 2023
TGFBR3	venous_Endothelial cells:Qin et al 2023
VCAN	venous_Endothelial cells:Qin et al 2023
RPS2	venous_Endothelial cells:Qin et al 2023
LRRC1	venous_Endothelial cells:Qin et al 2023
COL3A1	venous_Endothelial cells:Qin et al 2023
VWF	venous_Endothelial cells:Qin et al 2023
NUAK1	venous_Endothelial cells:Qin et al 2023
ARL4A	venous_Endothelial cells:Qin et al 2023
IL33	venous_Endothelial cells:Qin et al 2023
RPL26	venous_Endothelial cells:Qin et al 2023
RPL12	venous_Endothelial cells:Qin et al 2023
SNCG	venous_Endothelial cells:Qin et al 2023
RPS8	venous_Endothelial cells:Qin et al 2023
RPL7	venous_Endothelial cells:Qin et al 2023
CPXM2	venous_Endothelial cells:Qin et al 2023
RPL3	venous_Endothelial cells:Qin et al 2023
RPL32	venous_Endothelial cells:Qin et al 2023
ADAMTS9	venous_Endothelial cells:Qin et al 2023
NTS	venous_Endothelial cells:Qin et al 2023
