Genes	Subtype
SIRPB1C	Myeloid cells 1:Raghu_Kalluri
ITGB5	Myeloid cells 1:Raghu_Kalluri
IFI207	Myeloid cells 1:Raghu_Kalluri
HK2	Myeloid cells 1:Raghu_Kalluri
FAM213B	Myeloid cells 1:Raghu_Kalluri
P2RX4	Myeloid cells 1:Raghu_Kalluri
ABHD12	Myeloid cells 1:Raghu_Kalluri
ADAM15	Myeloid cells 1:Raghu_Kalluri
QK	Myeloid cells 1:Raghu_Kalluri
PLXND1	Myeloid cells 1:Raghu_Kalluri
FRMD4B	Myeloid cells 1:Raghu_Kalluri
TPP1	Myeloid cells 1:Raghu_Kalluri
NCF1	Myeloid cells 1:Raghu_Kalluri
SLC6A6	Myeloid cells 1:Raghu_Kalluri
RASSF4	Myeloid cells 1:Raghu_Kalluri
CD38	Myeloid cells 1:Raghu_Kalluri
PLA2G15	Myeloid cells 1:Raghu_Kalluri
NAAA	Myeloid cells 1:Raghu_Kalluri
DUSP3	Myeloid cells 1:Raghu_Kalluri
PILRA	Myeloid cells 1:Raghu_Kalluri
HIF1A	Myeloid cells 1:Raghu_Kalluri
TMSB4X	Myeloid cells 1:Raghu_Kalluri
ATP6AP1	Myeloid cells 1:Raghu_Kalluri
PLEKHO1	Myeloid cells 1:Raghu_Kalluri
RGS2	Myeloid cells 1:Raghu_Kalluri
NFKBIZ	Myeloid cells 1:Raghu_Kalluri
IL4RA	Myeloid cells 1:Raghu_Kalluri
PTPN1	Myeloid cells 1:Raghu_Kalluri
H2-AA	Myeloid cells 1:Raghu_Kalluri
BASP1	Myeloid cells 1:Raghu_Kalluri
SNX5	Myeloid cells 1:Raghu_Kalluri
SH3BGRL	Myeloid cells 1:Raghu_Kalluri
TPD52	Myeloid cells 1:Raghu_Kalluri
JAML	Myeloid cells 1:Raghu_Kalluri
H2-EB1	Myeloid cells 1:Raghu_Kalluri
BRI3	Myeloid cells 1:Raghu_Kalluri
DBI	Myeloid cells 1:Raghu_Kalluri
ATP2B1	Myeloid cells 1:Raghu_Kalluri
AP2S1	Myeloid cells 1:Raghu_Kalluri
PIM1	Myeloid cells 1:Raghu_Kalluri
AKR1A1	Myeloid cells 1:Raghu_Kalluri
ANXA5	Myeloid cells 1:Raghu_Kalluri
H2-AB1	Myeloid cells 1:Raghu_Kalluri
ATP1A1	Myeloid cells 1:Raghu_Kalluri
FAM174A	Myeloid cells 1:Raghu_Kalluri
ITM2C	Myeloid cells 1:Raghu_Kalluri
SMPDL3A	Myeloid cells 1:Raghu_Kalluri
NCF4	Myeloid cells 1:Raghu_Kalluri
CARD19	Myeloid cells 1:Raghu_Kalluri
GDPD3	Myeloid cells 1:Raghu_Kalluri
NR4A1	Myeloid cells 1:Raghu_Kalluri
MARCKSL1	Myeloid cells 1:Raghu_Kalluri
GNG5	Myeloid cells 1:Raghu_Kalluri
BLVRB	Myeloid cells 1:Raghu_Kalluri
AHNAK	Myeloid cells 1:Raghu_Kalluri
ATP6V1G1	Myeloid cells 1:Raghu_Kalluri
LAMTOR1	Myeloid cells 1:Raghu_Kalluri
TMEM14C	Myeloid cells 1:Raghu_Kalluri
GNAI2	Myeloid cells 1:Raghu_Kalluri
HSP90B1	Myeloid cells 1:Raghu_Kalluri
CANX	Myeloid cells 1:Raghu_Kalluri
NFKBIA	Myeloid cells 1:Raghu_Kalluri
RETNLA	Myeloid cells 1:Raghu_Kalluri
TNFAIP3	Myeloid cells 1:Raghu_Kalluri
CD74	Myeloid cells 1:Raghu_Kalluri
JUN	Myeloid cells 1:Raghu_Kalluri
GNGT2	Myeloid cells 1:Raghu_Kalluri
SH3GLB1	Myeloid cells 1:Raghu_Kalluri
CD44	Myeloid cells 1:Raghu_Kalluri
PLAUR	Myeloid cells 1:Raghu_Kalluri
LAMTOR4	Myeloid cells 1:Raghu_Kalluri
SRGN	Myeloid cells 1:Raghu_Kalluri
JUNB	Myeloid cells 1:Raghu_Kalluri
ARPC1B	Myeloid cells 1:Raghu_Kalluri
FABP5	Myeloid cells 1:Raghu_Kalluri
CD81	Myeloid cells 1:Raghu_Kalluri
RAC1	Myeloid cells 1:Raghu_Kalluri
IQGAP1	Myeloid cells 1:Raghu_Kalluri
RAP1B	Myeloid cells 1:Raghu_Kalluri
CAPZA2	Myeloid cells 1:Raghu_Kalluri
PITPNA	Myeloid cells 1:Raghu_Kalluri
FXYD5	Myeloid cells 1:Raghu_Kalluri
CRIP1	Myeloid cells 1:Raghu_Kalluri
RPS27L	Myeloid cells 1:Raghu_Kalluri
ATPIF1	Myeloid cells 1:Raghu_Kalluri
COTL1	Myeloid cells 1:Raghu_Kalluri
CALR	Myeloid cells 1:Raghu_Kalluri
SERF2	Myeloid cells 1:Raghu_Kalluri
GDI2	Myeloid cells 1:Raghu_Kalluri
SNX3	Myeloid cells 1:Raghu_Kalluri
UQCR11	Myeloid cells 1:Raghu_Kalluri
EGR1	Myeloid cells 1:Raghu_Kalluri
COPS9	Myeloid cells 1:Raghu_Kalluri
TSPO	Myeloid cells 1:Raghu_Kalluri
EMP3	Myeloid cells 1:Raghu_Kalluri
ZFP36L1	Myeloid cells 1:Raghu_Kalluri
COX5A	Myeloid cells 1:Raghu_Kalluri
ACP5	Myeloid cells 1:Raghu_Kalluri
GPX4	Myeloid cells 1:Raghu_Kalluri
MT2	Myeloid cells 1:Raghu_Kalluri
TXN1	Myeloid cells 1:Raghu_Kalluri
RETNLA	Myeloid cells 2:Raghu_Kalluri
CCL6	Myeloid cells 2:Raghu_Kalluri
LYZ2	Myeloid cells 2:Raghu_Kalluri
PSAP	Myeloid cells 2:Raghu_Kalluri
LYZ1	Myeloid cells 2:Raghu_Kalluri
EAR2	Myeloid cells 2:Raghu_Kalluri
FN1	Myeloid cells 2:Raghu_Kalluri
CCL9	Myeloid cells 2:Raghu_Kalluri
CRIP1	Myeloid cells 2:Raghu_Kalluri
CTSD	Myeloid cells 2:Raghu_Kalluri
GPX1	Myeloid cells 2:Raghu_Kalluri
C1QB	Myeloid cells 2:Raghu_Kalluri
CCR2	Myeloid cells 2:Raghu_Kalluri
CTSC	Myeloid cells 2:Raghu_Kalluri
FCRLS	Myeloid cells 2:Raghu_Kalluri
ALOX5AP	Myeloid cells 2:Raghu_Kalluri
H2-DMB1	Myeloid cells 2:Raghu_Kalluri
H2-DMA	Myeloid cells 2:Raghu_Kalluri
WFDC17	Myeloid cells 2:Raghu_Kalluri
C1QA	Myeloid cells 2:Raghu_Kalluri
GM2A	Myeloid cells 2:Raghu_Kalluri
FCER1G	Myeloid cells 2:Raghu_Kalluri
CFP	Myeloid cells 2:Raghu_Kalluri
TYROBP	Myeloid cells 2:Raghu_Kalluri
CXCL2	Myeloid cells 2:Raghu_Kalluri
GDA	Myeloid cells 2:Raghu_Kalluri
AHNAK	Myeloid cells 2:Raghu_Kalluri
LPL	Myeloid cells 2:Raghu_Kalluri
CLEC4A2	Myeloid cells 2:Raghu_Kalluri
EFHD2	Myeloid cells 2:Raghu_Kalluri
FCGR2B	Myeloid cells 2:Raghu_Kalluri
BATF3	Myeloid cells 2:Raghu_Kalluri
BC005537	Myeloid cells 2:Raghu_Kalluri
MRC1	Myeloid cells 2:Raghu_Kalluri
KCTD12	Myeloid cells 2:Raghu_Kalluri
GRN	Myeloid cells 2:Raghu_Kalluri
NAAA	Myeloid cells 2:Raghu_Kalluri
MCUB	Myeloid cells 2:Raghu_Kalluri
PRCP	Myeloid cells 2:Raghu_Kalluri
PLTP	Myeloid cells 2:Raghu_Kalluri
FLNA	Myeloid cells 2:Raghu_Kalluri
SDC3	Myeloid cells 2:Raghu_Kalluri
C1QC	Myeloid cells 2:Raghu_Kalluri
FOSL2	Myeloid cells 2:Raghu_Kalluri
FURIN	Myeloid cells 2:Raghu_Kalluri
ZEB2	Myeloid cells 2:Raghu_Kalluri
RBPJ	Myeloid cells 2:Raghu_Kalluri
PLXND1	Myeloid cells 2:Raghu_Kalluri
ZYX	Myeloid cells 2:Raghu_Kalluri
CCL24	Myeloid cells 2:Raghu_Kalluri
TGFBI	Myeloid cells 2:Raghu_Kalluri
PTAFR	Myeloid cells 2:Raghu_Kalluri
ITGAM	Myeloid cells 2:Raghu_Kalluri
CCR5	Myeloid cells 2:Raghu_Kalluri
DOK2	Myeloid cells 2:Raghu_Kalluri
PRKCD	Myeloid cells 2:Raghu_Kalluri
METRNL	Myeloid cells 2:Raghu_Kalluri
UNC119	Myeloid cells 2:Raghu_Kalluri
OLFM1	Myeloid cells 2:Raghu_Kalluri
APLP2	Myeloid cells 2:Raghu_Kalluri
PLD4	Myeloid cells 2:Raghu_Kalluri
CLEC4B1	Myeloid cells 2:Raghu_Kalluri
F10	Myeloid cells 2:Raghu_Kalluri
ADAM15	Myeloid cells 2:Raghu_Kalluri
IFITM6	Myeloid cells 2:Raghu_Kalluri
FCGR3	Myeloid cells 2:Raghu_Kalluri
HMOX1	Myeloid cells 2:Raghu_Kalluri
NFAM1	Myeloid cells 2:Raghu_Kalluri
RAB8B	Myeloid cells 2:Raghu_Kalluri
MGL2	Myeloid cells 2:Raghu_Kalluri
CSF1R	Myeloid cells 2:Raghu_Kalluri
F13A1	Myeloid cells 2:Raghu_Kalluri
LILR4B	Myeloid cells 2:Raghu_Kalluri
SIRPA	Myeloid cells 2:Raghu_Kalluri
RASSF4	Myeloid cells 2:Raghu_Kalluri
TBXAS1	Myeloid cells 2:Raghu_Kalluri
DAPK1	Myeloid cells 2:Raghu_Kalluri
PID1	Myeloid cells 2:Raghu_Kalluri
ZFP703	Myeloid cells 2:Raghu_Kalluri
TNIP3	Myeloid cells 2:Raghu_Kalluri
EGR2	Myeloid cells 2:Raghu_Kalluri
CLEC4A3	Myeloid cells 2:Raghu_Kalluri
IL6	Myeloid cells 2:Raghu_Kalluri
DUSP3	Myeloid cells 2:Raghu_Kalluri
PILRA	Myeloid cells 2:Raghu_Kalluri
ADSSL1	Myeloid cells 2:Raghu_Kalluri
LTB4R1	Myeloid cells 2:Raghu_Kalluri
TEP1	Myeloid cells 2:Raghu_Kalluri
SOCS6	Myeloid cells 2:Raghu_Kalluri
5031439G07RIK	Myeloid cells 2:Raghu_Kalluri
HOPX	Myeloid cells 2:Raghu_Kalluri
DAGLB	Myeloid cells 2:Raghu_Kalluri
TMEM154	Myeloid cells 2:Raghu_Kalluri
ALDH1A2	Myeloid cells 2:Raghu_Kalluri
GFRA2	Myeloid cells 2:Raghu_Kalluri
HEXA	Myeloid cells 2:Raghu_Kalluri
GATM	Myeloid cells 2:Raghu_Kalluri
DUSP1	Myeloid cells 2:Raghu_Kalluri
SLAMF9	Myeloid cells 2:Raghu_Kalluri
CYSLTR1	Myeloid cells 2:Raghu_Kalluri
LGALS3	Myeloid cells 2:Raghu_Kalluri
HSP90B1	Myeloid cells 2:Raghu_Kalluri
CTSS	Myeloid cells 2:Raghu_Kalluri
NRROS	Myeloid cells 2:Raghu_Kalluri
IL1RN	Myeloid cells 2:Raghu_Kalluri
DAB2	Myeloid cells 2:Raghu_Kalluri
H2-EB1	Myeloid cells 2:Raghu_Kalluri
IRF2BP2	Myeloid cells 2:Raghu_Kalluri
MT1	Myeloid cells 2:Raghu_Kalluri
IFITM3	Myeloid cells 2:Raghu_Kalluri
CCL2	Myeloid cells 2:Raghu_Kalluri
H2-AB1	Myeloid cells 2:Raghu_Kalluri
KLF4	Myeloid cells 2:Raghu_Kalluri
FES	Myeloid cells 2:Raghu_Kalluri
CD14	Myeloid cells 2:Raghu_Kalluri
PIRB	Myeloid cells 2:Raghu_Kalluri
CEBPB	Myeloid cells 2:Raghu_Kalluri
ATP6V1B2	Myeloid cells 2:Raghu_Kalluri
HK2	Myeloid cells 2:Raghu_Kalluri
PTPRE	Myeloid cells 2:Raghu_Kalluri
ZFP36	Myeloid cells 2:Raghu_Kalluri
RNF141	Myeloid cells 2:Raghu_Kalluri
AP2A2	Myeloid cells 2:Raghu_Kalluri
FTL1	Myeloid cells 2:Raghu_Kalluri
CSF2RA	Myeloid cells 2:Raghu_Kalluri
GM1673	Myeloid cells 2:Raghu_Kalluri
LIFR	Myeloid cells 2:Raghu_Kalluri
PIRA2	Myeloid cells 2:Raghu_Kalluri
FOSB	Myeloid cells 2:Raghu_Kalluri
LAPTM5	Myeloid cells 2:Raghu_Kalluri
ANXA2	Myeloid cells 2:Raghu_Kalluri
FGFR1	Myeloid cells 2:Raghu_Kalluri
RYR1	Myeloid cells 2:Raghu_Kalluri
CCRL2	Myeloid cells 2:Raghu_Kalluri
CTSZ	Myeloid cells 2:Raghu_Kalluri
PPP1R21	Myeloid cells 2:Raghu_Kalluri
CYTH4	Myeloid cells 2:Raghu_Kalluri
ACTG1	Myeloid cells 2:Raghu_Kalluri
SEMA4A	Myeloid cells 2:Raghu_Kalluri
BHLHE40	Myeloid cells 2:Raghu_Kalluri
RPS6KA3	Myeloid cells 2:Raghu_Kalluri
MCL1	Myeloid cells 2:Raghu_Kalluri
TRF	Myeloid cells 2:Raghu_Kalluri
MYADM	Myeloid cells 2:Raghu_Kalluri
CYBB	Myeloid cells 2:Raghu_Kalluri
RPS27L	Myeloid cells 2:Raghu_Kalluri
CMTM3	Myeloid cells 2:Raghu_Kalluri
MARCKS	Myeloid cells 2:Raghu_Kalluri
NFKBIZ	Myeloid cells 2:Raghu_Kalluri
COLGALT1	Myeloid cells 2:Raghu_Kalluri
S100A4	Myeloid cells 2:Raghu_Kalluri
HACD4	Myeloid cells 2:Raghu_Kalluri
H2-AA	Myeloid cells 2:Raghu_Kalluri
TMEM176B	Myeloid cells 2:Raghu_Kalluri
TUBB2A	Myeloid cells 2:Raghu_Kalluri
TMSB4X	Myeloid cells 2:Raghu_Kalluri
CBFA2T3	Myeloid cells 2:Raghu_Kalluri
LAMP2	Myeloid cells 2:Raghu_Kalluri
PLEKHO1	Myeloid cells 2:Raghu_Kalluri
VSIR	Myeloid cells 2:Raghu_Kalluri
SEM1	Myeloid cells 2:Raghu_Kalluri
ERP29	Myeloid cells 2:Raghu_Kalluri
MFSD14B	Myeloid cells 2:Raghu_Kalluri
43719	Myeloid cells 2:Raghu_Kalluri
TMEM106A	Myeloid cells 2:Raghu_Kalluri
FAR1	Myeloid cells 2:Raghu_Kalluri
MPEG1	Myeloid cells 2:Raghu_Kalluri
CDKN1A	Myeloid cells 2:Raghu_Kalluri
PLEKHO2	Myeloid cells 2:Raghu_Kalluri
HIF1A	Myeloid cells 2:Raghu_Kalluri
PLIN2	Myeloid cells 2:Raghu_Kalluri
CSF2RB	Myeloid cells 2:Raghu_Kalluri
ACLY	Myeloid cells 2:Raghu_Kalluri
TM6SF1	Myeloid cells 2:Raghu_Kalluri
PIP4K2A	Myeloid cells 2:Raghu_Kalluri
EPS8	Myeloid cells 2:Raghu_Kalluri
DIAPH1	Myeloid cells 2:Raghu_Kalluri
C4B	Myeloid cells 2:Raghu_Kalluri
RAPH1	Myeloid cells 2:Raghu_Kalluri
CYP4F18	Myeloid cells 2:Raghu_Kalluri
DHRS3	Myeloid cells 2:Raghu_Kalluri
COTL1	Myeloid cells 2:Raghu_Kalluri
CLEC4A1	Myeloid cells 2:Raghu_Kalluri
ACTB	Myeloid cells 2:Raghu_Kalluri
NCF2	Myeloid cells 2:Raghu_Kalluri
ATOX1	Myeloid cells 2:Raghu_Kalluri
CD44	Myeloid cells 2:Raghu_Kalluri
PGD	Myeloid cells 2:Raghu_Kalluri
LY86	Myeloid cells 2:Raghu_Kalluri
IDH1	Myeloid cells 2:Raghu_Kalluri
WDR26	Myeloid cells 2:Raghu_Kalluri
TTYH3	Myeloid cells 2:Raghu_Kalluri
CANX	Myeloid cells 2:Raghu_Kalluri
IL6RA	Myeloid cells 2:Raghu_Kalluri
SERF2	Myeloid cells 2:Raghu_Kalluri
GLUD1	Myeloid cells 2:Raghu_Kalluri
BCL2A1A	Myeloid cells 2:Raghu_Kalluri
MAFB	Myeloid cells 2:Raghu_Kalluri
TMEM189	Myeloid cells 2:Raghu_Kalluri
ATP5E	Myeloid cells 2:Raghu_Kalluri
TMEM176A	Myeloid cells 2:Raghu_Kalluri
RRBP1	Myeloid cells 2:Raghu_Kalluri
SMDT1	Myeloid cells 2:Raghu_Kalluri
LRRC25	Myeloid cells 2:Raghu_Kalluri
IQGAP1	Myeloid cells 2:Raghu_Kalluri
WDR1	Myeloid cells 2:Raghu_Kalluri
CYBA	Myeloid cells 2:Raghu_Kalluri
FOS	Myeloid cells 2:Raghu_Kalluri
CSRNP1	Myeloid cells 2:Raghu_Kalluri
SKAP2	Myeloid cells 2:Raghu_Kalluri
ATF3	Myeloid cells 2:Raghu_Kalluri
NR4A3	Myeloid cells 2:Raghu_Kalluri
APP	Myeloid cells 2:Raghu_Kalluri
CST3	Myeloid cells 2:Raghu_Kalluri
CD84	Myeloid cells 2:Raghu_Kalluri
PIM1	Myeloid cells 2:Raghu_Kalluri
TRPS1	Myeloid cells 2:Raghu_Kalluri
FAM46A	Myeloid cells 2:Raghu_Kalluri
TMEM256	Myeloid cells 2:Raghu_Kalluri
TNFAIP3	Myeloid cells 2:Raghu_Kalluri
EHBP1L1	Myeloid cells 2:Raghu_Kalluri
SDCBP	Myeloid cells 2:Raghu_Kalluri
SMPDL3A	Myeloid cells 2:Raghu_Kalluri
43717	Myeloid cells 2:Raghu_Kalluri
SYK	Myeloid cells 2:Raghu_Kalluri
PIK3CD	Myeloid cells 2:Raghu_Kalluri
LSP1	Myeloid cells 2:Raghu_Kalluri
ANXA3	Myeloid cells 2:Raghu_Kalluri
GLRX	Myeloid cells 2:Raghu_Kalluri
CLTC	Myeloid cells 2:Raghu_Kalluri
CTSB	Myeloid cells 2:Raghu_Kalluri
LITAF	Myeloid cells 2:Raghu_Kalluri
CTSA	Myeloid cells 2:Raghu_Kalluri
KLF6	Myeloid cells 2:Raghu_Kalluri
ID2	Myeloid cells 2:Raghu_Kalluri
RAC1	Myeloid cells 2:Raghu_Kalluri
SPI1	Myeloid cells 2:Raghu_Kalluri
IER5	Myeloid cells 2:Raghu_Kalluri
NFIL3	Myeloid cells 2:Raghu_Kalluri
PICALM	Myeloid cells 2:Raghu_Kalluri
SAMHD1	Myeloid cells 2:Raghu_Kalluri
PITPNA	Myeloid cells 2:Raghu_Kalluri
MOB1A	Myeloid cells 2:Raghu_Kalluri
FTL1-PS1	Myeloid cells 2:Raghu_Kalluri
UBL3	Myeloid cells 2:Raghu_Kalluri
NR4A2	Myeloid cells 2:Raghu_Kalluri
ATP1A1	Myeloid cells 2:Raghu_Kalluri
UNC93B1	Myeloid cells 2:Raghu_Kalluri
ARF5	Myeloid cells 2:Raghu_Kalluri
ACTR2	Myeloid cells 2:Raghu_Kalluri
UCP2	Myeloid cells 2:Raghu_Kalluri
NME2	Myeloid cells 2:Raghu_Kalluri
MSRB1	Myeloid cells 2:Raghu_Kalluri
LYN	Myeloid cells 2:Raghu_Kalluri
ARPC2	Myeloid cells 2:Raghu_Kalluri
NR4A1	Myeloid cells 2:Raghu_Kalluri
ATP1B3	Myeloid cells 2:Raghu_Kalluri
OXCT1	Myeloid cells 2:Raghu_Kalluri
NCF1	Myeloid cells 2:Raghu_Kalluri
TKT	Myeloid cells 2:Raghu_Kalluri
CTSH	Myeloid cells 2:Raghu_Kalluri
RNF130	Myeloid cells 2:Raghu_Kalluri
PTPN1	Myeloid cells 2:Raghu_Kalluri
PLD3	Myeloid cells 2:Raghu_Kalluri
PDIA6	Myeloid cells 2:Raghu_Kalluri
CREG1	Myeloid cells 2:Raghu_Kalluri
CAPZB	Myeloid cells 2:Raghu_Kalluri
AKT1	Myeloid cells 2:Raghu_Kalluri
CCNL1	Myeloid cells 2:Raghu_Kalluri
HSPA5	Myeloid cells 2:Raghu_Kalluri
IRF5	Myeloid cells 2:Raghu_Kalluri
PRDX5	Myeloid cells 2:Raghu_Kalluri
YWHAZ	Myeloid cells 2:Raghu_Kalluri
PON2	Myeloid cells 2:Raghu_Kalluri
RPN1	Myeloid cells 2:Raghu_Kalluri
LAMP1	Myeloid cells 2:Raghu_Kalluri
P4HB	Myeloid cells 2:Raghu_Kalluri
TIMP2	Myeloid cells 2:Raghu_Kalluri
YBX1	Myeloid cells 2:Raghu_Kalluri
EGR1	Myeloid cells 2:Raghu_Kalluri
HNRNPA0	Myeloid cells 2:Raghu_Kalluri
VCP	Myeloid cells 2:Raghu_Kalluri
ARPC4	Myeloid cells 2:Raghu_Kalluri
PTP4A2	Myeloid cells 2:Raghu_Kalluri
HPCAL1	Myeloid cells 2:Raghu_Kalluri
COMT	Myeloid cells 2:Raghu_Kalluri
XBP1	Myeloid cells 2:Raghu_Kalluri
DBI	Myeloid cells 2:Raghu_Kalluri
SH3BGRL	Myeloid cells 2:Raghu_Kalluri
WSB1	Myeloid cells 2:Raghu_Kalluri
VAMP8	Myeloid cells 2:Raghu_Kalluri
MT-ND3	Myeloid cells 2:Raghu_Kalluri
ARPC5	Myeloid cells 2:Raghu_Kalluri
SAT1	Myeloid cells 2:Raghu_Kalluri
S100A13	Myeloid cells 2:Raghu_Kalluri
CALR	Myeloid cells 2:Raghu_Kalluri
PLEK	Myeloid cells 2:Raghu_Kalluri
CAPZA2	Myeloid cells 2:Raghu_Kalluri
PDIA3	Myeloid cells 2:Raghu_Kalluri
ATP2B1	Myeloid cells 2:Raghu_Kalluri
CDC42	Myeloid cells 2:Raghu_Kalluri
AI467606	Myeloid cells 2:Raghu_Kalluri
CD74	Myeloid cells 2:Raghu_Kalluri
CAPG	Myeloid cells 2:Raghu_Kalluri
GABARAP	Myeloid cells 2:Raghu_Kalluri
SLC39A1	Myeloid cells 2:Raghu_Kalluri
DAZAP2	Myeloid cells 2:Raghu_Kalluri
EIF4G2	Myeloid cells 2:Raghu_Kalluri
ATP5L	Myeloid cells 2:Raghu_Kalluri
PYCARD	Myeloid cells 2:Raghu_Kalluri
NEAT1	Myeloid cells 2:Raghu_Kalluri
RGS2	Myeloid cells 2:Raghu_Kalluri
STAT3	Myeloid cells 2:Raghu_Kalluri
PGAM1	Myeloid cells 2:Raghu_Kalluri
HNRNPAB	Myeloid cells 2:Raghu_Kalluri
COPS9	Myeloid cells 2:Raghu_Kalluri
GNB1	Myeloid cells 2:Raghu_Kalluri
HCLS1	Myeloid cells 2:Raghu_Kalluri
TUBA1B	Myeloid cells 2:Raghu_Kalluri
BOLA2	Myeloid cells 2:Raghu_Kalluri
H2AFJ	Myeloid cells 2:Raghu_Kalluri
FXYD5	Myeloid cells 2:Raghu_Kalluri
CLTA	Myeloid cells 2:Raghu_Kalluri
ATP6V0B	Myeloid cells 2:Raghu_Kalluri
PCBP1	Myeloid cells 2:Raghu_Kalluri
ARPC1B	Myeloid cells 2:Raghu_Kalluri
CAPNS1	Myeloid cells 2:Raghu_Kalluri
YWHAB	Myeloid cells 2:Raghu_Kalluri
MYL6	Myeloid cells 2:Raghu_Kalluri
TAGLN2	Myeloid cells 2:Raghu_Kalluri
LAMTOR4	Myeloid cells 2:Raghu_Kalluri
UQCRQ	Myeloid cells 2:Raghu_Kalluri
COX8A	Myeloid cells 2:Raghu_Kalluri
NFKBIA	Myeloid cells 2:Raghu_Kalluri
PTBP3	Myeloid cells 2:Raghu_Kalluri
GNAI2	Myeloid cells 2:Raghu_Kalluri
SSR3	Myeloid cells 2:Raghu_Kalluri
COX5A	Myeloid cells 2:Raghu_Kalluri
SNX5	Myeloid cells 2:Raghu_Kalluri
MRPL33	Myeloid cells 2:Raghu_Kalluri
ZFP36L2	Myeloid cells 2:Raghu_Kalluri
COX7C	Myeloid cells 2:Raghu_Kalluri
ETFB	Myeloid cells 2:Raghu_Kalluri
ATP5K	Myeloid cells 2:Raghu_Kalluri
TSPO	Myeloid cells 2:Raghu_Kalluri
AKAP13	Myeloid cells 2:Raghu_Kalluri
PSMA7	Myeloid cells 2:Raghu_Kalluri
GLTP	Myeloid cells 2:Raghu_Kalluri
SEC61B	Myeloid cells 2:Raghu_Kalluri
CHMP4B	Myeloid cells 2:Raghu_Kalluri
UQCR11	Myeloid cells 2:Raghu_Kalluri
JUNB	Myeloid cells 2:Raghu_Kalluri
TMEM160	Myeloid cells 2:Raghu_Kalluri
ATP5G3	Myeloid cells 2:Raghu_Kalluri
COX17	Myeloid cells 2:Raghu_Kalluri
UQCR10	Myeloid cells 2:Raghu_Kalluri
NDUFA2	Myeloid cells 2:Raghu_Kalluri
GM42418	Myeloid cells 2:Raghu_Kalluri
ARHGDIA	Myeloid cells 2:Raghu_Kalluri
NDUFC1	Myeloid cells 2:Raghu_Kalluri
SERP1	Myeloid cells 2:Raghu_Kalluri
CALM1	Myeloid cells 2:Raghu_Kalluri
RHOA	Myeloid cells 2:Raghu_Kalluri
HNRNPA2B1	Myeloid cells 2:Raghu_Kalluri
COX6B1	Myeloid cells 2:Raghu_Kalluri
PLAC8	Myeloid cells 3:Raghu_Kalluri
LYZ2	Myeloid cells 3:Raghu_Kalluri
IFITM3	Myeloid cells 3:Raghu_Kalluri
TYROBP	Myeloid cells 3:Raghu_Kalluri
CEBPB	Myeloid cells 3:Raghu_Kalluri
FCER1G	Myeloid cells 3:Raghu_Kalluri
LST1	Myeloid cells 3:Raghu_Kalluri
MS4A6C	Myeloid cells 3:Raghu_Kalluri
MSRB1	Myeloid cells 3:Raghu_Kalluri
S100A4	Myeloid cells 3:Raghu_Kalluri
GNGT2	Myeloid cells 3:Raghu_Kalluri
LGALS3	Myeloid cells 3:Raghu_Kalluri
ALOX5AP	Myeloid cells 3:Raghu_Kalluri
SPI1	Myeloid cells 3:Raghu_Kalluri
CCR2	Myeloid cells 3:Raghu_Kalluri
TGFBI	Myeloid cells 3:Raghu_Kalluri
IFITM6	Myeloid cells 3:Raghu_Kalluri
CYBB	Myeloid cells 3:Raghu_Kalluri
CLEC4A3	Myeloid cells 3:Raghu_Kalluri
SIRPB1C	Myeloid cells 3:Raghu_Kalluri
HP	Myeloid cells 3:Raghu_Kalluri
LY6I	Myeloid cells 3:Raghu_Kalluri
CLEC4A1	Myeloid cells 3:Raghu_Kalluri
CLEC12A	Myeloid cells 3:Raghu_Kalluri
GM21188	Myeloid cells 3:Raghu_Kalluri
MCEMP1	Myeloid cells 3:Raghu_Kalluri
GM9733	Myeloid cells 3:Raghu_Kalluri
ADGRE4	Myeloid cells 3:Raghu_Kalluri
IGSF6	Myeloid cells 3:Raghu_Kalluri
KLRA2	Myeloid cells 3:Raghu_Kalluri
SIRPB1B	Myeloid cells 3:Raghu_Kalluri
CD300A	Myeloid cells 3:Raghu_Kalluri
GPX1	Myeloid cells 3:Raghu_Kalluri
PIRA2	Myeloid cells 3:Raghu_Kalluri
PLBD1	Myeloid cells 3:Raghu_Kalluri
IFITM2	Myeloid cells 3:Raghu_Kalluri
WFDC17	Myeloid cells 3:Raghu_Kalluri
FGR	Myeloid cells 3:Raghu_Kalluri
MS4A4C	Myeloid cells 3:Raghu_Kalluri
CD68	Myeloid cells 3:Raghu_Kalluri
CSF1R	Myeloid cells 3:Raghu_Kalluri
PRTN3	Myeloid cells 3:Raghu_Kalluri
HCK	Myeloid cells 3:Raghu_Kalluri
CX3CR1	Myeloid cells 3:Raghu_Kalluri
CCL9	Myeloid cells 3:Raghu_Kalluri
GSR	Myeloid cells 3:Raghu_Kalluri
MS4A6D	Myeloid cells 3:Raghu_Kalluri
TIFAB	Myeloid cells 3:Raghu_Kalluri
MPEG1	Myeloid cells 3:Raghu_Kalluri
LY6C2	Myeloid cells 3:Raghu_Kalluri
PSAP	Myeloid cells 3:Raghu_Kalluri
PLD4	Myeloid cells 3:Raghu_Kalluri
SAP30	Myeloid cells 3:Raghu_Kalluri
CTSS	Myeloid cells 3:Raghu_Kalluri
ATOX1	Myeloid cells 3:Raghu_Kalluri
TPD52	Myeloid cells 3:Raghu_Kalluri
