Genes	Subtype
GNLY	Memory CD8+ T cells:SCTyper
S100A4	Memory CD8+ T cells:SCTyper
Trac	Memory CD8+ T cells:SCTyper
Ltb	Memory CD8+ T cells:SCTyper
Cd52	Memory CD8+ T cells:SCTyper
Trbc2	Memory CD8+ T cells:SCTyper
Shisa5	Memory CD8+ T cells:SCTyper
Lck	Memory CD8+ T cells:SCTyper
Thy1	Memory CD8+ T cells:SCTyper
Dapl1	Memory CD8+ T cells:SCTyper
CD4	Memory CD4+ T cells:SCTyper
CD2	Memory CD4+ T cells:SCTyper
CD3D	Memory CD4+ T cells:SCTyper
CD3E	Memory CD4+ T cells:SCTyper
CD3G	Memory CD4+ T cells:SCTyper
CD3Z	Memory CD4+ T cells:SCTyper
CD25	Memory CD4+ T cells:SCTyper
CD45RA	Memory CD4+ T cells:SCTyper
CD62L	Memory CD4+ T cells:SCTyper
CD27	Memory CD4+ T cells:SCTyper
CD127	Memory CD4+ T cells:SCTyper
FOXP3	Memory CD4+ T cells:SCTyper
CCR7	Memory CD4+ T cells:SCTyper
CD45	Memory CD4+ T cells:SCTyper
CCR6	Memory CD4+ T cells:SCTyper
CD11b	Memory CD4+ T cells:SCTyper
CD30	Memory CD4+ T cells:SCTyper
CD45RO	Memory CD4+ T cells:SCTyper
CD6	Memory CD4+ T cells:SCTyper
CTLA4	Memory CD4+ T cells:SCTyper
IL2RA	Memory CD4+ T cells:SCTyper
GZMB	Memory CD4+ T cells:SCTyper
SELL	Memory CD4+ T cells:SCTyper
CCR7	Memory CD4+ T cells:SCTyper
S100A4	Memory CD4+ T cells:SCTyper
Trac	Memory CD4+ T cells:SCTyper
Ltb	Memory CD4+ T cells:SCTyper
Cd52	Memory CD4+ T cells:SCTyper
Trbc2	Memory CD4+ T cells:SCTyper
Shisa5	Memory CD4+ T cells:SCTyper
Lck	Memory CD4+ T cells:SCTyper
Thy1	Memory CD4+ T cells:SCTyper
Dapl1	Memory CD4+ T cells:SCTyper
CD8	Effector CD8+ T cells:SCTyper
CD2	Effector CD8+ T cells:SCTyper
CD3D	Effector CD8+ T cells:SCTyper
CD3E	Effector CD8+ T cells:SCTyper
CD3G	Effector CD8+ T cells:SCTyper
CD3Z	Effector CD8+ T cells:SCTyper
CD25	Effector CD8+ T cells:SCTyper
CD45RA	Effector CD8+ T cells:SCTyper
CD62L	Effector CD8+ T cells:SCTyper
CD27	Effector CD8+ T cells:SCTyper
CD127	Effector CD8+ T cells:SCTyper
FOXP3	Effector CD8+ T cells:SCTyper
CCR7	Effector CD8+ T cells:SCTyper
CD45	Effector CD8+ T cells:SCTyper
CD8A	Effector CD8+ T cells:SCTyper
CD8B	Effector CD8+ T cells:SCTyper
CCR6	Effector CD8+ T cells:SCTyper
CD11b	Effector CD8+ T cells:SCTyper
CD30	Effector CD8+ T cells:SCTyper
CD6	Effector CD8+ T cells:SCTyper
CTLA4	Effector CD8+ T cells:SCTyper
IL2RA	Effector CD8+ T cells:SCTyper
GZMB	Effector CD8+ T cells:SCTyper
PTPRC	Effector CD8+ T cells:SCTyper
GNLY	Effector CD8+ T cells:SCTyper
Trac	Effector CD8+ T cells:SCTyper
Ltb	Effector CD8+ T cells:SCTyper
Cd52	Effector CD8+ T cells:SCTyper
Trbc2	Effector CD8+ T cells:SCTyper
Shisa5	Effector CD8+ T cells:SCTyper
Lck	Effector CD8+ T cells:SCTyper
Thy1	Effector CD8+ T cells:SCTyper
Dapl1	Effector CD8+ T cells:SCTyper
CD4	Effector CD4+ T cells:SCTyper
CD2	Effector CD4+ T cells:SCTyper
CD3D	Effector CD4+ T cells:SCTyper
CD3E	Effector CD4+ T cells:SCTyper
CD3G	Effector CD4+ T cells:SCTyper
CD3Z	Effector CD4+ T cells:SCTyper
CD25	Effector CD4+ T cells:SCTyper
CD45RA	Effector CD4+ T cells:SCTyper
CD62L	Effector CD4+ T cells:SCTyper
CD27	Effector CD4+ T cells:SCTyper
CD127	Effector CD4+ T cells:SCTyper
FOXP3	Effector CD4+ T cells:SCTyper
CCR7	Effector CD4+ T cells:SCTyper
CD45	Effector CD4+ T cells:SCTyper
CCR6	Effector CD4+ T cells:SCTyper
CD11b	Effector CD4+ T cells:SCTyper
CD30	Effector CD4+ T cells:SCTyper
CD6	Effector CD4+ T cells:SCTyper
CTLA4	Effector CD4+ T cells:SCTyper
IL2RA	Effector CD4+ T cells:SCTyper
GZMB	Effector CD4+ T cells:SCTyper
PTPRC	Effector CD4+ T cells:SCTyper
Trac	Effector CD4+ T cells:SCTyper
Ltb	Effector CD4+ T cells:SCTyper
Cd52	Effector CD4+ T cells:SCTyper
Trbc2	Effector CD4+ T cells:SCTyper
Shisa5	Effector CD4+ T cells:SCTyper
Lck	Effector CD4+ T cells:SCTyper
Thy1	Effector CD4+ T cells:SCTyper
Dapl1	Effector CD4+ T cells:SCTyper
CD8	CD8+ NKT-like cells:SCTyper
CD56	CD8+ NKT-like cells:SCTyper
CD2	CD8+ NKT-like cells:SCTyper
CD16	CD8+ NKT-like cells:SCTyper
CD94	CD8+ NKT-like cells:SCTyper
CD3D	CD8+ NKT-like cells:SCTyper
CD3E	CD8+ NKT-like cells:SCTyper
CD3G	CD8+ NKT-like cells:SCTyper
CD3Z	CD8+ NKT-like cells:SCTyper
NKp46	CD8+ NKT-like cells:SCTyper
CD11b	CD8+ NKT-like cells:SCTyper
CD161	CD8+ NKT-like cells:SCTyper
CD314	CD8+ NKT-like cells:SCTyper
CD69	CD8+ NKT-like cells:SCTyper
NKG7	CD8+ NKT-like cells:SCTyper
CD122	CD8+ NKT-like cells:SCTyper
NKG2D	CD8+ NKT-like cells:SCTyper
GZMB	CD8+ NKT-like cells:SCTyper
GZMA	CD8+ NKT-like cells:SCTyper
GZMM	CD8+ NKT-like cells:SCTyper
GNLY	CD8+ NKT-like cells:SCTyper
COX6A2	CD8+ NKT-like cells:SCTyper
ZMAT4	CD8+ NKT-like cells:SCTyper
KIR2DL4	CD8+ NKT-like cells:SCTyper
CD4	CD4+ NKT-like cells:SCTyper
CD56	CD4+ NKT-like cells:SCTyper
CD2	CD4+ NKT-like cells:SCTyper
CD16	CD4+ NKT-like cells:SCTyper
CD94	CD4+ NKT-like cells:SCTyper
CD3D	CD4+ NKT-like cells:SCTyper
CD3E	CD4+ NKT-like cells:SCTyper
CD3G	CD4+ NKT-like cells:SCTyper
CD3Z	CD4+ NKT-like cells:SCTyper
NKp46	CD4+ NKT-like cells:SCTyper
CD11b	CD4+ NKT-like cells:SCTyper
CD161	CD4+ NKT-like cells:SCTyper
CD314	CD4+ NKT-like cells:SCTyper
CD69	CD4+ NKT-like cells:SCTyper
NKG7	CD4+ NKT-like cells:SCTyper
CD122	CD4+ NKT-like cells:SCTyper
NKG2D	CD4+ NKT-like cells:SCTyper
GZMB	CD4+ NKT-like cells:SCTyper
GZMA	CD4+ NKT-like cells:SCTyper
GZMM	CD4+ NKT-like cells:SCTyper
COX6A2	CD4+ NKT-like cells:SCTyper
ZMAT4	CD4+ NKT-like cells:SCTyper
KIR2DL4	CD4+ NKT-like cells:SCTyper
CD56	Natural killer cells:SCTyper
CD2	Natural killer cells:SCTyper
CD16	Natural killer cells:SCTyper
CD94	Natural killer cells:SCTyper
NKp46	Natural killer cells:SCTyper
CD11b	Natural killer cells:SCTyper
CD161	Natural killer cells:SCTyper
CD314	Natural killer cells:SCTyper
CD69	Natural killer cells:SCTyper
NKG7	Natural killer cells:SCTyper
CD122	Natural killer cells:SCTyper
NKG2D	Natural killer cells:SCTyper
GZMB	Natural killer cells:SCTyper
GZMA	Natural killer cells:SCTyper
GZMM	Natural killer cells:SCTyper
FCGR3A	Natural killer cells:SCTyper
GNLY	Natural killer cells:SCTyper
COX6A2	Natural killer cells:SCTyper
ZMAT4	Natural killer cells:SCTyper
KIR2DL4	Natural killer cells:SCTyper
NKG7	Natural killer cells:SCTyper
BCL11A	Epiblast cells:SCTyper
CDH1	Epiblast cells:SCTyper
CLDN6	Epiblast cells:SCTyper
CLDN7	Epiblast cells:SCTyper
CRMP1	Epiblast cells:SCTyper
CXCL12	Epiblast cells:SCTyper
DPYSL5	Epiblast cells:SCTyper
EPCAM	Epiblast cells:SCTyper
INA	Epiblast cells:SCTyper
LEF1	Epiblast cells:SCTyper
MFAP2	Epiblast cells:SCTyper
NANOG	Epiblast cells:SCTyper
POU5F1	Epiblast cells:SCTyper
SLC35D3	Epiblast cells:SCTyper
SOX11	Epiblast cells:SCTyper
TDGF1	Epiblast cells:SCTyper
TRBC2	T cells 1:Raghu_Kalluri
CD3D	T cells 1:Raghu_Kalluri
TRAC	T cells 1:Raghu_Kalluri
LEF1	T cells 1:Raghu_Kalluri
CD3G	T cells 1:Raghu_Kalluri
LAT	T cells 1:Raghu_Kalluri
CD3E	T cells 1:Raghu_Kalluri
MS4A4B	T cells 1:Raghu_Kalluri
TMSB10	T cells 1:Raghu_Kalluri
RPS27	T cells 1:Raghu_Kalluri
RPL12	T cells 1:Raghu_Kalluri
RPL13A	T cells 1:Raghu_Kalluri
RPS15A	T cells 1:Raghu_Kalluri
RPS29	T cells 1:Raghu_Kalluri
RPS16	T cells 1:Raghu_Kalluri
LCK	T cells 1:Raghu_Kalluri
TCF7	T cells 1:Raghu_Kalluri
RPS7	T cells 1:Raghu_Kalluri
RPS28	T cells 1:Raghu_Kalluri
RPS23	T cells 1:Raghu_Kalluri
RPS6	T cells 1:Raghu_Kalluri
RPS24	T cells 1:Raghu_Kalluri
RPL8	T cells 1:Raghu_Kalluri
RPLP2	T cells 1:Raghu_Kalluri
RPS4X	T cells 1:Raghu_Kalluri
RPS19	T cells 1:Raghu_Kalluri
SKAP1	T cells 1:Raghu_Kalluri
RPLP1	T cells 1:Raghu_Kalluri
RPL19	T cells 1:Raghu_Kalluri
RPS3	T cells 1:Raghu_Kalluri
RPL35A	T cells 1:Raghu_Kalluri
RPL36A	T cells 1:Raghu_Kalluri
RPS13	T cells 1:Raghu_Kalluri
LIMD2	T cells 1:Raghu_Kalluri
RPL9	T cells 1:Raghu_Kalluri
TRBC1	T cells 1:Raghu_Kalluri
CD247	T cells 1:Raghu_Kalluri
DGKA	T cells 1:Raghu_Kalluri
RPS21	T cells 1:Raghu_Kalluri
RPL35	T cells 1:Raghu_Kalluri
RPL39	T cells 1:Raghu_Kalluri
RPL3	T cells 1:Raghu_Kalluri
RPL11	T cells 1:Raghu_Kalluri
RPL17	T cells 1:Raghu_Kalluri
RPL30	T cells 1:Raghu_Kalluri
RPL36	T cells 1:Raghu_Kalluri
RPL14	T cells 1:Raghu_Kalluri
RPS3A1	T cells 1:Raghu_Kalluri
RPS18	T cells 1:Raghu_Kalluri
BCL11B	T cells 1:Raghu_Kalluri
MS4A6B	T cells 1:Raghu_Kalluri
DAPL1	T cells 1:Raghu_Kalluri
RPS15	T cells 1:Raghu_Kalluri
RPS27RT	T cells 1:Raghu_Kalluri
RPL37A	T cells 1:Raghu_Kalluri
RPL31	T cells 1:Raghu_Kalluri
RPLP0	T cells 1:Raghu_Kalluri
HCST	T cells 1:Raghu_Kalluri
SATB1	T cells 1:Raghu_Kalluri
RPL18	T cells 1:Raghu_Kalluri
RPL21	T cells 1:Raghu_Kalluri
CD28	T cells 1:Raghu_Kalluri
RPL27	T cells 1:Raghu_Kalluri
RPL6	T cells 1:Raghu_Kalluri
SHISA5	T cells 1:Raghu_Kalluri
CD27	T cells 1:Raghu_Kalluri
RPL38	T cells 1:Raghu_Kalluri
RPL22L1	T cells 1:Raghu_Kalluri
RPS20	T cells 1:Raghu_Kalluri
GIMAP3	T cells 1:Raghu_Kalluri
GM11808	T cells 1:Raghu_Kalluri
SARAF	T cells 1:Raghu_Kalluri
CD2	T cells 1:Raghu_Kalluri
UBA52	T cells 1:Raghu_Kalluri
FXYD5	T cells 1:Raghu_Kalluri
GIMAP4	T cells 1:Raghu_Kalluri
43709	T cells 1:Raghu_Kalluri
H2-K1	T cells 1:Raghu_Kalluri
LTB	T cells 1:Raghu_Kalluri
PTPN18	T cells 1:Raghu_Kalluri
CORO1A	T cells 1:Raghu_Kalluri
GM12840	T cells 1:Raghu_Kalluri
ARHGEF1	T cells 1:Raghu_Kalluri
RGS10	T cells 1:Raghu_Kalluri
CD8B1	T cells 2:Raghu_Kalluri
DAPL1	T cells 2:Raghu_Kalluri
CD3D	T cells 2:Raghu_Kalluri
TRBC2	T cells 2:Raghu_Kalluri
NKG7	T cells 2:Raghu_Kalluri
MS4A4B	T cells 2:Raghu_Kalluri
TMSB10	T cells 2:Raghu_Kalluri
CD8A	T cells 2:Raghu_Kalluri
CD3G	T cells 2:Raghu_Kalluri
RPS15A	T cells 2:Raghu_Kalluri
CD3E	T cells 2:Raghu_Kalluri
LY6C2	T cells 2:Raghu_Kalluri
LEF1	T cells 2:Raghu_Kalluri
RPS28	T cells 2:Raghu_Kalluri
RPS27	T cells 2:Raghu_Kalluri
TRAC	T cells 2:Raghu_Kalluri
RPL22L1	T cells 2:Raghu_Kalluri
HCST	T cells 2:Raghu_Kalluri
RPL13A	T cells 2:Raghu_Kalluri
RPS7	T cells 2:Raghu_Kalluri
RPL12	T cells 2:Raghu_Kalluri
RPS6	T cells 2:Raghu_Kalluri
RPLP1	T cells 2:Raghu_Kalluri
RPS24	T cells 2:Raghu_Kalluri
LAT	T cells 2:Raghu_Kalluri
RPS16	T cells 2:Raghu_Kalluri
SARAF	T cells 2:Raghu_Kalluri
RPL36A	T cells 2:Raghu_Kalluri
RPS23	T cells 2:Raghu_Kalluri
RPS29	T cells 2:Raghu_Kalluri
RPL39	T cells 2:Raghu_Kalluri
RPLP2	T cells 2:Raghu_Kalluri
RPL35	T cells 2:Raghu_Kalluri
RPS18	T cells 2:Raghu_Kalluri
RPS4X	T cells 2:Raghu_Kalluri
RPLP0	T cells 2:Raghu_Kalluri
LCK	T cells 2:Raghu_Kalluri
KLK8	T cells 2:Raghu_Kalluri
RPS5	T cells 2:Raghu_Kalluri
RPS3	T cells 2:Raghu_Kalluri
MS4A6B	T cells 2:Raghu_Kalluri
RPS13	T cells 2:Raghu_Kalluri
RPL27	T cells 2:Raghu_Kalluri
RPL38	T cells 2:Raghu_Kalluri
RPL17	T cells 2:Raghu_Kalluri
RPS20	T cells 2:Raghu_Kalluri
RPL8	T cells 2:Raghu_Kalluri
RPS21	T cells 2:Raghu_Kalluri
RPL9	T cells 2:Raghu_Kalluri
RPL18	T cells 2:Raghu_Kalluri
RPL3	T cells 2:Raghu_Kalluri
CTSW	T cells 2:Raghu_Kalluri
RPL30	T cells 2:Raghu_Kalluri
RPS19	T cells 2:Raghu_Kalluri
RPL37A	T cells 2:Raghu_Kalluri
RPL35A	T cells 2:Raghu_Kalluri
RPL37	T cells 2:Raghu_Kalluri
RPL19	T cells 2:Raghu_Kalluri
THY1	T cells 2:Raghu_Kalluri
RPL23A	T cells 2:Raghu_Kalluri
RPS3A1	T cells 2:Raghu_Kalluri
RPS10	T cells 2:Raghu_Kalluri
RPL36	T cells 2:Raghu_Kalluri
RPL11	T cells 2:Raghu_Kalluri
AW112010	T cells 2:Raghu_Kalluri
RPS15	T cells 2:Raghu_Kalluri
RPL23	T cells 2:Raghu_Kalluri
RPL18A	T cells 2:Raghu_Kalluri
RPL27A	T cells 2:Raghu_Kalluri
FAM189B	T cells 2:Raghu_Kalluri
RPL13	T cells 2:Raghu_Kalluri
RPL34	T cells 2:Raghu_Kalluri
TCF7	T cells 2:Raghu_Kalluri
TXK	T cells 2:Raghu_Kalluri
SKAP1	T cells 2:Raghu_Kalluri
KLRD1	T cells 2:Raghu_Kalluri
RPL32	T cells 2:Raghu_Kalluri
RPL6	T cells 2:Raghu_Kalluri
RPL10A	T cells 2:Raghu_Kalluri
RPS17	T cells 2:Raghu_Kalluri
UBA52	T cells 2:Raghu_Kalluri
RPL31	T cells 2:Raghu_Kalluri
IFI206	T cells 2:Raghu_Kalluri
RPL14	T cells 2:Raghu_Kalluri
ARL4C	T cells 2:Raghu_Kalluri
GM11808	T cells 2:Raghu_Kalluri
TRBC1	T cells 2:Raghu_Kalluri
RPL4	T cells 2:Raghu_Kalluri
LIMD2	T cells 2:Raghu_Kalluri
RPS27A	T cells 2:Raghu_Kalluri
RPSA	T cells 2:Raghu_Kalluri
RPL21	T cells 2:Raghu_Kalluri
RPL15	T cells 2:Raghu_Kalluri
SHISA5	T cells 2:Raghu_Kalluri
RPS2	T cells 2:Raghu_Kalluri
RPS8	T cells 2:Raghu_Kalluri
RPS25	T cells 2:Raghu_Kalluri
RPS14	T cells 2:Raghu_Kalluri
RPS27RT	T cells 2:Raghu_Kalluri
GIMAP4	T cells 2:Raghu_Kalluri
CCND2	T cells 2:Raghu_Kalluri
RPS11	T cells 2:Raghu_Kalluri
BCL2	T cells 2:Raghu_Kalluri
RPL7	T cells 2:Raghu_Kalluri
LTB	T cells 2:Raghu_Kalluri
RPS26	T cells 2:Raghu_Kalluri
B2M	T cells 2:Raghu_Kalluri
EEF1A1	T cells 2:Raghu_Kalluri
PTPN18	T cells 2:Raghu_Kalluri
SELPLG	T cells 2:Raghu_Kalluri
GM10260	T cells 2:Raghu_Kalluri
SNRPG	T cells 2:Raghu_Kalluri
EEF1B2	T cells 2:Raghu_Kalluri
PTPRCAP	T cells 2:Raghu_Kalluri
RAC2	T cells 2:Raghu_Kalluri
CD52	T cells 2:Raghu_Kalluri
NPM1	T cells 2:Raghu_Kalluri
IZUMO1R	T cells 3:Raghu_Kalluri
AW112010	T cells 3:Raghu_Kalluri
IKZF2	T cells 3:Raghu_Kalluri
TNFRSF4	T cells 3:Raghu_Kalluri
CD3G	T cells 3:Raghu_Kalluri
TRBC2	T cells 3:Raghu_Kalluri
TRAC	T cells 3:Raghu_Kalluri
CD3E	T cells 3:Raghu_Kalluri
CD3D	T cells 3:Raghu_Kalluri
SHISA5	T cells 3:Raghu_Kalluri
TNFRSF18	T cells 3:Raghu_Kalluri
LAT	T cells 3:Raghu_Kalluri
CTLA4	T cells 3:Raghu_Kalluri
LCK	T cells 3:Raghu_Kalluri
CD2	T cells 3:Raghu_Kalluri
GIMAP3	T cells 3:Raghu_Kalluri
CD28	T cells 3:Raghu_Kalluri
ICOS	T cells 3:Raghu_Kalluri
SH2D1A	T cells 3:Raghu_Kalluri
CD5	T cells 3:Raghu_Kalluri
CD6	T cells 3:Raghu_Kalluri
IFI27L2A	T cells 3:Raghu_Kalluri
MAF	T cells 3:Raghu_Kalluri
IL2RB	T cells 3:Raghu_Kalluri
B2M	T cells 3:Raghu_Kalluri
H2-K1	T cells 3:Raghu_Kalluri
GIMAP7	T cells 3:Raghu_Kalluri
CD247	T cells 3:Raghu_Kalluri
H2-D1	T cells 3:Raghu_Kalluri
RGS1	T cells 3:Raghu_Kalluri
TRBC1	T cells 3:Raghu_Kalluri
CD27	T cells 3:Raghu_Kalluri
RAC2	T cells 3:Raghu_Kalluri
PTPRCAP	T cells 3:Raghu_Kalluri
PKP3	T cells 3:Raghu_Kalluri
SKAP1	T cells 3:Raghu_Kalluri
LTB	T cells 3:Raghu_Kalluri
BCL11B	T cells 3:Raghu_Kalluri
BATF	T cells 3:Raghu_Kalluri
ASS1	T cells 3:Raghu_Kalluri
UBB	T cells 3:Raghu_Kalluri
SMCO4	T cells 3:Raghu_Kalluri
GIMAP4	T cells 3:Raghu_Kalluri
H2-Q7	T cells 3:Raghu_Kalluri
S100A10	T cells 3:Raghu_Kalluri
ETS1	T cells 3:Raghu_Kalluri
GIMAP1	T cells 3:Raghu_Kalluri
TSPAN32	T cells 3:Raghu_Kalluri
MS4A6B	T cells 3:Raghu_Kalluri
FYB	T cells 3:Raghu_Kalluri
MALAT1	T cells 3:Raghu_Kalluri
2310001H17RIK	T cells 3:Raghu_Kalluri
PTPN22	T cells 3:Raghu_Kalluri
PFN1	T cells 3:Raghu_Kalluri
GLRX	T cells 3:Raghu_Kalluri
BTG1	T cells 3:Raghu_Kalluri
GIMAP6	T cells 3:Raghu_Kalluri
SDF4	T cells 3:Raghu_Kalluri
FXYD5	T cells 3:Raghu_Kalluri
LIMD2	T cells 3:Raghu_Kalluri
PTPN18	T cells 3:Raghu_Kalluri
CD82	T cells 3:Raghu_Kalluri
H2AFZ	T cells 3:Raghu_Kalluri
HCST	T cells 3:Raghu_Kalluri
CDK2AP2	T cells 3:Raghu_Kalluri
SRGN	T cells 3:Raghu_Kalluri
GDPD3	T cells 3:Raghu_Kalluri
ITGB7	T cells 3:Raghu_Kalluri
43709	T cells 3:Raghu_Kalluri
RGS10	T cells 3:Raghu_Kalluri
ARHGAP45	T cells 3:Raghu_Kalluri
MS4A4B	T cells 3:Raghu_Kalluri
CCND2	T cells 3:Raghu_Kalluri
TSPAN13	T cells 3:Raghu_Kalluri
MBNL1	T cells 3:Raghu_Kalluri
JUNB	T cells 3:Raghu_Kalluri
PNRC1	T cells 3:Raghu_Kalluri
ID2	T cells 3:Raghu_Kalluri
RNASET2A	T cells 3:Raghu_Kalluri
CAPG	T cells 3:Raghu_Kalluri
NFKBIA	T cells 3:Raghu_Kalluri
ZFP36L1	T cells 3:Raghu_Kalluri
ACTB	T cells 4:Raghu_Kalluri
TRBC2	T cells 4:Raghu_Kalluri
CD3D	T cells 4:Raghu_Kalluri
CD3G	T cells 4:Raghu_Kalluri
LEF1	T cells 4:Raghu_Kalluri
TRAC	T cells 4:Raghu_Kalluri
PDCD4	T cells 4:Raghu_Kalluri
CD3E	T cells 4:Raghu_Kalluri
CBX3	T cells 4:Raghu_Kalluri
LAT	T cells 4:Raghu_Kalluri
MS4A4B	T cells 4:Raghu_Kalluri
TMSB10	T cells 4:Raghu_Kalluri
DAPL1	T cells 4:Raghu_Kalluri
RPS16	T cells 4:Raghu_Kalluri
RPS15A	T cells 4:Raghu_Kalluri
RPS29	T cells 4:Raghu_Kalluri
LCK	T cells 4:Raghu_Kalluri
RPS28	T cells 4:Raghu_Kalluri
RPS27	T cells 4:Raghu_Kalluri
CD8B1	T cells 4:Raghu_Kalluri
RPS6	T cells 4:Raghu_Kalluri
RPS7	T cells 4:Raghu_Kalluri
RPS23	T cells 4:Raghu_Kalluri
RPL13A	T cells 4:Raghu_Kalluri
RPLP2	T cells 4:Raghu_Kalluri
SKAP1	T cells 4:Raghu_Kalluri
PTPN22	T cells 4:Raghu_Kalluri
TRBC1	T cells 4:Raghu_Kalluri
TCF7	T cells 4:Raghu_Kalluri
RPS24	T cells 4:Raghu_Kalluri
RPL12	T cells 4:Raghu_Kalluri
RPLP1	T cells 4:Raghu_Kalluri
RPS3	T cells 4:Raghu_Kalluri
HCST	T cells 4:Raghu_Kalluri
RPL8	T cells 4:Raghu_Kalluri
RPL35	T cells 4:Raghu_Kalluri
TUBB5	T cells 4:Raghu_Kalluri
RPS4X	T cells 4:Raghu_Kalluri
SARAF	T cells 4:Raghu_Kalluri
RPS13	T cells 4:Raghu_Kalluri
KLK8	T cells 4:Raghu_Kalluri
RPS19	T cells 4:Raghu_Kalluri
RPL36A	T cells 4:Raghu_Kalluri
RPL35A	T cells 4:Raghu_Kalluri
RPS3A1	T cells 4:Raghu_Kalluri
THY1	T cells 4:Raghu_Kalluri
RPL19	T cells 4:Raghu_Kalluri
LIMD2	T cells 4:Raghu_Kalluri
RPL11	T cells 4:Raghu_Kalluri
RPS18	T cells 4:Raghu_Kalluri
RPL9	T cells 4:Raghu_Kalluri
RPS21	T cells 4:Raghu_Kalluri
MS4A6B	T cells 4:Raghu_Kalluri
RPLP0	T cells 4:Raghu_Kalluri
RPL3	T cells 4:Raghu_Kalluri
RPL39	T cells 4:Raghu_Kalluri
RPL17	T cells 4:Raghu_Kalluri
RPL38	T cells 4:Raghu_Kalluri
RPL27	T cells 4:Raghu_Kalluri
RPL22L1	T cells 4:Raghu_Kalluri
UBA52	T cells 4:Raghu_Kalluri
WTAP	T cells 4:Raghu_Kalluri
CD8A	T cells 4:Raghu_Kalluri
NKG7	T cells 4:Raghu_Kalluri
RPL30	T cells 4:Raghu_Kalluri
SHISA5	T cells 4:Raghu_Kalluri
GIMAP3	T cells 4:Raghu_Kalluri
GM11808	T cells 4:Raghu_Kalluri
RPS27RT	T cells 4:Raghu_Kalluri
GIMAP4	T cells 4:Raghu_Kalluri
43709	T cells 4:Raghu_Kalluri
RAC2	T cells 4:Raghu_Kalluri
RGS10	T cells 4:Raghu_Kalluri
KLF13	T cells 4:Raghu_Kalluri
PTPN18	T cells 4:Raghu_Kalluri
CCL5	NK and NKT cells:Raghu_Kalluri
NKG7	NK and NKT cells:Raghu_Kalluri
AW112010	NK and NKT cells:Raghu_Kalluri
KLRD1	NK and NKT cells:Raghu_Kalluri
CD7	NK and NKT cells:Raghu_Kalluri
KLRK1	NK and NKT cells:Raghu_Kalluri
MS4A4B	NK and NKT cells:Raghu_Kalluri
HCST	NK and NKT cells:Raghu_Kalluri
XCL1	NK and NKT cells:Raghu_Kalluri
NCR1	NK and NKT cells:Raghu_Kalluri
KLRC1	NK and NKT cells:Raghu_Kalluri
CTLA2A	NK and NKT cells:Raghu_Kalluri
IL2RB	NK and NKT cells:Raghu_Kalluri
CTSW	NK and NKT cells:Raghu_Kalluri
KLRE1	NK and NKT cells:Raghu_Kalluri
KLRC2	NK and NKT cells:Raghu_Kalluri
CD160	NK and NKT cells:Raghu_Kalluri
CST7	NK and NKT cells:Raghu_Kalluri
GIMAP4	NK and NKT cells:Raghu_Kalluri
TXK	NK and NKT cells:Raghu_Kalluri
TRBC1	NK and NKT cells:Raghu_Kalluri
ID2	NK and NKT cells:Raghu_Kalluri
GIMAP3	NK and NKT cells:Raghu_Kalluri
TMSB10	NK and NKT cells:Raghu_Kalluri
SH2D1A	NK and NKT cells:Raghu_Kalluri
SHISA5	NK and NKT cells:Raghu_Kalluri
H2-Q7	NK and NKT cells:Raghu_Kalluri
LCK	NK and NKT cells:Raghu_Kalluri
GIMAP5	NK and NKT cells:Raghu_Kalluri
B2M	NK and NKT cells:Raghu_Kalluri
SELPLG	NK and NKT cells:Raghu_Kalluri
BCL2	NK and NKT cells:Raghu_Kalluri
RPL38	NK and NKT cells:Raghu_Kalluri
SKAP1	NK and NKT cells:Raghu_Kalluri
PTPN22	NK and NKT cells:Raghu_Kalluri
RGS1	NK and NKT cells:Raghu_Kalluri
LY6C2	NK and NKT cells:Raghu_Kalluri
H2-K1	NK and NKT cells:Raghu_Kalluri
GIMAP6	NK and NKT cells:Raghu_Kalluri
MBNL1	NK and NKT cells:Raghu_Kalluri
GIMAP7	NK and NKT cells:Raghu_Kalluri
PTPRC	NK and NKT cells:Raghu_Kalluri
RPL27	NK and NKT cells:Raghu_Kalluri
PTPN18	NK and NKT cells:Raghu_Kalluri
RPS23	NK and NKT cells:Raghu_Kalluri
PFN1	NK and NKT cells:Raghu_Kalluri
RPL13A	NK and NKT cells:Raghu_Kalluri
43709	NK and NKT cells:Raghu_Kalluri
RAC2	NK and NKT cells:Raghu_Kalluri
H2-D1	NK and NKT cells:Raghu_Kalluri
CD52	NK and NKT cells:Raghu_Kalluri
RPS15A	NK and NKT cells:Raghu_Kalluri
CD8B1	NK and NKT cells:Raghu_Kalluri
TRBC2	NK and NKT cells:Raghu_Kalluri
PTPRCAP	NK and NKT cells:Raghu_Kalluri
PDCD4	NK and NKT cells:Raghu_Kalluri
TYROBP	NK and NKT cells:Raghu_Kalluri
SARAF	NK and NKT cells:Raghu_Kalluri
CD3D	NK and NKT cells:Raghu_Kalluri
GIMAP1	NK and NKT cells:Raghu_Kalluri
CD3G	NK and NKT cells:Raghu_Kalluri
LTB	NK and NKT cells:Raghu_Kalluri
BTG1	NK and NKT cells:Raghu_Kalluri
CD3E	NK and NKT cells:Raghu_Kalluri
ZFP36L2	NK and NKT cells:Raghu_Kalluri
IL7R	T cells 5:Raghu_Kalluri
